x,y,z,yaw,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk
-0.6895,0.4661,0.0464,0.0164060949687,[[-0.06681797]],[[ 0.04516876]],[[ 0.00589604]],[[-0.06916316]],[[ 0.0467541]],[[ 0.0064603]],[[ 0.00158988]],[[ 0.00164568]]
-0.6895,0.4661,0.0464,0.0164060949687,[[-0.1241198]],[[ 0.08390463]],[[ 0.01068487]],[[-0.13795339]],[[ 0.09325609]],[[ 0.01293569]],[[ 0.00295333]],[[ 0.00328249]]
-0.6895,0.4661,0.0464,0.0164060949687,[[-0.17421387]],[[ 0.11776807]],[[ 0.01470178]],[[-0.2110333]],[[ 0.1426579]],[[ 0.01996989]],[[ 0.00414528]],[[ 0.00502137]]
-0.6892,0.4657,0.0463,-0.0125663706144,[[-0.21883361]],[[ 0.14791454]],[[ 0.01816542]],[[-0.29128599]],[[ 0.19687763]],[[ 0.02781988]],[[ 0.00280619]],[[ 0.00239854]]
-0.6892,0.4657,0.0463,-0.0125663706144,[[-0.25936624]],[[ 0.17529964]],[[ 0.02124837]],[[-0.38036997]],[[ 0.25706373]],[[ 0.03660451]],[[ 0.00159109]],[[-0.00053563]]
-0.6892,0.4657,0.0463,-0.0125663706144,[[-0.29686861]],[[ 0.2006374]],[[ 0.02406451]],[[-0.47882719]],[[ 0.32358231]],[[ 0.04627467]],[[ 0.00046632]],[[-0.00380623]]
-0.6892,0.4657,0.0463,-0.0125663706144,[[-0.33215541]],[[ 0.22447824]],[[ 0.02669313]],[[-0.58626379]],[[ 0.39616721]],[[ 0.05665795]],[[-0.00059438]],[[-0.00740867]]
-0.6892,0.4657,0.0463,-0.0125663706144,[[-0.36583735]],[[ 0.24723475]],[[ 0.02918617]],[[-0.70144299]],[[ 0.47398279]],[[ 0.06747744]],[[-0.00161098]],[[-0.01131089]]
-0.6892,0.4657,0.0463,-0.0125663706144,[[-0.39834619]],[[ 0.26919865]],[[ 0.0315731]],[[-0.82237268]],[[ 0.5556831]],[[ 0.07837482]],[[-0.00259786]],[[-0.01545555]]
-0.6892,0.4657,0.0463,-0.0125663706144,[[-0.42995324]],[[ 0.29055323]],[[ 0.03386494]],[[-0.94641634]],[[ 0.63948684]],[[ 0.08894104]],[[-0.00356437]],[[-0.0197628]]
-0.6899,0.4663,0.0464,0.0300196631343,[[-0.46084622]],[[ 0.31143617]],[[ 0.03606962]],[[-1.07079256]],[[ 0.72357791]],[[ 0.09883946]],[[-0.00087198]],[[-0.00298863]]
-0.6899,0.4663,0.0464,0.0300196631343,[[-0.49096887]],[[ 0.33179864]],[[ 0.03816237]],[[-1.19173467]],[[ 0.80534932]],[[ 0.10758948]],[[ 0.0018476]],[[ 0.01413885]]
-0.6899,0.4663,0.0464,0.0300196631343,[[-0.52022308]],[[ 0.35157431]],[[ 0.04012421]],[[-1.30574863]],[[ 0.88243894]],[[ 0.1148626]],[[ 0.00458753]],[[ 0.0312279]]
-0.6899,0.4663,0.0464,0.0300196631343,[[-0.54843645]],[[ 0.37064665]],[[ 0.04193508]],[[-1.40952695]],[[ 0.95261069]],[[ 0.12042619]],[[ 0.00733063]],[[ 0.04787268]]
-0.6899,0.4663,0.0464,0.0300196631343,[[-0.57539231]],[[ 0.38886917]],[[ 0.0435775]],[[-1.50018302]],[[ 1.0139129]],[[ 0.12415785]],[[ 0.01005197]],[[ 0.06368117]]
-0.6899,0.4663,0.0464,0.0300196631343,[[-0.60086003]],[[ 0.40608595]],[[ 0.04503911]],[[-1.57544108]],[[ 1.06480681]],[[ 0.12604447]],[[ 0.01272198]],[[ 0.07830146]]
-0.6899,0.4663,0.0464,0.0300196631343,[[-0.62462241]],[[ 0.42215013]],[[ 0.04631397]],[[-1.63375868]],[[ 1.10424936]],[[ 0.12616824]],[[ 0.01530956]],[[ 0.09144315]]
-0.6898,0.466,0.0465,0.0317649923863,[[-0.6464862]],[[ 0.43690475]],[[ 0.04741733]],[[-1.67428783]],[[ 1.13147408]],[[ 0.12481071]],[[ 0.01798244]],[[ 0.10433961]]
-0.6898,0.466,0.0465,0.0317649923863,[[-0.66633094]],[[ 0.45029516]],[[ 0.04833992]],[[-1.69710027]],[[ 1.14673952]],[[ 0.12203066]],[[ 0.02051299]],[[ 0.1152768]]
-0.6898,0.466,0.0465,0.0317649923863,[[-0.68408163]],[[ 0.462271]],[[ 0.04909232]],[[-1.70283232]],[[ 1.15047744]],[[ 0.11805574]],[[ 0.02287755]],[[ 0.1241855]]
-0.6898,0.466,0.0465,0.0317649923863,[[-0.69972031]],[[ 0.47282038]],[[ 0.04968825]],[[-1.69264301]],[[ 1.14347212]],[[ 0.11311874]],[[ 0.02505881]],[[ 0.13107352]]
-0.6898,0.466,0.0465,0.0317649923863,[[-0.71328088]],[[ 0.4819664]],[[ 0.05014318]],[[-1.6680665]],[[ 1.12676072]],[[ 0.10744308]],[[ 0.02704599]],[[ 0.13601272]]
-0.6897,0.466,0.0464,0.00314159265359,[[-0.72482785]],[[ 0.48976143]],[[ 0.05045752]],[[-1.63077472]],[[ 1.10153555]],[[ 0.10110179]],[[ 0.02518466]],[[ 0.11261176]]
-0.6897,0.466,0.0464,0.00314159265359,[[-0.73448514]],[[ 0.49628026]],[[ 0.05066436]],[[-1.58273954]],[[ 1.06905786]],[[ 0.09442992]],[[ 0.02331508]],[[ 0.09097429]]
-0.6897,0.466,0.0464,0.00314159265359,[[-0.7423865]],[[ 0.50161326]],[[ 0.050779]],[[-1.52582735]],[[ 1.03058826]],[[ 0.08758104]],[[ 0.02146786]],[[ 0.07117817]]
-0.6897,0.466,0.0464,0.00314159265359,[[-0.74867951]],[[ 0.50586015]],[[ 0.0508156]],[[-1.46182733]],[[ 0.9873351]],[[ 0.08068371]],[[ 0.01966759]],[[ 0.05324544]]
-0.6897,0.466,0.0464,0.00314159265359,[[-0.75351786]],[[ 0.50912474]],[[ 0.05078705]],[[-1.39240036]],[[ 0.94042001]],[[ 0.07384339]],[[ 0.01793326]],[[ 0.0371537]]
-0.6897,0.466,0.0464,0.00314159265359,[[-0.75705522]],[[ 0.51151085]],[[ 0.05070489]],[[-1.31904931]],[[ 0.89085787]],[[ 0.06714497]],[[ 0.01627892]],[[ 0.0228469]]
-0.6897,0.466,0.0464,0.00314159265359,[[-0.75944084]],[[ 0.51311929]],[[ 0.05057935]],[[-1.24310614]],[[ 0.83954807]],[[ 0.06065544]],[[ 0.01471443]],[[ 0.01024485]]
-0.6897,0.466,0.0464,0.00314159265359,[[-0.76081653]],[[ 0.51404584]],[[ 0.05041943]],[[-1.16573105]],[[ 0.78727399]],[[ 0.05442653]],[[ 0.01324609]],[[-0.00074888]]
-0.6896,0.4661,0.0464,0.0211184839491,[[-0.76130127]],[[ 0.51439344]],[[ 0.05023298]],[[-1.08782576]],[[ 0.73480192]],[[ 0.04849704]],[[ 0.01430092]],[[ 0.00665858]]
-0.6896,0.4661,0.0464,0.0211184839491,[[-0.76103174]],[[ 0.51423017]],[[ 0.05002684]],[[-1.0103413]],[[ 0.68259348]],[[ 0.04289491]],[[ 0.01527885]],[[ 0.01299303]]
-0.6896,0.4661,0.0464,0.0211184839491,[[-0.7601196]],[[ 0.51363143]],[[ 0.04980693]],[[-0.93398194]],[[ 0.63112595]],[[ 0.03763897]],[[ 0.01618017]],[[ 0.01834028]]
-0.6896,0.4661,0.0464,0.0211184839491,[[-0.75866605]],[[ 0.5126656]],[[ 0.0495783]],[[-0.85932919]],[[ 0.58079369]],[[ 0.03274047]],[[ 0.01700622]],[[ 0.02278518]]
-0.6896,0.4661,0.0464,0.0211184839491,[[-0.75676232]],[[ 0.51139433]],[[ 0.04934532]],[[-0.78685658]],[[ 0.53191809]],[[ 0.0282043]],[[ 0.01775912]],[[ 0.02641015]]
-0.6894,0.4659,0.0463,-0.00715584993318,[[-0.75446322]],[[ 0.50984592]],[[ 0.04909567]],[[-0.71675706]],[[ 0.48457048]],[[ 0.0239007]],[[ 0.0146202]],[[ 0.0029485]]
-0.6894,0.4659,0.0463,-0.00715584993318,[[-0.75187094]],[[ 0.50809888]],[[ 0.0488499]],[[-0.64954164]],[[ 0.43916671]],[[ 0.0199766]],[[ 0.01170331]],[[-0.01734296]]
-0.6894,0.4659,0.0463,-0.00715584993318,[[-0.74905054]],[[ 0.50619721]],[[ 0.04861052]],[[-0.58543474]],[[ 0.39585899]],[[ 0.01642137]],[[ 0.00900586]],[[-0.03471207]]
-0.6894,0.4659,0.0463,-0.00715584993318,[[-0.74605974]],[[ 0.50417993]],[[ 0.04837956]],[[-0.52459964]],[[ 0.35475815]],[[ 0.01322154]],[[ 0.00652329]],[[-0.04939925]]
-0.6894,0.4659,0.0463,-0.00715584993318,[[-0.74294953]],[[ 0.50208151]],[[ 0.04815863]],[[-0.46714675]],[[ 0.31593927]],[[ 0.0103614]],[[ 0.00424953]],[[-0.06163599]]
-0.6894,0.4659,0.0463,-0.00715584993318,[[-0.73976477]],[[ 0.49993232]],[[ 0.04794897]],[[-0.41314087]],[[ 0.27944659]],[[ 0.00782351]],[[ 0.00217732]],[[-0.0716439]]
-0.6891,0.4652,0.0464,0.0204203522483,[[-0.7365043]],[[ 0.49766451]],[[ 0.04776742]],[[-0.36232918]],[[ 0.24464855]],[[ 0.00571852]],[[ 0.00401847]],[[-0.05406307]]
-0.6891,0.4652,0.0464,0.0204203522483,[[-0.73324584]],[[ 0.49540278]],[[ 0.04759716]],[[-0.31502146]],[[ 0.21228254]],[[ 0.0038752]],[[ 0.00576277]],[[-0.03835565]]
-0.6891,0.4652,0.0464,0.0204203522483,[[-0.73001887]],[[ 0.49316697]],[[ 0.04743859]],[[-0.27117672]],[[ 0.18231582]],[[ 0.00227565]],[[ 0.00740729]],[[-0.0244121]]
-0.6891,0.4652,0.0464,0.0204203522483,[[-0.72684862]],[[ 0.490974]],[[ 0.04729188]],[[-0.23072917]],[[ 0.15469903]],[[ 0.00090172]],[[ 0.00895042]],[[-0.0121221]]
-0.6891,0.4652,0.0464,0.0204203522483,[[-0.72375643]],[[ 0.48883816]],[[ 0.04715704]],[[-0.19359196]],[[ 0.12936881]],[[-0.00026476]],[[ 0.01039167]],[[-0.00137554]]
-0.6895,0.4662,0.0463,-0.00488692190558,[[-0.72081403]],[[ 0.4869061]],[[ 0.04701796]],[[-0.16003159]],[[ 0.10717733]],[[-0.00137126]],[[ 0.00832038]],[[-0.01553029]]
-0.6895,0.4662,0.0463,-0.00488692190558,[[-0.71797801]],[[ 0.48504256]],[[ 0.04689177]],[[-0.12950482]],[[ 0.08697919]],[[-0.00228346]],[[ 0.00640588]],[[-0.02763552]]
-0.6895,0.4662,0.0463,-0.00488692190558,[[-0.71526013]],[[ 0.48325545]],[[ 0.04677807]],[[-0.10188524]],[[ 0.06869263]],[[-0.00302051]],[[ 0.00464468]],[[-0.03785515]]
-0.6895,0.4662,0.0463,-0.00488692190558,[[-0.71266951]],[[ 0.48155093]],[[ 0.04667633]],[[-0.07703719]],[[ 0.05222958]],[[-0.0036008]],[[ 0.00303242]],[[-0.04634821]]
-0.6895,0.4662,0.0463,-0.00488692190558,[[-0.71021295]],[[ 0.47993362]],[[ 0.04658596]],[[-0.05481802]],[[ 0.03749728]],[[-0.00404179]],[[ 0.00156393]],[[-0.05326816]]
-0.6895,0.4662,0.0463,-0.00488692190558,[[-0.70789509]],[[ 0.47840672]],[[ 0.04650631]],[[-0.03508025]],[[ 0.02439956]],[[-0.00436]],[[ 0.00023347]],[[-0.0587623]]
-0.6893,0.4656,0.0464,0.0291469985083,[[-0.70569176]],[[ 0.47689133]],[[ 0.0464527]],[[-0.01748766]],[[ 0.01228106]],[[-0.00444128]],[[ 0.00362295]],[[-0.03136842]]
-0.6893,0.4656,0.0464,0.0291469985083,[[-0.70363307]],[[ 0.47547525]],[[ 0.04640696]],[[-0.00210094]],[[ 0.00167986]],[[-0.00445202]],[[ 0.00679278]],[[-0.00737092]]
-0.6893,0.4656,0.0464,0.0291469985083,[[-0.70171866]],[[ 0.47415826]],[[ 0.04636844]],[[ 0.01123357]],[[-0.00750956]],[[-0.00440333]],[[ 0.00974313]],[[ 0.01346396]]
-0.6893,0.4656,0.0464,0.0291469985083,[[-0.69994686]],[[ 0.47293924]],[[ 0.04633649]],[[ 0.02266794]],[[-0.01539166]],[[-0.00430534]],[[ 0.01247615]],[[ 0.03136788]]
-0.6893,0.4656,0.0464,0.0291469985083,[[-0.69831494]],[[ 0.47181633]],[[ 0.04631046]],[[ 0.03235147]],[[-0.02206902]],[[-0.0041672]],[[ 0.01499572]],[[ 0.04656867]]
-0.6893,0.4656,0.0464,0.0291469985083,[[-0.69681922]],[[ 0.47078702]],[[ 0.04628975]],[[ 0.04042966]],[[-0.02764163]],[[-0.00399711]],[[ 0.01730717]],[[ 0.05928866]]
-0.6892,0.466,0.0463,-0.00366519142919,[[-0.69544178]],[[ 0.46990221]],[[ 0.04625781]],[[ 0.04713642]],[[-0.03183454]],[[-0.00393201]],[[ 0.01499135]],[[ 0.03924232]]
-0.6892,0.466,0.0463,-0.00366519142919,[[-0.69419205]],[[ 0.46910044]],[[ 0.04623151]],[[ 0.05250102]],[[-0.03516636]],[[-0.00382635]],[[ 0.01281427]],[[ 0.02153302]]
-0.6892,0.466,0.0463,-0.00366519142919,[[-0.69306444]],[[ 0.46837797]],[[ 0.04621031]],[[ 0.05665431]],[[-0.03772207]],[[-0.00368796]],[[ 0.0107775]],[[ 0.00601083]]
-0.6892,0.466,0.0463,-0.00366519142919,[[-0.69205299]],[[ 0.46773084]],[[ 0.04619365]],[[ 0.05972082]],[[-0.03958245]],[[-0.00352388]],[[ 0.00888109]],[[-0.00747443]]
-0.6892,0.466,0.0463,-0.00366519142919,[[-0.69115145]],[[ 0.4671549]],[[ 0.04618104]],[[ 0.06181848]],[[-0.04082387]],[[-0.00334034]],[[ 0.00712376]],[[-0.01907172]]
-0.6894,0.4658,0.0464,-0.0125663706144,[[-0.69038036]],[[ 0.46661894]],[[ 0.04618796]],[[ 0.06287236]],[[-0.04170422]],[[-0.00301319]],[[ 0.00430218]],[[-0.03720523]]
-0.6894,0.4658,0.0464,-0.0125663706144,[[-0.68970419]],[[ 0.46614767]],[[ 0.04619653]],[[ 0.06319938]],[[-0.04207799]],[[-0.00269926]],[[ 0.00170433]],[[-0.05254684]]
-0.6894,0.4658,0.0464,-0.0125663706144,[[-0.68911643]],[[ 0.46573676]],[[ 0.04620636]],[[ 0.06289452]],[[-0.04200999]],[[-0.00240051]],[[-0.00067579]],[[-0.06533024]]
-0.6894,0.4658,0.0464,-0.0125663706144,[[-0.68861062]],[[ 0.46538188]],[[ 0.04621714]],[[ 0.06204584]],[[-0.04156046]],[[-0.00211837]],[[-0.00284539]],[[-0.07578145]]
-0.6894,0.4658,0.0464,-0.0125663706144,[[-0.6881804]],[[ 0.46507877]],[[ 0.04622856]],[[ 0.06073459]],[[-0.04078503]],[[-0.00185386]],[[-0.00481268]],[[-0.0841178]]
-0.6894,0.4658,0.0464,-0.0125663706144,[[-0.68781958]],[[ 0.46482328]],[[ 0.04624038]],[[ 0.05903538]],[[-0.0397349]],[[-0.00160759]],[[-0.00658664]],[[-0.09054699]]
-0.6893,0.4656,0.0464,-0.0125663706144,[[-0.68750867]],[[ 0.46458436]],[[ 0.04625238]],[[ 0.05710938]],[[-0.03864291]],[[-0.00137983]],[[-0.00817684]],[[-0.09526651]]
-0.6893,0.4656,0.0464,-0.0125663706144,[[-0.68725637]],[[ 0.46438714]],[[ 0.04626437]],[[ 0.0549121]],[[-0.03733886]],[[-0.00117058]],[[-0.0095933]],[[-0.09846312]]
-0.6893,0.4656,0.0464,-0.0125663706144,[[-0.68705713]],[[ 0.46422781]],[[ 0.04627621]],[[ 0.05250058]],[[-0.03586349]],[[-0.0009796]],[[-0.01084626]],[[-0.10031256]]
-0.6893,0.4656,0.0464,-0.0125663706144,[[-0.68690564]],[[ 0.46410274]],[[ 0.04628776]],[[ 0.04992619]],[[-0.03425365]],[[-0.00080643]],[[-0.01194614]],[[-0.10097943]]
-0.6893,0.4656,0.0464,-0.0125663706144,[[-0.68679687]],[[ 0.46400848]],[[ 0.04629892]],[[ 0.04723484]],[[-0.03254246]],[[-0.00065049]],[[-0.01290336]],[[-0.1006171]]
-0.6893,0.4656,0.0464,0.000349065850399,[[-0.68672606]],[[ 0.46394175]],[[ 0.04630961]],[[ 0.04446735]],[[-0.03075952]],[[-0.00051103]],[[-0.01198535]],[[-0.08735521]]
-0.6893,0.4656,0.0464,0.000349065850399,[[-0.68668875]],[[ 0.46389944]],[[ 0.04631976]],[[ 0.04165976]],[[-0.0289311]],[[-0.00038723]],[[-0.01107649]],[[-0.07507054]]
-0.6893,0.4656,0.0464,0.000349065850399,[[-0.68668076]],[[ 0.46387867]],[[ 0.04632933]],[[ 0.03884358]],[[-0.02708034]],[[-0.00027819]],[[-0.01018401]],[[-0.06374548]]
-0.6893,0.4656,0.0464,0.000349065850399,[[-0.68669821]],[[ 0.4638767]],[[ 0.04633828]],[[ 0.03604616]],[[-0.02522747]],[[-0.00018297]],[[-0.009314]],[[-0.05335588]]
-0.6893,0.4656,0.0464,0.000349065850399,[[-0.6867375]],[[ 0.46389103]],[[ 0.04634661]],[[ 0.03329101]],[[-0.02339001]],[[-0.0001006]],[[-0.00847152]],[[-0.04387212]]
-0.6894,0.4663,0.0463,0.00506145483078,[[-0.68680883]],[[ 0.46401379]],[[ 0.04633832]],[[ 0.03050502]],[[-0.02093191]],[[-0.00015971]],[[-0.00702476]],[[-0.03087724]]
-0.6894,0.4663,0.0463,0.00506145483078,[[-0.68689462]],[[ 0.46414124]],[[ 0.04633085]],[[ 0.02781129]],[[-0.01861086]],[[-0.00020731]],[[-0.00566082]],[[-0.01934886]]
-0.6894,0.4663,0.0463,0.00506145483078,[[-0.68699214]],[[ 0.46427157]],[[ 0.04632418]],[[ 0.02522241]],[[-0.01642994]],[[-0.00024461]],[[-0.00438122]],[[-0.0091963]]
-0.6894,0.4663,0.0463,0.00506145483078,[[-0.6870989]],[[ 0.46440318]],[[ 0.04631826]],[[ 0.02274832]],[[-0.01439053]],[[-0.00027279]],[[-0.00318648]],[[-0.00032831]]
-0.6894,0.4663,0.0463,0.00506145483078,[[-0.68721265]],[[ 0.46453467]],[[ 0.04631305]],[[ 0.02039654]],[[-0.01249249]],[[-0.00029292]],[[-0.00207626]],[[ 0.00734598]]
-0.6894,0.4663,0.0463,0.00506145483078,[[-0.68733139]],[[ 0.46466484]],[[ 0.0463085]],[[ 0.01817242]],[[-0.01073441]],[[-0.00030604]],[[-0.00104948]],[[ 0.01391629]]
-0.6898,0.466,0.0464,0.0244346095279,[[-0.68750733]],[[ 0.46475216]],[[ 0.04632055]],[[ 0.01570741]],[[-0.00939277]],[[-0.00018347]],[[ 0.00250998]],[[ 0.03748904]]
-0.6898,0.466,0.0464,0.0244346095279,[[-0.68768085]],[[ 0.4648393]],[[ 0.04633171]],[[ 0.01342896]],[[-0.00814482]],[[ -7.81012137e-05]],[[ 0.00579301]],[[ 0.05753196]]
-0.6898,0.466,0.0464,0.0244346095279,[[-0.68785066]],[[ 0.46492548]],[[ 0.04634196]],[[ 0.01133308]],[[-0.00698953]],[[  1.14396967e-05]],[[ 0.00880637]],[[ 0.07433499]]
-0.6898,0.466,0.0464,0.0244346095279,[[-0.68801569]],[[ 0.46501003]],[[ 0.04635133]],[[ 0.00941464]],[[-0.00592514]],[[  8.65239739e-05]],[[ 0.01155844]],[[ 0.08817907]]
-0.6898,0.466,0.0464,0.0244346095279,[[-0.68817504]],[[ 0.46509237]],[[ 0.04635984]],[[ 0.00766753]],[[-0.00494928]],[[ 0.00014849]],[[ 0.01405887]],[[ 0.09933476]]
-0.6898,0.466,0.0464,0.0277507351067,[[-0.688328]],[[ 0.46517204]],[[ 0.0463675]],[[ 0.00608488]],[[-0.00405908]],[[ 0.00019863]],[[ 0.01676588]],[[ 0.11114536]]
-0.6898,0.466,0.0464,0.0277507351067,[[-0.68847401]],[[ 0.46524866]],[[ 0.04637436]],[[ 0.00465921]],[[-0.00325126]],[[ 0.00023818]],[[ 0.01920975]],[[ 0.12032838]]
-0.6898,0.466,0.0464,0.0277507351067,[[-0.68861265]],[[ 0.46532193]],[[ 0.04638046]],[[ 0.0033826]],[[-0.00252222]],[[ 0.00026832]],[[ 0.02140325]],[[ 0.12715301]]
-0.6898,0.466,0.0464,0.0277507351067,[[-0.68874362]],[[ 0.46539161]],[[ 0.04638584]],[[ 0.00224681]],[[-0.0018681]],[[ 0.00029017]],[[ 0.02335978]],[[ 0.13187403]]
-0.6898,0.466,0.0464,0.0277507351067,[[-0.68886674]],[[ 0.46545756]],[[ 0.04639054]],[[ 0.00124339]],[[-0.00128488]],[[ 0.00030477]],[[ 0.02509312]],[[ 0.13473143]]
-0.6892,0.4655,0.0464,-0.0106465084372,[[-0.68890096]],[[ 0.46545217]],[[ 0.04639461]],[[ 0.00092187]],[[-0.00123345]],[[ 0.00031308]],[[ 0.02143555]],[[ 0.10023769]]
-0.6892,0.4655,0.0464,-0.0106465084372,[[-0.68893334]],[[ 0.46544795]],[[ 0.0463981]],[[ 0.00063516]],[[-0.00117749]],[[ 0.000316]],[[ 0.01797319]],[[ 0.06946658]]
-0.6892,0.4655,0.0464,-0.0106465084372,[[-0.68896383]],[[ 0.46544479]],[[ 0.04640106]],[[ 0.00038124]],[[-0.00111813]],[[ 0.00031437]],[[ 0.01471189]],[[ 0.04220192]]
-0.6892,0.4655,0.0464,-0.0106465084372,[[-0.6889924]],[[ 0.46544257]],[[ 0.04640353]],[[ 0.00015804]],[[-0.00105639]],[[ 0.00030891]],[[ 0.01165484]],[[ 0.01822411]]
-0.6892,0.4655,0.0464,-0.0106465084372,[[-0.68901905]],[[ 0.46544118]],[[ 0.04640556]],[[ -3.65134485e-05]],[[-0.00099315]],[[ 0.00030033]],[[ 0.00880293]],[[-0.00268741]]
-0.6892,0.4655,0.0464,-0.0106465084372,[[-0.68904379]],[[ 0.46544053]],[[ 0.0464072]],[[-0.00020447]],[[-0.0009292]],[[ 0.00028922]],[[ 0.00615498]],[[-0.02075193]]
-0.6892,0.4655,0.0464,-0.0106465084372,[[-0.68906664]],[[ 0.46544052]],[[ 0.04640848]],[[-0.00034786]],[[-0.00086525]],[[ 0.00027614]],[[ 0.0037081]],[[-0.03618564]]
-0.6892,0.4655,0.0464,-0.0106465084372,[[-0.68908764]],[[ 0.46544106]],[[ 0.04640944]],[[-0.00046866]],[[-0.00080188]],[[ 0.00026157]],[[ 0.00145793]],[[-0.04920002]]
-0.6897,0.4655,0.0465,-0.00645771823238,[[-0.68917433]],[[ 0.46544208]],[[ 0.04642611]],[[-0.00103385]],[[-0.0007396]],[[ 0.00037557]],[[ -3.58939429e-05]],[[-0.0561046]]
-0.6897,0.4655,0.0465,-0.00645771823238,[[-0.68925422]],[[ 0.46544349]],[[ 0.04644107]],[[-0.00151314]],[[-0.00067884]],[[ 0.00046648]],[[-0.00138785]],[[-0.06155559]]
-0.6897,0.4655,0.0465,-0.00645771823238,[[-0.68932746]],[[ 0.46544525]],[[ 0.04645441]],[[-0.00191368]],[[-0.00061997]],[[ 0.00053682]],[[-0.00260452]],[[-0.06569846]]
-0.6897,0.4655,0.0465,-0.00645771823238,[[-0.68939429]],[[ 0.46544727]],[[ 0.04646621]],[[-0.00224237]],[[-0.00056328]],[[ 0.00058896]],[[-0.00369283]],[[-0.06867119]]
-0.6897,0.4655,0.0465,-0.00645771823238,[[-0.68945495]],[[ 0.46544952]],[[ 0.04647655]],[[-0.00250585]],[[-0.00050901]],[[ 0.00062513]],[[-0.00465999]],[[-0.07060406]]
-0.6898,0.4658,0.0465,0.0258308729295,[[-0.68952319]],[[ 0.46549241]],[[ 0.04648555]],[[-0.00280347]],[[-0.00017829]],[[ 0.00064742]],[[-0.00115601]],[[-0.04158843]]
-0.6898,0.4658,0.0465,0.0258308729295,[[-0.68958479]],[[ 0.46553238]],[[ 0.0464933]],[[-0.00303485]],[[ 0.00010945]],[[ 0.00065776]],[[ 0.00212611]],[[-0.01610166]]
-0.6898,0.4658,0.0465,0.0258308729295,[[-0.68964009]],[[ 0.46556944]],[[ 0.0464999]],[[-0.00320679]],[[ 0.00035734]],[[ 0.00065791]],[[ 0.00518578]],[[ 0.00609544]]
-0.6898,0.4658,0.0465,0.0258308729295,[[-0.68968941]],[[ 0.46560365]],[[ 0.04650544]],[[-0.00332569]],[[ 0.00056846]],[[ 0.00064952]],[[ 0.00802456]],[[ 0.02524035]]
-0.6898,0.4658,0.0465,0.0258308729295,[[-0.6897331]],[[ 0.46563506]],[[ 0.04651003]],[[-0.00339762]],[[ 0.00074579]],[[ 0.00063404]],[[ 0.01064587]],[[ 0.04156689]]
-0.6898,0.4658,0.0465,0.0258308729295,[[-0.68977152]],[[ 0.46566377]],[[ 0.04651375]],[[-0.00342824]],[[ 0.00089226]],[[ 0.00061282]],[[ 0.01305466]],[[ 0.05530357]]
-0.6898,0.4656,0.0465,-0.0240855436775,[[-0.68980502]],[[ 0.46566288]],[[ 0.04651671]],[[-0.00342284]],[[ 0.00082465]],[[ 0.00058705]],[[ 0.00852099]],[[ 0.02024582]]
-0.6898,0.4656,0.0465,-0.0240855436775,[[-0.68983395]],[[ 0.46566153]],[[ 0.04651897]],[[-0.00338633]],[[ 0.0007585]],[[ 0.00055778]],[[ 0.00429587]],[[-0.01026919]]
-0.6898,0.4656,0.0465,-0.0240855436775,[[-0.68985866]],[[ 0.46565979]],[[ 0.04652062]],[[-0.00332326]],[[ 0.00069421]],[[ 0.00052596]],[[ 0.00037697]],[[-0.03657069]]
-0.6898,0.4656,0.0465,-0.0240855436775,[[-0.6898795]],[[ 0.46565773]],[[ 0.04652175]],[[-0.00323779]],[[ 0.00063215]],[[ 0.00049241]],[[-0.00324061]],[[-0.05898266]]
-0.6898,0.4656,0.0465,-0.0240855436775,[[-0.68989678]],[[ 0.4656554]],[[ 0.04652241]],[[-0.00313374]],[[ 0.00057258]],[[ 0.00045784]],[[-0.00656386]],[[-0.07782155]]
-0.6898,0.4656,0.0465,-0.0240855436775,[[-0.68991082]],[[ 0.46565288]],[[ 0.04652268]],[[-0.00301458]],[[ 0.00051572]],[[ 0.00042285]],[[-0.00960161]],[[-0.09339432]]
-0.6893,0.4661,0.0463,-0.0424115008235,[[-0.68985447]],[[ 0.46571768]],[[ 0.04649065]],[[-0.00241843]],[[ 0.00092678]],[[ 0.00012871]],[[-0.01483721]],[[-0.12304153]]
-0.6893,0.4661,0.0463,-0.0424115008235,[[-0.68980057]],[[ 0.46577729]],[[ 0.04646126]],[[-0.00188023]],[[ 0.00127375]],[[-0.00012009]],[[-0.01962273]],[[-0.14754345]]
-0.6893,0.4661,0.0463,-0.0424115008235,[[-0.68974928]],[[ 0.46583186]],[[ 0.04643448]],[[-0.00139718]],[[ 0.00156205]],[[-0.00032758]],[[-0.0239744]],[[-0.16736657]]
-0.6893,0.4661,0.0463,-0.0424115008235,[[-0.68970074]],[[ 0.46588156]],[[ 0.04641024]],[[-0.00096632]],[[ 0.00179691]],[[-0.00049766]],[[-0.0279103]],[[-0.18295791]]
-0.6893,0.4661,0.0463,-0.0424115008235,[[-0.68965502]],[[ 0.46592658]],[[ 0.04638844]],[[-0.00058461]],[[ 0.00198337]],[[-0.00063412]],[[-0.03144991]],[[-0.19474355]]
-0.6893,0.4661,0.0463,-0.0424115008235,[[-0.68961216]],[[ 0.46596714]],[[ 0.04636898]],[[-0.00024898]],[[ 0.00212622]],[[-0.00074055]],[[-0.03461381]],[[-0.20312743]]
