x,y,z,yaw,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk,pitch,roll,yaw,thrust,xd,yd,zd
-0.1423,0.378,0.052,0.362330352714,[[-0.13776794]],[[ 0.40148654]],[[ 0.0516531]],[[ 0.06040571]],[[ 0.04759744]],[[-0.03873193]],[[ 0.36436661]],[[ 0.08293534]],[[-0.87751102]],[[ 4.47170086]],[[-0.36436661]],[[ 79.47013734]],[[-0.01434934]],[[-0.42422346]],[[ 0.3483469]]
-0.1423,0.378,0.052,0.362330352714,[[-0.13856493]],[[ 0.39542596]],[[ 0.05146606]],[[ 0.05990427]],[[ 0.04525796]],[[-0.03866025]],[[ 0.36491402]],[[ 0.08283563]],[[-0.83785214]],[[ 4.39738394]],[[-0.36491402]],[[ 79.47568999]],[[-0.01167421]],[[-0.41883845]],[[ 0.34853394]]
-0.1423,0.378,0.052,0.362330352714,[[-0.13914814]],[[ 0.39100163]],[[ 0.05133056]],[[ 0.05948148]],[[ 0.04351395]],[[-0.03857045]],[[ 0.36540667]],[[ 0.08271703]],[[-0.8085813]],[[ 4.34295436]],[[-0.36540667]],[[ 79.47770563]],[[-0.0097549]],[[-0.41490881]],[[ 0.34866944]]
-0.1423,0.378,0.052,0.362330352714,[[-0.13957534]],[[ 0.38777151]],[[ 0.05123268]],[[ 0.05911632]],[[ 0.04220434]],[[-0.03846761]],[[ 0.3658498]],[[ 0.08258146]],[[-0.78686588]],[[ 4.30303736]],[[-0.3658498]],[[ 79.47714944]],[[-0.00838428]],[[-0.41204093]],[[ 0.34876732]]
-0.1423,0.378,0.052,0.362330352714,[[-0.13988865]],[[ 0.385413]],[[ 0.05116224]],[[ 0.05879341]],[[ 0.04121166]],[[-0.03835543]],[[ 0.36624812]],[[ 0.0824307]],[[-0.77063848]],[[ 4.27371269]],[[-0.36624812]],[[ 79.47472561]],[[-0.00741125]],[[-0.40994767]],[[ 0.34883776]]
-0.1476,0.3715,0.0531,0.417308224152,[[-0.14156454]],[[ 0.3819176]],[[ 0.05141188]],[[ 0.05798588]],[[ 0.03981781]],[[-0.03812956]],[[ 0.37201457]],[[ 0.08417214]],[[-0.75436214]],[[ 4.23267678]],[[-0.37201457]],[[ 79.45027273]],[[-0.00694325]],[[-0.40725099]],[[ 0.34858812]]
-0.1476,0.3715,0.0531,0.417308224152,[[-0.14278915]],[[ 0.37936555]],[[ 0.05159506]],[[ 0.05734274]],[[ 0.03876629]],[[-0.03792837]],[[ 0.37722929]],[[ 0.08571168]],[[-0.74578613]],[[ 4.20206325]],[[-0.37722929]],[[ 79.4304506]],[[-0.0069883]],[[-0.4052877]],[[ 0.34840494]]
-0.1476,0.3715,0.0531,0.417308224152,[[-0.14368439]],[[ 0.37750199]],[[ 0.05172974]],[[ 0.05681971]],[[ 0.03796458]],[[-0.03774534]],[[ 0.38194477]],[[ 0.08706886]],[[-0.7424977]],[[ 4.17905386]],[[-0.38194477]],[[ 79.41401613]],[[-0.00737402]],[[-0.40385465]],[[ 0.34827026]]
-0.1476,0.3715,0.0531,0.417308224152,[[-0.14433923]],[[ 0.37614093]],[[ 0.051829]],[[ 0.05638451]],[[ 0.03734518]],[[-0.0375757]],[[ 0.38620852]],[[ 0.08826133]],[[-0.74275187]],[[ 4.16161018]],[[-0.38620852]],[[ 79.40006222]],[[-0.0079766]],[[-0.4028054]],[[ 0.348171]]
-0.1476,0.3715,0.0531,0.417308224152,[[-0.1448186]],[[ 0.37514664]],[[ 0.05190242]],[[ 0.0560136]],[[ 0.03685888]],[[-0.037416]],[[ 0.3900635]],[[ 0.08930506]],[[-0.7452951]],[[ 4.14825537]],[[-0.3900635]],[[ 79.38792693]],[[-0.00870789]],[[-0.40203433]],[[ 0.34809758]]
-0.1476,0.3715,0.0531,0.417308224152,[[-0.14516991]],[[ 0.37442002]],[[ 0.05195697]],[[ 0.0556898]],[[ 0.0364698]],[[-0.0372637]],[[ 0.39354861]],[[ 0.09021446]],[[-0.74923432]],[[ 4.13791749]],[[-0.39354861]],[[ 79.37712719]],[[-0.00950589]],[[-0.40146518]],[[ 0.34804303]]
-0.1491,0.3693,0.0986,0.420973415581,[[-0.14583689]],[[ 0.3732887]],[[ 0.06440836]],[[ 0.05525535]],[[ 0.03593874]],[[-0.03271145]],[[ 0.39705956]],[[ 0.09112897]],[[-0.74717182]],[[ 4.12419035]],[[-0.39705956]],[[ 78.51328874]],[[-0.00986277]],[[-0.40064396]],[[ 0.33559164]]
-0.1491,0.3693,0.0986,0.420973415581,[[-0.14632509]],[[ 0.37246211]],[[ 0.07349654]],[[ 0.0548862]],[[ 0.03551808]],[[-0.02937188]],[[ 0.40023335]],[[ 0.0919214]],[[-0.74750164]],[[ 4.11365192]],[[-0.40023335]],[[ 77.88188306]],[[-0.01036259]],[[-0.40003959]],[[ 0.32650346]]
-0.1491,0.3693,0.0986,0.420973415581,[[-0.14668281]],[[ 0.37185793]],[[ 0.08013007]],[[ 0.05456489]],[[ 0.03517807]],[[-0.02691675]],[[ 0.40310205]],[[ 0.09260364]],[[-0.74934956]],[[ 4.10546907]],[[-0.40310205]],[[ 77.4200846]],[[-0.01094409]],[[-0.39959278]],[[ 0.31986993]]
-0.1491,0.3693,0.0986,0.420973415581,[[-0.14694529]],[[ 0.37141607]],[[ 0.08497207]],[[ 0.0542787]],[[ 0.03489701]],[[-0.02510669]],[[ 0.40569471]],[[ 0.09318639]],[[-0.75209675]],[[ 4.0990355]],[[-0.40569471]],[[ 77.08205075]],[[-0.01156451]],[[-0.39926067]],[[ 0.31502793]]
-0.1491,0.3693,0.0986,0.420973415581,[[-0.14713825]],[[ 0.3710927]],[[ 0.08850653]],[[ 0.05401835]],[[ 0.03465909]],[[-0.02376712]],[[ 0.40803758]],[[ 0.09367937]],[[-0.75530994]],[[ 4.09390885]],[[-0.40803758]],[[ 76.8343309]],[[-0.01219445]],[[-0.39901222]],[[ 0.31149347]]
-0.1517,0.3572,0.1595,0.427082067963,[[-0.14798962]],[[ 0.36755552]],[[ 0.10769718]],[[ 0.05352631]],[[ 0.03328583]],[[-0.01689747]],[[ 0.41075522]],[[ 0.09430103]],[[-0.73450875]],[[ 4.05218545]],[[-0.41075522]],[[ 75.51070665]],[[-0.01108582]],[[-0.3960746]],[[ 0.29230282]]
-0.1517,0.3572,0.1595,0.427082067963,[[-0.14861235]],[[ 0.36497314]],[[ 0.12170343]],[[ 0.05311717]],[[ 0.03225582]],[[-0.01188911]],[[ 0.41321114]],[[ 0.09482874]],[[-0.72050256]],[[ 4.02142931]],[[-0.41321114]],[[ 74.54495112]],[[-0.01045124]],[[-0.3939312]],[[ 0.27829657]]
-0.1517,0.3572,0.1595,0.427082067963,[[-0.1490682]],[[ 0.36308762]],[[ 0.13192584]],[[ 0.0527687]],[[ 0.03147627]],[[-0.00823813]],[[ 0.41543026]],[[ 0.09527165]],[[-0.71131001]],[[ 3.99868275]],[[-0.41543026]],[[ 73.84032853]],[[-0.01014735]],[[-0.39236588]],[[ 0.26807416]]
-0.1517,0.3572,0.1595,0.427082067963,[[-0.14940224]],[[ 0.36171072]],[[ 0.13938663]],[[ 0.0524647]],[[ 0.03087948]],[[-0.00557705]],[[ 0.41743512]],[[ 0.09563804]],[[-0.70549107]],[[ 3.98179327]],[[-0.41743512]],[[ 73.32625204]],[[-0.01007039]],[[-0.3912215]],[[ 0.26061337]]
-0.1517,0.3572,0.1595,0.427082067963,[[-0.14964739]],[[ 0.36070503]],[[ 0.14483184]],[[ 0.05219334]],[[ 0.0304161]],[[-0.00363787]],[[ 0.4192461]],[[ 0.09593541]],[[-0.70200297]],[[ 3.96919325]],[[-0.4192461]],[[ 72.95121525]],[[-0.01014556]],[[-0.39038382]],[[ 0.25516816]]
-0.1517,0.3572,0.1595,0.427082067963,[[-0.14982764]],[[ 0.35997027]],[[ 0.14880598]],[[ 0.05194599]],[[ 0.03005014]],[[-0.00222516]],[[ 0.42088165]],[[ 0.09617051]],[[-0.70009394]],[[ 3.95974019]],[[-0.42088165]],[[ 72.6776345]],[[-0.01031933]],[[-0.38976971]],[[ 0.25119402]]
-0.1572,0.3478,0.1943,0.427082067963,[[-0.15146058]],[[ 0.35686951]],[[ 0.16119777]],[[ 0.05118837]],[[ 0.02885294]],[[ 0.00214443]],[[ 0.42235849]],[[ 0.09634946]],[[-0.66651822]],[[ 3.92929842]],[[-0.42235849]],[[ 71.82645662]],[[-0.00813445]],[[-0.38759513]],[[ 0.23880223]]
-0.1572,0.3478,0.1943,0.427082067963,[[-0.15265366]],[[ 0.35460576]],[[ 0.17024155]],[[ 0.05058869]],[[ 0.02795523]],[[ 0.00531784]],[[ 0.4236917]],[[ 0.09647781]],[[-0.64241621]],[[ 3.90695771]],[[-0.4236917]],[[ 71.20607679]],[[-0.00663292]],[[-0.38601087]],[[ 0.22975845]]
-0.1572,0.3478,0.1943,0.427082067963,[[-0.15352569]],[[ 0.3529529]],[[ 0.1768418]],[[ 0.05010439]],[[ 0.02727605]],[[ 0.00761894]],[[ 0.42489498]],[[ 0.09656053]],[[-0.62514637]],[[ 3.89052619]],[[-0.42489498]],[[ 70.75410649]],[[-0.00562155]],[[-0.38485619]],[[ 0.2231582]]
-0.1572,0.3478,0.1943,0.427082067963,[[-0.1541634]],[[ 0.35174591]],[[ 0.18165863]],[[ 0.04970445]],[[ 0.02675634]],[[ 0.00928391]],[[ 0.42598068]],[[ 0.09660216]],[[-0.61278571]],[[ 3.87840896]],[[-0.42598068]],[[ 70.42502124]],[[-0.00495992]],[[-0.38401424]],[[ 0.21834137]]
-0.1572,0.3478,0.1943,0.427082067963,[[-0.15463009]],[[ 0.35086433]],[[ 0.18517384]],[[ 0.04936622]],[[ 0.02635304]],[[ 0.01048502]],[[ 0.42696001]],[[ 0.09660677]],[[-0.60393629]],[[ 3.86944484]],[[-0.42696001]],[[ 70.18560204]],[[-0.00454613]],[[-0.38340002]],[[ 0.21482616]]
-0.1573,0.3402,0.2401,0.403869188911,[[-0.15499922]],[[ 0.34814752]],[[ 0.20023005]],[[ 0.04906363]],[[ 0.02530782]],[[ 0.01572853]],[[ 0.42556086]],[[ 0.09578827]],[[-0.57687278]],[[ 3.83879427]],[[-0.42556086]],[[ 69.15488556]],[[-0.00255189]],[[-0.3810839]],[[ 0.19976995]]
-0.1573,0.3402,0.2401,0.403869188911,[[-0.15526988]],[[ 0.34616407]],[[ 0.21121805]],[[ 0.04879683]],[[ 0.02452402]],[[ 0.01952419]],[[ 0.42429194]],[[ 0.09501825]],[[-0.55571116]],[[ 3.81651702]],[[-0.42429194]],[[ 68.40431521]],[[-0.00100513]],[[-0.37939068]],[[ 0.18878195]]
-0.1573,0.3402,0.2401,0.403869188911,[[-0.15546866]],[[ 0.34471587]],[[ 0.21923688]],[[ 0.04855633]],[[ 0.02393097]],[[ 0.02226404]],[[ 0.42314089]],[[ 0.09429221]],[[-0.53893055]],[[ 3.80034581]],[[-0.42314089]],[[ 67.85816161]],[[ 0.00020748]],[[-0.37815274]],[[ 0.18076312]]
-0.1573,0.3402,0.2401,0.403869188911,[[-0.15561497]],[[ 0.34365833]],[[ 0.22508866]],[[ 0.0483352]],[[ 0.02347713]],[[ 0.024234]],[[ 0.42209651]],[[ 0.09360605]],[[-0.52541761]],[[ 3.78862459]],[[-0.42209651]],[[ 67.46116509]],[[ 0.00116913]],[[-0.37724754]],[[ 0.17491134]]
-0.1573,0.3402,0.2401,0.403869188911,[[-0.15572298]],[[ 0.34288592]],[[ 0.22935883]],[[ 0.0481284]],[[ 0.02312491]],[[ 0.02564257]],[[ 0.42114866]],[[ 0.09295608]],[[-0.51435559]],[[ 3.7801442]],[[-0.42114866]],[[ 67.17300266]],[[ 0.00194105]],[[-0.37658549]],[[ 0.17064117]]
-0.1573,0.3402,0.2401,0.403869188911,[[-0.15580304]],[[ 0.3423216]],[[ 0.23247465]],[[ 0.04793223]],[[ 0.02284688]],[[ 0.02664183]],[[ 0.42028818]],[[ 0.09233895]],[[-0.50514384]],[[ 3.7740221]],[[-0.42028818]],[[ 66.96425062]],[[ 0.00256844]],[[-0.37610114]],[[ 0.16752535]]
-0.1547,0.3323,0.2857,0.410152374219,[[-0.15515362]],[[ 0.33975469]],[[ 0.24718392]],[[ 0.04799163]],[[ 0.02187067]],[[ 0.03168561]],[[ 0.42012442]],[[ 0.09196442]],[[-0.49654616]],[[ 3.73886364]],[[-0.42012442]],[[ 65.96146689]],[[ 0.00308406]],[[-0.37349214]],[[ 0.15281608]]
-0.1547,0.3323,0.2857,0.410152374219,[[-0.15468087]],[[ 0.33788074]],[[ 0.25791832]],[[ 0.04798913]],[[ 0.02114037]],[[ 0.03532115]],[[ 0.4199734]],[[ 0.09159585]],[[-0.48965683]],[[ 3.71324181]],[[-0.4199734]],[[ 65.2320632]],[[ 0.00347287]],[[-0.37158781]],[[ 0.14208168]]
-0.1547,0.3323,0.2857,0.410152374219,[[-0.15433707]],[[ 0.33651254]],[[ 0.26575167]],[[ 0.04794167]],[[ 0.0205895]],[[ 0.0379298]],[[ 0.41983394]],[[ 0.09123279]],[[-0.48402272]],[[ 3.69457803]],[[-0.41983394]],[[ 64.70213743]],[[ 0.00376844]],[[-0.37019781]],[[ 0.13424833]]
-0.1547,0.3323,0.2857,0.410152374219,[[-0.15408737]],[[ 0.33551347]],[[ 0.27146769]],[[ 0.04786161]],[[ 0.02016956]],[[ 0.03978967]],[[ 0.41970493]],[[ 0.09087483]],[[-0.47931295]],[[ 3.68099069]],[[-0.41970493]],[[ 64.31776288]],[[ 0.00399528]],[[-0.36918322]],[[ 0.12853231]]
-0.1547,0.3323,0.2857,0.410152374219,[[-0.15390635]],[[ 0.33478382]],[[ 0.27563838]],[[ 0.04775797]],[[ 0.0198452]],[[ 0.04110363]],[[ 0.41958541]],[[ 0.09052162]],[[-0.47528575]],[[ 3.6711068]],[[-0.41958541]],[[ 64.03958887]],[[ 0.00417134]],[[-0.36844262]],[[ 0.12436162]]
-0.1547,0.3323,0.2857,0.410152374219,[[-0.15377545]],[[ 0.33425079]],[[ 0.27868122]],[[ 0.04763731]],[[ 0.01959062]],[[ 0.04201959]],[[ 0.41947447]],[[ 0.09017282]],[[-0.47176431]],[[ 3.66392452]],[[-0.41947447]],[[ 63.838901]],[[ 0.00430975]],[[-0.36790203]],[[ 0.12131878]]
-0.1494,0.3151,0.3566,0.418529954628,[[-0.15223577]],[[ 0.32917071]],[[ 0.30023585]],[[ 0.04800713]],[[ 0.01775561]],[[ 0.04937021]],[[ 0.42019473]],[[ 0.09011057]],[[-0.46362782]],[[ 3.59265881]],[[-0.42019473]],[[ 62.37158636]],[[ 0.00471138]],[[-0.36263878]],[[ 0.09976415]]
-0.1494,0.3151,0.3566,0.418529954628,[[-0.15111328]],[[ 0.32546268]],[[ 0.31596574]],[[ 0.04823042]],[[ 0.01640509]],[[ 0.05466589]],[[ 0.42084365]],[[ 0.09002413]],[[-0.45757676]],[[ 3.54068772]],[[-0.42084365]],[[ 61.30442104]],[[ 0.00496636]],[[-0.35879872]],[[ 0.08403426]]
-0.1494,0.3151,0.3566,0.418529954628,[[-0.15029529]],[[ 0.32275605]],[[ 0.32744444]],[[ 0.04834702]],[[ 0.01540798]],[[ 0.05846306]],[[ 0.42142801]],[[ 0.08991593]],[[-0.45302332]],[[ 3.50279976]],[[-0.42142801]],[[ 60.52923568]],[[ 0.00511745]],[[-0.35599713]],[[ 0.07255556]]
-0.1494,0.3151,0.3566,0.418529954628,[[-0.14969951]],[[ 0.32078029]],[[ 0.33582043]],[[ 0.048386]],[[ 0.01466868]],[[ 0.06116756]],[[ 0.42195398]],[[ 0.08978819]],[[-0.44953706]],[[ 3.47519216]],[[-0.42195398]],[[ 59.96709792]],[[ 0.00519585]],[[-0.35395331]],[[ 0.06417957]]
-0.1494,0.3151,0.3566,0.418529954628,[[-0.14926592]],[[ 0.31933796]],[[ 0.3419319]],[[ 0.04836856]],[[ 0.01411747]],[[ 0.06307538]],[[ 0.4224271]],[[ 0.0896429]],[[-0.44680386]],[[ 3.45508989]],[[-0.4224271]],[[ 59.56040985]],[[ 0.00522423]],[[-0.35246242]],[[ 0.0580681]]
-0.1494,0.3151,0.3566,0.418529954628,[[-0.1489507]],[[ 0.31828495]],[[ 0.34639062]],[[ 0.04831016]],[[ 0.01370348]],[[ 0.0644024]],[[ 0.42285244]],[[ 0.08948187]],[[-0.4445954]],[[ 3.44046781]],[[-0.42285244]],[[ 59.26714159]],[[ 0.00521897]],[[-0.35137499]],[[ 0.05360938]]
-0.1513,0.318,0.3566,0.412072236396,[[-0.14923999]],[[ 0.31830691]],[[ 0.34964309]],[[ 0.04804257]],[[ 0.01366362]],[[ 0.06530608]],[[ 0.4225999]],[[ 0.08908996]],[[-0.43857427]],[[ 3.4427006]],[[-0.4225999]],[[ 59.05662339]],[[ 0.00556254]],[[-0.35151233]],[[ 0.05035691]]
-0.1513,0.318,0.3566,0.412072236396,[[-0.14945233]],[[ 0.31832259]],[[ 0.35201518]],[[ 0.04780272]],[[ 0.01362174]],[[ 0.06590124]],[[ 0.42236867]],[[ 0.08870692]],[[-0.43354632]],[[ 3.44441663]],[[-0.42236867]],[[ 58.90647512]],[[ 0.00583107]],[[-0.35161239]],[[ 0.04798482]]
-0.1513,0.318,0.3566,0.412072236396,[[-0.14960851]],[[ 0.3183337]],[[ 0.35374474]],[[ 0.04758329]],[[ 0.01357845]],[[ 0.06627165]],[[ 0.42215673]],[[ 0.08833202]],[[-0.42925808]],[[ 3.44575381]],[[-0.42215673]],[[ 58.80036572]],[[ 0.0060435]],[[-0.35168526]],[[ 0.04625526]]
-0.1513,0.318,0.3566,0.412072236396,[[-0.14972369]],[[ 0.31834146]],[[ 0.35500535]],[[ 0.04737893]],[[ 0.01353418]],[[ 0.06647839]],[[ 0.42196227]],[[ 0.08796462]],[[-0.42552333]],[[ 3.44681286]],[[-0.42196227]],[[ 58.7263782]],[[ 0.00621379]],[[-0.35173833]],[[ 0.04499465]]
-0.1513,0.318,0.3566,0.412072236396,[[-0.14980894]],[[ 0.31834678]],[[ 0.3559237]],[[ 0.04718574]],[[ 0.01348925]],[[ 0.06656601]],[[ 0.42178362]],[[ 0.0876041]],[[-0.42220505]],[[ 3.44766738]],[[-0.42178362]],[[ 58.67581658]],[[ 0.00635223]],[[-0.35177697]],[[ 0.0440763]]
-0.1481,0.3087,0.401,0.381703507411,[[-0.14899974]],[[ 0.31581432]],[[ 0.36869966]],[[ 0.04730224]],[[ 0.01256808]],[[ 0.0707483]],[[ 0.41863517]],[[ 0.08623401]],[[-0.40576622]],[[ 3.41366255]],[[-0.41863517]],[[ 57.81535719]],[[ 0.00774992]],[[-0.34911251]],[[ 0.03130034]]
-0.1481,0.3087,0.401,0.381703507411,[[-0.14841036]],[[ 0.31396574]],[[ 0.37802212]],[[ 0.0473424]],[[ 0.0118867]],[[ 0.07372164]],[[ 0.41578382]],[[ 0.08497056]],[[-0.39157141]],[[ 3.38911877]],[[-0.41578382]],[[ 57.19164702]],[[ 0.00895281]],[[-0.34715986]],[[ 0.02197788]]
-0.1481,0.3087,0.401,0.381703507411,[[-0.1479814]],[[ 0.3126163]],[[ 0.38482405]],[[ 0.04732706]],[[ 0.01138024]],[[ 0.07581351]],[[ 0.41320133]],[[ 0.08380365]],[[-0.37915364]],[[ 3.37146081]],[[-0.41320133]],[[ 56.74068148]],[[ 0.00999832]],[[-0.34572747]],[[ 0.01517595]]
-0.1481,0.3087,0.401,0.381703507411,[[-0.14766952]],[[ 0.31163116]],[[ 0.38978638]],[[ 0.04727143]],[[ 0.01100142]],[[ 0.07726275]],[[ 0.41086214]],[[ 0.08272412]],[[-0.36816763]],[[ 3.35881055]],[[-0.41086214]],[[ 56.41575509]],[[ 0.01091456]],[[-0.34467541]],[[ 0.01021362]]
-0.1481,0.3087,0.401,0.381703507411,[[-0.14744309]],[[ 0.3109119]],[[ 0.39340609]],[[ 0.04718658]],[[ 0.01071573]],[[ 0.07824358]],[[ 0.40874312]],[[ 0.08172372]],[[-0.35835439]],[[ 3.34979881]],[[-0.40874312]],[[ 56.18278587]],[[ 0.011723]],[[-0.3439015]],[[ 0.00659391]]
-0.1481,0.3087,0.401,0.381703507411,[[-0.14727902]],[[ 0.31038669]],[[ 0.39604589]],[[ 0.04708061]],[[ 0.01049801]],[[ 0.07888306]],[[ 0.40682334]],[[ 0.08079497]],[[-0.34951673]],[[ 3.34342781]],[[-0.40682334]],[[ 56.01690347]],[[ 0.01244033]],[[-0.3433311]],[[ 0.00395411]]
-0.1481,0.3087,0.401,0.381703507411,[[-0.14716046]],[[ 0.31000312]],[[ 0.39797051]],[[ 0.04695941]],[[ 0.01032991]],[[ 0.07927387]],[[ 0.40508387]],[[ 0.0799311]],[[-0.34150199]],[[ 3.33897083]],[[-0.40508387]],[[ 55.89995946]],[[ 0.01307973]],[[-0.34290969]],[[ 0.00202949]]
-0.1481,0.3087,0.401,0.381703507411,[[-0.14707511]],[[ 0.30972292]],[[ 0.39937316]],[[ 0.04682728]],[[ 0.01019803]],[[ 0.07948361]],[[ 0.40350756]],[[ 0.079126]],[[-0.33419007]],[[ 3.33589882]],[[-0.40350756]],[[ 55.81871058]],[[ 0.01365176]],[[-0.34259743]],[[ 0.00062684]]
-0.1407,0.2993,0.452,0.441044701979,[[-0.14499618]],[[ 0.306955]],[[ 0.41430137]],[[ 0.04738083]],[[ 0.0092117]],[[ 0.08434098]],[[ 0.40790898]],[[ 0.08034871]],[[-0.35814165]],[[ 3.28949066]],[[-0.40790898]],[[ 54.81485941]],[[ 0.01133337]],[[-0.3392887]],[[-0.01430137]]
-0.1407,0.2993,0.452,0.441044701979,[[-0.1434801]],[[ 0.30493467]],[[ 0.42519429]],[[ 0.04773882]],[[ 0.00848612]],[[ 0.08779276]],[[ 0.41188893]],[[ 0.08142386]],[[-0.37741113]],[[ 3.25537396]],[[-0.41188893]],[[ 54.08726919]],[[ 0.00940247]],[[-0.33687281]],[[-0.02519429]]
-0.1407,0.2993,0.452,0.441044701979,[[-0.14237483]],[[ 0.30345997]],[[ 0.43314204]],[[ 0.04795436]],[[ 0.00795076]],[[ 0.09021967]],[[ 0.41548751]],[[ 0.0823657]],[[-0.39309446]],[[ 3.23027292]],[[-0.41548751]],[[ 53.56125531]],[[ 0.00777415]],[[-0.3351091]],[[-0.03314204]]
-0.1407,0.2993,0.452,0.441044701979,[[-0.14156936]],[[ 0.30238349]],[[ 0.43894027]],[[ 0.04806618]],[[ 0.00755416]],[[ 0.0918994]],[[ 0.418741]],[[ 0.08318712]],[[-0.40599264]],[[ 3.21178912]],[[-0.418741]],[[ 53.18231831]],[[ 0.00638568]],[[-0.33382163]],[[-0.03894027]]
-0.1407,0.2993,0.452,0.441044701979,[[-0.14098271]],[[ 0.30159765]],[[ 0.44316969]],[[ 0.04810252]],[[ 0.00725882]],[[ 0.09303447]],[[ 0.42168224]],[[ 0.08389976]],[[-0.41669642]],[[ 3.19816652]],[[-0.42168224]],[[ 52.91068843]],[[ 0.00519018]],[[-0.33288186]],[[-0.04316969]]
-0.1407,0.2993,0.452,0.441044701979,[[-0.14055576]],[[ 0.30102395]],[[ 0.44625411]],[[ 0.04808399]],[[ 0.00703734]],[[ 0.09377264]],[[ 0.42434091]],[[ 0.08451416]],[[-0.42564591]],[[ 3.18811927]],[[-0.42434091]],[[ 52.71734452]],[[ 0.00415226]],[[-0.33219588]],[[-0.04625411]]
-0.1338,0.2899,0.49,0.426558469187,[[-0.13836395]],[[ 0.29804199]],[[ 0.45886425]],[[ 0.04866997]],[[ 0.00599196]],[[ 0.09777029]],[[ 0.42532087]],[[ 0.08455965]],[[-0.43745569]],[[ 3.13955374]],[[-0.42532087]],[[ 51.87496206]],[[ 0.00306058]],[[-0.32857913]],[[-0.05886425]]
-0.1338,0.2899,0.49,0.426558469187,[[-0.13676552]],[[ 0.29586553]],[[ 0.46806504]],[[ 0.04905051]],[[ 0.00522646]],[[ 0.100585]],[[ 0.42620498]],[[ 0.08457264]],[[-0.4460879]],[[ 3.10419653]],[[-0.42620498]],[[ 51.26574297]],[[ 0.00221444]],[[-0.32593913]],[[-0.06806504]]
-0.1338,0.2899,0.49,0.426558469187,[[-0.13560017]],[[ 0.29427695]],[[ 0.47477752]],[[ 0.04928138]],[[ 0.00466512]],[[ 0.10253725]],[[ 0.42700235]],[[ 0.08455634]],[[-0.45236782]],[[ 3.07848875]],[[-0.42700235]],[[ 50.82664968]],[[ 0.00155172]],[[-0.32401222]],[[-0.07477752]]
-0.1338,0.2899,0.49,0.426558469187,[[-0.13475089]],[[ 0.29311745]],[[ 0.47967393]],[[ 0.04940326]],[[ 0.00425273]],[[ 0.10386079]],[[ 0.42772125]],[[ 0.08451368]],[[-0.45689735]],[[ 3.05983146]],[[-0.42772125]],[[ 50.51168162]],[[ 0.00102697]],[[-0.32260593]],[[-0.07967393]]
-0.1338,0.2899,0.49,0.426558469187,[[-0.13413229]],[[ 0.2922711]],[[ 0.48324487]],[[ 0.04944583]],[[ 0.00394898]],[[ 0.10472614]],[[ 0.42836916]],[[ 0.08444728]],[[-0.46011666]],[[ 3.04632667]],[[-0.42836916]],[[ 50.28727069]],[[ 0.00060681]],[[-0.32157969]],[[-0.08324487]]
-0.1338,0.2899,0.49,0.426558469187,[[-0.13368205]],[[ 0.29165332]],[[ 0.48584845]],[[ 0.04943072]],[[ 0.0037245]],[[ 0.10525767]],[[ 0.42895283]],[[ 0.08435954]],[[-0.46234866]],[[ 3.03658822]],[[-0.42895283]],[[ 50.12892114]],[[ 0.00026661]],[[-0.32083092]],[[-0.08584845]]
-0.1212,0.2743,0.5242,0.463384916404,[[-0.12991917]],[[ 0.28694886]],[[ 0.49707094]],[[ 0.05054643]],[[ 0.00210596]],[[ 0.1087291]],[[ 0.43309558]],[[ 0.08546883]],[[-0.49266942]],[[ 2.95678017]],[[-0.43309558]],50,[[-0.00250358]],[[-0.31497996]],[[-0.09707094]]
-0.1212,0.2743,0.5242,0.463384916404,[[-0.12717417]],[[ 0.28351537]],[[ 0.50525872]],[[ 0.05131046]],[[ 0.00092741]],[[ 0.11115149]],[[ 0.43684137]],[[ 0.08644036]],[[-0.51602385]],[[ 2.89827864]],[[-0.43684137]],50,[[-0.00471799]],[[-0.31069595]],[[-0.10525872]]
-0.1212,0.2743,0.5242,0.463384916404,[[-0.12517207]],[[ 0.28100948]],[[ 0.51123164]],[[ 0.05181817]],[[  6.98095241e-05]],[[ 0.11280909]],[[ 0.44022796]],[[ 0.08728743]],[[-0.53420789]],[[ 2.85539111]],[[-0.44022796]],50,[[-0.0065135]],[[-0.30755805]],[[-0.11123164]]
-0.1212,0.2743,0.5242,0.463384916404,[[-0.12371217]],[[ 0.27918062]],[[ 0.51558804]],[[ 0.0521391]],[[-0.00055369]],[[ 0.11390926]],[[ 0.44328952]],[[ 0.08802207]],[[-0.54851586]],[[ 2.82395068]],[[-0.44328952]],50,[[-0.00798945]],[[-0.30525839]],[[-0.11558804]]
-0.1212,0.2743,0.5242,0.463384916404,[[-0.12264799]],[[ 0.27784587]],[[ 0.51876464]],[[ 0.05232397]],[[-0.00100642]],[[ 0.11460325]],[[ 0.44605697]],[[ 0.08865516]],[[-0.55988597]],[[ 2.80090741]],[[-0.44605697]],50,[[-0.00921843]],[[-0.30357186]],[[-0.11876464]]
-0.1133,0.2706,0.5393,0.459370659125,[[-0.11971866]],[[ 0.27586295]],[[ 0.52519722]],[[ 0.05314307]],[[-0.00167803]],[[ 0.11640293]],[[ 0.44816403]],[[ 0.08906437]],[[-0.58806644]],[[ 2.75955527]],[[-0.44816403]],50,[[-0.01163888]],[[-0.30049535]],[[-0.12519722]]
