x,y,z,yaw,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk,pitch,roll,yaw,thrust,xd,yd,zd
0.1916,0.517,0.113,0.0733038285838,[[ 0.19698082]],[[ 0.5108482]],[[ 0.11249339]],[[ 0.48158916]],[[ 0.27270893]],[[ 0.03620811]],[[ 0.12508497]],[[ 0.06459263]],[[-7.71024187]],[[ 6.92777513]],[[-0.12508497]],[[ 72.45630053]],[[-0.25917475]],[[-0.48228184]],[[ 0.28750661]]
0.1916,0.517,0.113,0.0733038285838,[[ 0.19899551]],[[ 0.51451611]],[[ 0.11289518]],[[ 0.47986381]],[[ 0.27328841]],[[ 0.03623256]],[[ 0.12042827]],[[ 0.06125272]],[[-7.68587301]],[[ 7.0054229]],[[-0.12042827]],[[ 72.4349152]],[[-0.25936686]],[[-0.48688281]],[[ 0.28710482]]
0.1916,0.517,0.113,0.0733038285838,[[ 0.20044447]],[[ 0.5171806]],[[ 0.11318677]],[[ 0.47781007]],[[ 0.27324648]],[[ 0.0361892]],[[ 0.11621404]],[[ 0.05822735]],[[-7.65331642]],[[ 7.06450047]],[[-0.11621404]],[[ 72.42263421]],[[-0.25906087]],[[-0.49045002]],[[ 0.28681323]]
0.1916,0.517,0.113,0.0733038285838,[[ 0.20148081]],[[ 0.51911292]],[[ 0.11339796]],[[ 0.47552634]],[[ 0.27275812]],[[ 0.03609722]],[[ 0.11240008]],[[ 0.05548515]],[[-7.61554138]],[[ 7.1093862]],[[-0.11240008]],[[ 72.41694966]],[[-0.25843496]],[[-0.49323839]],[[ 0.28660204]]
0.1916,0.517,0.113,0.0733038285838,[[ 0.20221622]],[[ 0.52051104]],[[ 0.11355049]],[[ 0.47308393]],[[ 0.27195036]],[[ 0.03597057]],[[ 0.10894819]],[[ 0.05299789]],[[-7.57462845]],[[ 7.14335641]],[[-0.10894819]],[[ 72.41603549]],[[-0.2576139]],[[-0.4954374]],[[ 0.28644951]]
0.2158,0.5443,0.1655,0.10105456369,[[ 0.20937837]],[[ 0.52901691]],[[ 0.12807845]],[[ 0.47455457]],[[ 0.27545039]],[[ 0.04454059]],[[ 0.10862722]],[[ 0.05247216]],[[-7.67117029]],[[ 7.25577946]],[[-0.10862722]],[[ 71.23542627]],[[-0.26549695]],[[-0.50319932]],[[ 0.27192155]]
0.2158,0.5443,0.1655,0.10105456369,[[ 0.21458419]],[[ 0.53521192]],[[ 0.13867797]],[[ 0.47483174]],[[ 0.27752224]],[[ 0.05065534]],[[ 0.10833419]],[[ 0.05196933]],[[-7.73249062]],[[ 7.33428272]],[[-0.10833419]],[[ 70.38136844]],[[-0.27119461]],[[-0.50887293]],[[ 0.26132203]]
0.2158,0.5443,0.1655,0.10105456369,[[ 0.21836251]],[[ 0.53972061]],[[ 0.14641056]],[[ 0.47425018]],[[ 0.27856153]],[[ 0.05498768]],[[ 0.10806646]],[[ 0.05148741]],[[-7.76829166]],[[ 7.3880609]],[[-0.10806646]],[[ 69.765125]],[[-0.27530093]],[[-0.51302039]],[[ 0.25358944]]
0.2158,0.5443,0.1655,0.10105456369,[[ 0.22109925]],[[ 0.54299875]],[[ 0.1520509]],[[ 0.47305288]],[[ 0.27885553]],[[ 0.05802632]],[[ 0.10782164]],[[ 0.05102463]],[[-7.78563191]],[[ 7.42381976]],[[-0.10782164]],[[ 69.32205994]],[[-0.27824894]],[[-0.51605236]],[[ 0.2479491]]
0.2158,0.5443,0.1655,0.10105456369,[[ 0.22307607]],[[ 0.54537896]],[[ 0.15616435]],[[ 0.47141623]],[[ 0.27861284]],[[ 0.06012625]],[[ 0.10759759]],[[ 0.05057938]],[[-7.78964585]],[[ 7.44645023]],[[-0.10759759]],[[ 69.00509162]],[[-0.28035431]],[[-0.51826885]],[[ 0.24383565]]
0.2158,0.5443,0.1655,0.10105456369,[[ 0.2244985]],[[ 0.54710399]],[[ 0.1591635]],[[ 0.46946823]],[[ 0.27798489]],[[ 0.06154529]],[[ 0.10739234]],[[ 0.05015021]],[[-7.78406775]],[[ 7.45951989]],[[-0.10739234]],[[ 68.77992476]],[[-0.28184707]],[[-0.51988901]],[[ 0.2408365]]
0.2215,0.5612,0.1645,0.0853466004225,[[ 0.22708129]],[[ 0.5529903]],[[ 0.16107495]],[[ 0.46822376]],[[ 0.27981541]],[[ 0.06230897]],[[ 0.10562003]],[[ 0.04878401]],[[-7.79227896]],[[ 7.54863133]],[[-0.10562003]],[[ 68.64387679]],[[-0.28411417]],[[-0.52596893]],[[ 0.23892505]]
0.2215,0.5612,0.1645,0.0853466004225,[[ 0.22894623]],[[ 0.5572739]],[[ 0.16246717]],[[ 0.46657066]],[[ 0.28068703]],[[ 0.06276028]],[[ 0.10401474]],[[ 0.04753205]],[[-7.78761058]],[[ 7.61218413]],[[-0.10401474]],[[ 68.55034699]],[[-0.28556908]],[[-0.53049116]],[[ 0.23753283]]
0.2215,0.5612,0.1645,0.0853466004225,[[ 0.23028748]],[[ 0.56038797]],[[ 0.16348048]],[[ 0.46462816]],[[ 0.28086653]],[[ 0.06298564]],[[ 0.10256055]],[[ 0.04638312]],[[-7.773924]],[[ 7.65687891]],[[-0.10256055]],[[ 68.48773713]],[[-0.28645038]],[[-0.53386626]],[[ 0.23651952]]
0.2215,0.5612,0.1645,0.0853466004225,[[ 0.23124674]],[[ 0.56264864]],[[ 0.16421728]],[[ 0.46248281]],[[ 0.28054767]],[[ 0.06304787]],[[ 0.10124309]],[[ 0.04532715]],[[-7.75399193]],[[ 7.6876316]],[[-0.10124309]],[[ 68.44759873]],[[-0.28692961]],[[-0.53639533]],[[ 0.23578272]]
0.2215,0.5612,0.1645,0.0853466004225,[[ 0.23192741]],[[ 0.56428661]],[[ 0.16475232]],[[ 0.46019734]],[[ 0.27987115]],[[ 0.06299257]],[[ 0.10004931]],[[ 0.04435507]],[[-7.72980173]],[[ 7.70805196]],[[-0.10004931]],[[ 68.42377782]],[[-0.28712995]],[[-0.53829927]],[[ 0.23524768]]
0.2254,0.5432,0.2296,0.0853466004225,[[ 0.23347522]],[[ 0.56053063]],[[ 0.1830051]],[[ 0.45843485]],[[ 0.27608858]],[[ 0.07316233]],[[ 0.09896745]],[[ 0.04345872]],[[-7.71187332]],[[ 7.64160555]],[[-0.09896745]],[[ 66.97214162]],[[-0.28771654]],[[-0.53471905]],[[ 0.2169949]]
0.2254,0.5432,0.2296,0.0853466004225,[[ 0.23458571]],[[ 0.55777829]],[[ 0.19632186]],[[ 0.45643833]],[[ 0.27291999]],[[ 0.08039533]],[[ 0.09798685]],[[ 0.04263074]],[[-7.68976607]],[[ 7.59110567]],[[-0.09798685]],[[ 65.92295455]],[[-0.28802795]],[[-0.53215315]],[[ 0.20367814]]
0.2254,0.5432,0.2296,0.0853466004225,[[ 0.23537723]],[[ 0.55575852]],[[ 0.20603635]],[[ 0.45427875]],[[ 0.27020169]],[[ 0.08549571]],[[ 0.09709787]],[[ 0.04186453]],[[-7.66480515]],[[ 7.5521074]],[[-0.09709787]],[[ 65.16691031]],[[-0.28814675]],[[-0.530322]],[[ 0.19396365]]
0.2254,0.5432,0.2296,0.0853466004225,[[ 0.23593615]],[[ 0.55427349]],[[ 0.21312191]],[[ 0.45200755]],[[ 0.26781465]],[[ 0.08904777]],[[ 0.09629179]],[[ 0.04115413]],[[-7.63794882]],[[ 7.52138837]],[[-0.09629179]],[[ 64.62437286]],[[-0.28813273]],[[-0.52902221]],[[ 0.18687809]]
0.2254,0.5432,0.2296,0.0853466004225,[[ 0.2363255]],[[ 0.55317883]],[[ 0.2182889]],[[ 0.44966201]],[[ 0.26567235]],[[ 0.09147609]],[[ 0.09556072]],[[ 0.04049418]],[[-7.6098869]],[[ 7.49661468]],[[-0.09556072]],[[ 64.23732196]],[[-0.28802902]],[[-0.52810589]],[[ 0.1817111]]
0.2254,0.5432,0.2296,0.0853466004225,[[ 0.23659126]],[[ 0.55236915]],[[ 0.22205576]],[[ 0.44726913]],[[ 0.26371183]],[[ 0.09308918]],[[ 0.09489754]],[[ 0.03987984]],[[-7.58111323]],[[ 7.47609806]],[[-0.09489754]],[[ 63.96348548]],[[-0.28786658]],[[-0.52746558]],[[ 0.17794424]]
0.2254,0.5432,0.2296,0.0853466004225,[[ 0.23676702]],[[ 0.55176758]],[[ 0.22480083]],[[ 0.44484842]],[[ 0.26188728]],[[ 0.09411121]],[[ 0.09429578]],[[ 0.03930677]],[[-7.55197887]],[[ 7.45861905]],[[-0.09429578]],[[ 63.77206476]],[[-0.28766745]],[[-0.52702326]],[[ 0.17519917]]
0.2282,0.5338,0.2989,0.107861347773,[[ 0.2376453]],[[ 0.54873951]],[[ 0.24580945]],[[ 0.44284496]],[[ 0.25871845]],[[ 0.10537229]],[[ 0.09601317]],[[ 0.04006213]],[[-7.54763659]],[[ 7.3850334]],[[-0.09601317]],[[ 62.12479573]],[[-0.28915609]],[[-0.52343013]],[[ 0.15419055]]
0.2282,0.5338,0.2989,0.107861347773,[[ 0.23826836]],[[ 0.54651935]],[[ 0.26113621]],[[ 0.4407178]],[[ 0.2560312]],[[ 0.11335075]],[[ 0.09756443]],[[ 0.04071572]],[[-7.53933371]],[[ 7.3259406]],[[-0.09756443]],[[ 60.93559988]],[[-0.29037154]],[[-0.52071065]],[[ 0.13886379]]
0.2282,0.5338,0.2989,0.107861347773,[[ 0.23870532]],[[ 0.54488889]],[[ 0.27231634]],[[ 0.43850702]],[[ 0.25369761]],[[ 0.11894511]],[[ 0.09896541]],[[ 0.04127792]],[[-7.52802176]],[[ 7.27767709]],[[-0.09896541]],[[ 60.08009206]],[[-0.29137448]],[[-0.51863768]],[[ 0.12768366]]
0.2282,0.5338,0.2989,0.107861347773,[[ 0.23900662]],[[ 0.54368891]],[[ 0.28047028]],[[ 0.43624169]],[[ 0.25162466]],[[ 0.12280842]],[[ 0.10023047]],[[ 0.0417581]],[[-7.51440576]],[[ 7.23754802]],[[-0.10023047]],[[ 59.46763946]],[[-0.29221008]],[[-0.51704455]],[[ 0.11952972]]
0.2282,0.5338,0.2989,0.107861347773,[[ 0.23920909]],[[ 0.54280317]],[[ 0.28641573]],[[ 0.43394284]],[[ 0.24974467]],[[ 0.12541531]],[[ 0.10137258]],[[ 0.04216466]],[[-7.49901191]],[[ 7.2035673]],[[-0.10137258]],[[ 59.03220207]],[[-0.29291221]],[[-0.5158088]],[[ 0.11358427]]
0.2282,0.5338,0.2989,0.107861347773,[[ 0.2393396]],[[ 0.54214688]],[[ 0.29074945]],[[ 0.43162566]],[[ 0.24800842]],[[ 0.12711073]],[[ 0.10240349]],[[ 0.04250517]],[[-7.48223622]],[[ 7.17426779]],[[-0.10240349]],[[ 58.72565913]],[[-0.29350653]],[[-0.51484036]],[[ 0.10925055]]
0.2359,0.5689,0.2973,0.0766199541626,[[ 0.24152913]],[[ 0.55128283]],[[ 0.29346822]],[[ 0.43045919]],[[ 0.25165905]],[[ 0.12790475]],[[ 0.10019723]],[[ 0.0410404]],[[-7.48935945]],[[ 7.31695924]],[[-0.10019723]],[[ 58.54763722]],[[-0.29546237]],[[-0.52435777]],[[ 0.10653178]]
0.2359,0.5689,0.2973,0.0766199541626,[[ 0.24310997]],[[ 0.55793989]],[[ 0.29544721]],[[ 0.42897079]],[[ 0.25392162]],[[ 0.12828723]],[[ 0.09819983]],[[ 0.03970532]],[[-7.48439447]],[[ 7.42057987]],[[-0.09819983]],[[ 58.42841614]],[[-0.29664032]],[[-0.53141688]],[[ 0.10455279]]
0.2359,0.5689,0.2973,0.0766199541626,[[ 0.24424672]],[[ 0.56278793]],[[ 0.29688634]],[[ 0.42725419]],[[ 0.25517864]],[[ 0.12837231]],[[ 0.09639139]],[[ 0.03848721]],[[-7.47106662]],[[ 7.49542805]],[[-0.09639139]],[[ 58.35195064]],[[-0.29727686]],[[-0.5366686]],[[ 0.10311366]]
0.2359,0.5689,0.2973,0.0766199541626,[[ 0.24505953]],[[ 0.56631581]],[[ 0.29793152]],[[ 0.42537744]],[[ 0.25570813]],[[ 0.12824291]],[[ 0.09475391]],[[ 0.03737459]],[[-7.45203013]],[[ 7.54905004]],[[-0.09475391]],[[ 58.30654946]],[[-0.29754062]],[[-0.54058982]],[[ 0.10206848]]
0.2359,0.5689,0.2973,0.0766199541626,[[ 0.24563607]],[[ 0.56888032]],[[ 0.29868925]],[[ 0.42338994]],[[ 0.25571215]],[[ 0.12795931]],[[ 0.09327111]],[[ 0.03635712]],[[-7.4291722]],[[ 7.58697934]],[[-0.09327111]],[[ 58.28369402]],[[-0.29755159]],[[-0.54353008]],[[ 0.10131075]]
0.2359,0.5689,0.2973,0.0766199541626,[[ 0.24604034]],[[ 0.57074185]],[[ 0.29923722]],[[ 0.42132751]],[[ 0.25533754]],[[ 0.12756531]],[[ 0.09192826]],[[ 0.03542551]],[[-7.40383069]],[[ 7.61327727]],[[-0.09192826]],[[ 58.27717771]],[[-0.29739489]],[[-0.54574571]],[[ 0.10076278]]
0.2379,0.5783,0.3336,0.104545222194,[[ 0.24686725]],[[ 0.57466713]],[[ 0.30958268]],[[ 0.41951033]],[[ 0.25607373]],[[ 0.13243234]],[[ 0.0935121]],[[ 0.03609424]],[[-7.41037282]],[[ 7.648877]],[[-0.0935121]],[[ 57.50195171]],[[-0.29944872]],[[-0.54910492]],[[ 0.09041732]]
0.2379,0.5783,0.3336,0.104545222194,[[ 0.24745449]],[[ 0.57752174]],[[ 0.31712726]],[[ 0.41758115]],[[ 0.25623087]],[[ 0.13575841]],[[ 0.09494292]],[[ 0.03667392]],[[-7.41080557]],[[ 7.66952034]],[[-0.09494292]],[[ 56.94844099]],[[-0.30108929]],[[-0.55146199]],[[ 0.08287274]]
0.2379,0.5783,0.3336,0.104545222194,[[ 0.24786696]],[[ 0.57959506]],[[ 0.32262777]],[[ 0.41557591]],[[ 0.25597032]],[[ 0.1379659]],[[ 0.09623533]],[[ 0.03717359]],[[-7.40659936]],[[ 7.67951037]],[[-0.09623533]],[[ 56.55641903]],[[-0.30241153]],[[-0.55309649]],[[ 0.07737223]]
0.2379,0.5783,0.3336,0.104545222194,[[ 0.24815201]],[[ 0.58109826]],[[ 0.32663653]],[[ 0.41352068]],[[ 0.25540935]],[[ 0.13936187]],[[ 0.09740254]],[[ 0.03760138]],[[-7.39885635]],[[ 7.68195924]],[[-0.09740254]],[[ 56.28199449]],[[-0.30348679]],[[-0.55421149]],[[ 0.07336347]]
0.2379,0.5783,0.3336,0.104545222194,[[ 0.24834422]],[[ 0.58218547]],[[ 0.32955663]],[[ 0.41143433]],[[ 0.25463318]],[[ 0.14016958]],[[ 0.0984565]],[[ 0.03796462]],[[-7.38840477]],[[ 7.67911418]],[[-0.0984565]],[[ 56.09318058]],[[-0.30436889]],[[-0.55495438]],[[ 0.07044337]]
0.2336,0.5673,0.3826,0.140848070636,[[ 0.24729039]],[[ 0.57995464]],[[ 0.34511068]],[[ 0.40870914]],[[ 0.25211416]],[[ 0.14763217]],[[ 0.10304444]],[[ 0.04021115]],[[-7.38108263]],[[ 7.60177649]],[[-0.10304444]],[[ 54.91996135]],[[-0.30563407]],[[-0.55144151]],[[ 0.05488932]]
0.2336,0.5673,0.3826,0.140848070636,[[ 0.24650582]],[[ 0.57831708]],[[ 0.35645584]],[[ 0.40614908]],[[ 0.24992877]],[[ 0.15281824]],[[ 0.10719229]],[[ 0.04220347]],[[-7.37520577]],[[ 7.53666371]],[[-0.10719229]],[[ 54.07784167]],[[-0.30696347]],[[-0.54862482]],[[ 0.04354416]]
0.2336,0.5673,0.3826,0.140848070636,[[ 0.2459179]],[[ 0.57711258]],[[ 0.36472934]],[[ 0.40371411]],[[ 0.24798904]],[[ 0.15635086]],[[ 0.11094203]],[[ 0.04396705]],[[-7.36989017]],[[ 7.48105362]],[[-0.11094203]],[[ 53.47693765]],[[-0.30830083]],[[-0.54633794]],[[ 0.03527066]]
0.2336,0.5673,0.3826,0.140848070636,[[ 0.24547361]],[[ 0.57622423]],[[ 0.37076115]],[[ 0.40137505]],[[ 0.246231]],[[ 0.15868307]],[[ 0.11433161]],[[ 0.04552481]],[[-7.36453456]],[[ 7.43291391]],[[-0.11433161]],[[ 53.05173948]],[[-0.30960819]],[[-0.54445792]],[[ 0.02923885]]
0.2336,0.5673,0.3826,0.140848070636,[[ 0.2451343]],[[ 0.57556668]],[[ 0.37515699]],[[ 0.39911058]],[[ 0.24460805]],[[ 0.16014432]],[[ 0.11739539]],[[ 0.04689738]],[[-7.35874308]],[[ 7.39071744]],[[-0.11739539]],[[ 52.75450159]],[[-0.31086083]],[[-0.54289351]],[[ 0.02484301]]
0.2336,0.5673,0.3826,0.140848070636,[[ 0.24487171]],[[ 0.57507765]],[[ 0.37835892]],[[ 0.39690517]],[[ 0.24308628]],[[ 0.16097412]],[[ 0.12016442]],[[ 0.04810337]],[[-7.3522676]],[[ 7.35330807]],[[-0.12016442]],[[ 52.55042542]],[[-0.31204362]],[[-0.54157662]],[[ 0.02164108]]
0.2311,0.5824,0.4052,0.123743843966,[[ 0.24398033]],[[ 0.57884863]],[[ 0.38688129]],[[ 0.39439351]],[[ 0.2437788]],[[ 0.16454627]],[[ 0.12095547]],[[ 0.04826534]],[[-7.32968595]],[[ 7.39590484]],[[-0.12095547]],[[ 51.93498319]],[[-0.31204207]],[[-0.5451806]],[[ 0.01311871]]
0.2311,0.5824,0.4052,0.123743843966,[[ 0.24331514]],[[ 0.58159149]],[[ 0.3930945]],[[ 0.39201952]],[[ 0.24393593]],[[ 0.16689896]],[[ 0.12166878]],[[ 0.04838544]],[[-7.3083122]],[[ 7.42314879]],[[-0.12166878]],[[ 51.49963016]],[[-0.3121035]],[[-0.5477612]],[[ 0.0069055]]
0.2311,0.5824,0.4052,0.123743843966,[[ 0.24281515]],[[ 0.58358409]],[[ 0.39762252]],[[ 0.38975026]],[[ 0.24370657]],[[ 0.16836674]],[[ 0.12231178]],[[ 0.04846801]],[[-7.28774943]],[[ 7.43932727]],[[-0.12231178]],[[ 51.19543699]],[[-0.3122025]],[[-0.54959911]],[[ 0.00237748]]
0.2311,0.5824,0.4052,0.123743843966,[[ 0.24243585]],[[ 0.5850292]],[[ 0.40092069]],[[ 0.3875617]],[[ 0.24319896]],[[ 0.16919292]],[[ 0.1228912]],[[ 0.048517]],[[-7.267723]],[[ 7.44755547]],[[-0.1228912]],[[ 50.98674057]],[[-0.3123216]],[[-0.55089883]],[[-0.00092069]]
0.2311,0.5824,0.4052,0.123743843966,[[ 0.24214474]],[[ 0.58607483]],[[ 0.40332135]],[[ 0.38543632]],[[ 0.2424918]],[[ 0.16955444]],[[ 0.12341311]],[[ 0.04853594]],[[-7.24804462]],[[ 7.45009498]],[[-0.12341311]],[[ 50.84754711]],[[-0.31244891]],[[-0.55180927]],[[-0.00332135]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24224682]],[[ 0.59017066]],[[ 0.40495749]],[[ 0.38352844]],[[ 0.24334138]],[[ 0.16952423]],[[ 0.12294086]],[[ 0.04804413]],[[-7.23266832]],[[ 7.50481237]],[[-0.12294086]],[[ 50.76734139]],[[-0.31279186]],[[-0.55600915]],[[-0.00495749]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24230725]],[[ 0.59315075]],[[ 0.40614528]],[[ 0.38161516]],[[ 0.24361847]],[[ 0.16926703]],[[ 0.12251154]],[[ 0.04757848]],[[-7.21503651]],[[ 7.54250864]],[[-0.12251154]],[[ 50.72158373]],[[-0.31297729]],[[-0.55909375]],[[-0.00614528]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.2423374]],[[ 0.59531663]],[[ 0.4070059]],[[ 0.37970226]],[[ 0.24348189]],[[ 0.16884663]],[[ 0.1221211]],[[ 0.04713659]],[[-7.19587579]],[[ 7.56776064]],[[-0.1221211]],[[ 50.70083332]],[[-0.31305274]],[[-0.56136199]],[[-0.0070059]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24234557]],[[ 0.59688835]],[[ 0.40762781]],[[ 0.37779389]],[[ 0.24304717]],[[ 0.16830943]],[[ 0.12176583]],[[ 0.0467163]],[[-7.17570651]],[[ 7.58391057]],[[-0.12176583]],[[ 50.69820962]],[[-0.3130523]],[[-0.56303227]],[[-0.00762781]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.2423378]],[[ 0.59802653]],[[ 0.40807555]],[[ 0.37589302]],[[ 0.24239829]],[[ 0.16768913]],[[ 0.12144241]],[[ 0.04631566]],[[-7.15490028]],[[ 7.5934]],[[-0.12144241]],[[ 50.70869838]],[[-0.31300036]],[[-0.56426422]],[[-0.00807555]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24231852]],[[ 0.59884836]],[[ 0.40839622]],[[ 0.37400175]],[[ 0.24159629]],[[ 0.16701025]],[[ 0.12114781]],[[ 0.04593291]],[[-7.13372148]],[[ 7.59801329]],[[-0.12114781]],[[ 50.72864568]],[[-0.3129143]],[[-0.56517454]],[[-0.00839622]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24229094]],[[ 0.59943938]],[[ 0.40862421]],[[ 0.37212155]],[[ 0.24068557]],[[ 0.16629057]],[[ 0.12087932]],[[ 0.04556648]],[[-7.1123572]],[[ 7.59905523]],[[-0.12087932]],[[ 50.75538918]],[[-0.31280643]],[[-0.56584858]],[[-0.00862421]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24225742]],[[ 0.59986203]],[[ 0.4087846]],[[ 0.37025346]],[[ 0.23969837]],[[ 0.16554303]],[[ 0.12063445]],[[ 0.04521492]],[[-7.0909389]],[[ 7.59748055]],[[-0.12063445]],[[ 50.78698934]],[[-0.31268545]],[[-0.56634877]],[[-0.0087846]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24221966]],[[ 0.60016187]],[[ 0.40889571]],[[ 0.36839817]],[[ 0.23865812]],[[ 0.164777]],[[ 0.12041098]],[[ 0.04487695]],[[-7.06955808]],[[ 7.59398841]],[[-0.12041098]],[[ 50.8220335]],[[-0.31255741]],[[-0.56672083]],[[-0.00889571]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24217892]],[[ 0.60037214]],[[ 0.4089709]],[[ 0.36655613]],[[ 0.23758184]],[[ 0.16399928]],[[ 0.12020688]],[[ 0.0445514]],[[-7.04827753]],[[ 7.5890913]],[[-0.12020688]],[[ 50.85949301]],[[-0.31242651]],[[-0.56699825]],[[-0.0089709]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24213611]],[[ 0.60051711]],[[ 0.40901992]],[[ 0.36472762]],[[ 0.23648186]],[[ 0.16321481]],[[ 0.12002032]],[[ 0.04423722]],[[-7.02713956]],[[ 7.58316532]],[[-0.12002032]],[[ 50.89861918]],[[-0.31229558]],[[-0.56720558]],[[-0.00901992]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24209189]],[[ 0.60061449]],[[ 0.40904988]],[[ 0.3629128]],[[ 0.23536714]],[[ 0.16242715]],[[ 0.11984965]],[[ 0.04393345]],[[-7.00617184]],[[ 7.57648689]],[[-0.11984965]],[[ 50.93886736]],[[-0.3121665]],[[-0.56736084]],[[-0.00904988]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24204674]],[[ 0.60067721]],[[ 0.40906598]],[[ 0.36111175]],[[ 0.23424416]],[[ 0.16163885]],[[ 0.11969336]],[[ 0.04363923]],[[-6.98539167]],[[ 7.56925949]],[[-0.11969336]],[[ 50.97984162]],[[-0.31204049]],[[-0.56747728]],[[-0.00906598]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24200101]],[[ 0.60071469]],[[ 0.40907201]],[[ 0.35932446]],[[ 0.23311761]],[[ 0.16085179]],[[ 0.11955011]],[[ 0.04335379]],[[-6.96480905]],[[ 7.56163323]],[[-0.11955011]],[[ 51.02125447]],[[-0.31191827]],[[-0.56756464]],[[-0.00907201]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24195497]],[[ 0.60073382]],[[ 0.40907074]],[[ 0.35755088]],[[ 0.23199086]],[[ 0.16006727]],[[ 0.11941866]],[[ 0.04307643]],[[-6.94442887]],[[ 7.55371911]],[[-0.11941866]],[[ 51.06289739]],[[-0.31180022]],[[-0.56763011]],[[-0.00907074]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.24190878]],[[ 0.60073961]],[[ 0.40906418]],[[ 0.35579096]],[[ 0.23086634]],[[ 0.15928625]],[[ 0.11929791]],[[ 0.0428065]],[[-6.9242525]],[[ 7.54559942]],[[-0.11929791]],[[ 51.10461946]],[[-0.31168651]],[[-0.56767901]],[[-0.00906418]]
0.2323,0.5946,0.4048,0.114319066006,[[ 0.2418626]],[[ 0.60073574]],[[ 0.40905381]],[[ 0.35404457]],[[ 0.22974579]],[[ 0.1585094]],[[ 0.11918685]],[[ 0.04254344]],[[-6.90427893]],[[ 7.53733541]],[[-0.11918685]],[[ 51.14631172]],[[-0.31157714]],[[-0.56771528]],[[-0.00905381]]
0.2225,0.5982,0.4159,0.185528499487,[[ 0.23913407]],[[ 0.60171027]],[[ 0.41207896]],[[ 0.35101551]],[[ 0.22910657]],[[ 0.15920521]],[[ 0.12618385]],[[ 0.04574035]],[[-6.90015198]],[[ 7.49941437]],[[-0.12618385]],[[ 50.95817608]],[[-0.31295759]],[[-0.56683145]],[[-0.01207896]]
0.2225,0.5982,0.4159,0.185528499487,[[ 0.23713059]],[[ 0.60241346]],[[ 0.4142811]],[[ 0.3483589]],[[ 0.22834149]],[[ 0.15949917]],[[ 0.1325112]],[[ 0.04858742]],[[-6.90119096]],[[ 7.46114854]],[[-0.1325112]],[[ 50.83248911]],[[-0.31464484]],[[-0.56580166]],[[-0.0142811]]
0.2225,0.5982,0.4159,0.185528499487,[[ 0.23565637]],[[ 0.6029187]],[[ 0.41588264]],[[ 0.34597678]],[[ 0.22748711]],[[ 0.15950231]],[[ 0.13823272]],[[ 0.0511193]],[[-6.90509015]],[[ 7.42339698]],[[-0.13823272]],[[ 50.75224574]],[[-0.31648638]],[[-0.56469572]],[[-0.01588264]]
0.2225,0.5982,0.4159,0.185528499487,[[ 0.2345685]],[[ 0.60327951]],[[ 0.41704587]],[[ 0.3437978]],[[ 0.22657]],[[ 0.15929542]],[[ 0.14340612]],[[ 0.05336723]],[[-6.91027363]],[[ 7.38673795]],[[-0.14340612]],[[ 50.70504899]],[[-0.3183784]],[[-0.56356344]],[[-0.01704587]]
0.2225,0.5982,0.4159,0.185528499487,[[ 0.2337627]],[[ 0.60353499]],[[ 0.41788927]],[[ 0.34177]],[[ 0.22560946]],[[ 0.15893726]],[[ 0.14808363]],[[ 0.05535937]],[[-6.91568339]],[[ 7.35154168]],[[-0.14808363]],[[ 50.68186149]],[[-0.32025169]],[[-0.56243963]],[[-0.01788927]]
0.2152,0.6006,0.4159,0.191811684794,[[ 0.23116507]],[[ 0.60437045]],[[ 0.41849928]],[[ 0.33890358]],[[ 0.2249325]],[[ 0.15847058]],[[ 0.15293847]],[[ 0.05742118]],[[-6.89753095]],[[ 7.32777124]],[[-0.15293847]],[[ 50.67609517]],[[-0.32053842]],[[-0.56209968]],[[-0.01849928]]
0.2152,0.6006,0.4159,0.191811684794,[[ 0.22925769]],[[ 0.60497241]],[[ 0.41893901]],[[ 0.33638659]],[[ 0.22414963]],[[ 0.15792645]],[[ 0.15732769]],[[ 0.05924462]],[[-6.88564692]],[[ 7.30257137]],[[-0.15732769]],[[ 50.68294768]],[[-0.321213]],[[-0.56158073]],[[-0.01893901]]
