x,y,z,yaw,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk
0.0199,0.0047,0.083,0.0720820981074,[[ 0.02193328]],[[ 0.00062523]],[[ 0.06564758]],[[ 0.01503279]],[[ 0.04829068]],[[ 0.14082413]],[[ 0.0537625]],[[ 0.37589126]]
0.0199,0.0047,0.083,0.0720820981074,[[ 0.02178926]],[[ 0.00159232]],[[ 0.06960178]],[[ 0.01300829]],[[ 0.05162082]],[[ 0.16146868]],[[ 0.05948417]],[[ 0.38939097]]
0.0199,0.0047,0.083,0.0720820981074,[[ 0.02164716]],[[ 0.00245783]],[[ 0.0730982]],[[ 0.0111358]],[[ 0.05402384]],[[ 0.17672908]],[[ 0.06455129]],[[ 0.39746202]]
0.0199,0.0047,0.083,0.0720820981074,[[ 0.02150802]],[[ 0.00322746]],[[ 0.0761646]],[[ 0.0094121]],[[ 0.05560232]],[[ 0.18726566]],[[ 0.06900522]],[[ 0.40076025]]
0.0199,0.0047,0.083,0.0720820981074,[[ 0.02137272]],[[ 0.00390701]],[[ 0.07882989]],[[ 0.00783308]],[[ 0.05645254]],[[ 0.19369488]],[[ 0.07288738]],[[ 0.39989684]]
0.0199,0.0047,0.083,0.0720820981074,[[ 0.02124199]],[[ 0.00450233]],[[ 0.08112354]],[[ 0.00639387]],[[ 0.05666453]],[[ 0.19658833]],[[ 0.0762388]],[[ 0.395439]]
0.0199,0.0047,0.083,0.0720820981074,[[ 0.02111642]],[[ 0.00501924]],[[ 0.08307514]],[[ 0.005089]],[[ 0.05632207]],[[ 0.19647246]],[[ 0.07909986]],[[ 0.38791091]]
0.0152,0.0201,0.1223,0.105243353895,[[ 0.0203629]],[[ 0.00753945]],[[ 0.09099213]],[[-0.00045075]],[[ 0.06979944]],[[ 0.2447596]],[[ 0.08598025]],[[ 0.40858006]]
0.0152,0.0201,0.1223,0.105243353895,[[ 0.01966298]],[[ 0.00983666]],[[ 0.09805039]],[[-0.00524068]],[[ 0.08081464]],[[ 0.28216386]],[[ 0.09211213]],[[ 0.42267325]]
0.0152,0.0201,0.1223,0.105243353895,[[ 0.01901593]],[[ 0.01191958]],[[ 0.10429548]],[[-0.00933713]],[[ 0.08959642]],[[ 0.30993723]],[[ 0.09753939]],[[ 0.43094353]]
0.0152,0.0201,0.1223,0.105243353895,[[ 0.01842063]],[[ 0.01379774]],[[ 0.10977628]],[[-0.01279527]],[[ 0.09636345]],[[ 0.32925711]],[[ 0.10230653]],[[ 0.43409695]]
0.0152,0.0201,0.1223,0.105243353895,[[ 0.01787564]],[[ 0.01548127]],[[ 0.11454379]],[[-0.01566882]],[[ 0.10132382]],[[ 0.34122285]],[[ 0.10645815]],[[ 0.43279229]]
0.0152,0.0201,0.1223,0.105243353895,[[ 0.01737925]],[[ 0.01698074]],[[ 0.11865011]],[[-0.01800969]],[[ 0.10467441]],[[ 0.34685383]],[[ 0.1100386]],[[ 0.42764141]]
0.0152,0.0201,0.1223,0.105243353895,[[ 0.01692953]],[[ 0.018307]],[[ 0.12214762]],[[-0.01986779]],[[ 0.10660071]],[[ 0.34708892]],[[ 0.11309153]],[[ 0.41920981]]
0.0087,0.033,0.1579,0.165108147239,[[ 0.01564766]],[[ 0.02121101]],[[ 0.13077675]],[[-0.02733301]],[[ 0.11926791]],[[ 0.38893576]],[[ 0.12373417]],[[ 0.46366591]]
0.0087,0.033,0.1579,0.165108147239,[[ 0.01447403]],[[ 0.02383302]],[[ 0.13837869]],[[-0.03353795]],[[ 0.12911901]],[[ 0.41905435]],[[ 0.1333263]],[[ 0.49781959]]
0.0087,0.033,0.1579,0.165108147239,[[ 0.01340499]],[[ 0.02618664]],[[ 0.14501899]],[[-0.03859461]],[[ 0.13644163]],[[ 0.43892803]],[[ 0.14192026]],[[ 0.52274062]]
0.0087,0.033,0.1579,0.165108147239,[[ 0.01243637]],[[ 0.02828615]],[[ 0.1507652]],[[-0.04261061]],[[ 0.14150827]],[[ 0.4499361]],[[ 0.14957065]],[[ 0.53944096]]
0.0087,0.033,0.1579,0.165108147239,[[ 0.01156367]],[[ 0.03014628]],[[ 0.15568569]],[[-0.04568883]],[[ 0.1445758]],[[ 0.4533525]],[[ 0.1563335]],[[ 0.54887302]]
-0.0027,0.0509,0.215,0.165108147239,[[ 0.00924397]],[[ 0.03419707]],[[ 0.16897299]],[[-0.05852847]],[[ 0.16253126]],[[ 0.52436625]],[[ 0.16226557]],[[ 0.55192876]]
-0.0027,0.0509,0.215,0.165108147239,[[ 0.0071261]],[[ 0.03785674]],[[ 0.1807337]],[[-0.06909196]],[[ 0.17655333]],[[ 0.57723464]],[[ 0.1674237]],[[ 0.54943944]]
-0.0027,0.0509,0.215,0.165108147239,[[ 0.00520257]],[[ 0.04114399]],[[ 0.1910593]],[[-0.0775879]],[[ 0.18704188]],[[ 0.61417191]],[[ 0.1718643]],[[ 0.542176]]
-0.0027,0.0509,0.215,0.165108147239,[[ 0.00346505]],[[ 0.04407844]],[[ 0.20004525]],[[-0.08421607]],[[ 0.19437587]],[[ 0.63724502]],[[ 0.17564283]],[[ 0.53084995]]
-0.0027,0.0509,0.215,0.165108147239,[[ 0.00190463]],[[ 0.0466804]],[[ 0.20778913]],[[-0.08916671]],[[ 0.19891255]],[[ 0.64837037]],[[ 0.17881349]],[[ 0.51611473]]
-0.0027,0.0509,0.215,0.165108147239,[[ 0.00051193]],[[ 0.04897051]],[[ 0.21438903]],[[-0.09262007]],[[ 0.20098707]],[[ 0.64931301]],[[ 0.18142877]],[[ 0.49856739]]
-0.0027,0.0509,0.215,0.165108147239,[[-0.00072271]],[[ 0.05096953]],[[ 0.21994221]],[[-0.09474601]],[[ 0.20091231]],[[ 0.64168791]],[[ 0.18353931]],[[ 0.47875063]]
-0.0027,0.0509,0.215,0.165108147239,[[-0.00180914]],[[ 0.05269815]],[[ 0.22454394]],[[-0.09570384]],[[ 0.19897896]],[[ 0.62696306]],[[ 0.18519357]],[[ 0.45715508]]
-0.0027,0.0509,0.215,0.165108147239,[[-0.00275725]],[[ 0.05417677]],[[ 0.22828661]],[[-0.09564229]],[[ 0.1954558]],[[ 0.60646387]],[[ 0.18643775]],[[ 0.43422169]]
-0.0291,0.0955,0.2905,0.206472450511,[[-0.0071395]],[[ 0.06144404]],[[ 0.24332365]],[[-0.11925408]],[[ 0.23207255]],[[ 0.67924966]],[[ 0.19289763]],[[ 0.44881725]]
-0.0291,0.0955,0.2905,0.206472450511,[[-0.01113464]],[[ 0.06804739]],[[ 0.25656936]],[[-0.13857034]],[[ 0.26158945]],[[ 0.73159933]],[[ 0.19861203]],[[ 0.45726872]]
-0.0291,0.0955,0.2905,0.206472450511,[[-0.01475776]],[[ 0.07401498]],[[ 0.26813829]],[[-0.15399102]],[[ 0.28469001]],[[ 0.76609993]],[[ 0.2036284]],[[ 0.46032663]]
-0.0291,0.0955,0.2905,0.206472450511,[[-0.01802534]],[[ 0.07937709]],[[ 0.27814842]],[[-0.16589841]],[[ 0.30202524]],[[ 0.78515647]],[[ 0.20799426]],[[ 0.4586904]]
-0.0291,0.0955,0.2905,0.206472450511,[[-0.02095497]],[[ 0.08416554]],[[ 0.28671907]],[[-0.17465587]],[[ 0.31421193]],[[ 0.79098985]],[[ 0.21175679]],[[ 0.45300873]]
-0.0291,0.0955,0.2905,0.206472450511,[[-0.023565]],[[ 0.08841322]],[[ 0.29396917]],[[-0.18060703]],[[ 0.32183155]],[[ 0.78563746]],[[ 0.21496242]],[[ 0.44388042]]
-0.0353,0.1009,0.2902,0.191637151869,[[-0.02671098]],[[ 0.09288232]],[[ 0.29996782]],[[-0.18984181]],[[ 0.33045204]],[[ 0.77056725]],[[ 0.21565445]],[[ 0.41805738]]
-0.0353,0.1009,0.2902,0.191637151869,[[-0.0295123]],[[ 0.09682288]],[[ 0.30488129]],[[-0.19606464]],[[ 0.33483569]],[[ 0.74791633]],[[ 0.21602971]],[[ 0.39183093]]
-0.0353,0.1009,0.2902,0.191637151869,[[-0.03198941]],[[ 0.10026958]],[[ 0.30881928]],[[-0.19962412]],[[ 0.3355135]],[[ 0.7191897]],[[ 0.21612746]],[[ 0.36549944]]
-0.0353,0.1009,0.2902,0.191637151869,[[-0.03416302]],[[ 0.10325702]],[[ 0.31188664]],[[-0.20084658]],[[ 0.33297928]],[[ 0.68573061]],[[ 0.21598424]],[[ 0.33932199]]
-0.0353,0.1009,0.2902,0.191637151869,[[-0.03605388]],[[ 0.10581937]],[[ 0.31418272]],[[-0.20003602]],[[ 0.32769009]],[[ 0.64872902]],[[ 0.2156339]],[[ 0.31352127]]
-0.0353,0.1009,0.2902,0.191637151869,[[-0.03768256]],[[ 0.10799019]],[[ 0.315801]],[[-0.19747436]],[[ 0.3200669]],[[ 0.60923067]],[[ 0.21510765]],[[ 0.28828639]]
-0.0353,0.1009,0.2902,0.191637151869,[[-0.03906928]],[[ 0.1098021]],[[ 0.31682882]],[[-0.19342173]],[[ 0.3104956]],[[ 0.56814654]],[[ 0.21443412]],[[ 0.2637757]]
-0.0652,0.1464,0.3527,0.185703032412,[[-0.04426882]],[[ 0.11742693]],[[ 0.3273345]],[[-0.21592635]],[[ 0.34164664]],[[ 0.60728157]],[[ 0.21283865]],[[ 0.23460024]]
-0.0652,0.1464,0.3527,0.185703032412,[[-0.04896135]],[[ 0.12429226]],[[ 0.33649023]],[[-0.23338568]],[[ 0.36541625]],[[ 0.63229075]],[[ 0.21120611]],[[ 0.20718006]]
-0.0652,0.1464,0.3527,0.185703032412,[[-0.05317166]],[[ 0.13043674]],[[ 0.34439302]],[[-0.24631821]],[[ 0.38257949]],[[ 0.64510713]],[[ 0.20955668]],[[ 0.18153331]]
-0.0652,0.1464,0.3527,0.185703032412,[[-0.05692566]],[[ 0.13590048]],[[ 0.35114066]],[[-0.25521454]],[[ 0.39386826]],[[ 0.64751295]],[[ 0.20790799]],[[ 0.1576592]]
-0.0652,0.1464,0.3527,0.185703032412,[[-0.06025001]],[[ 0.14072455]],[[ 0.35683026]],[[-0.26053661]],[[ 0.39997034]],[[ 0.64114059]],[[ 0.20627526]],[[ 0.13554054]]
-0.0943,0.1748,0.3868,0.188495559215,[[-0.06709883]],[[ 0.14878297]],[[ 0.36700622]],[[-0.28978252]],[[ 0.42794309]],[[ 0.67167935]],[[ 0.20504839]],[[ 0.11774343]]
-0.0943,0.1748,0.3868,0.188495559215,[[-0.07327639]],[[ 0.15599589]],[[ 0.37581267]],[[-0.31238649]],[[ 0.44816073]],[[ 0.68863112]],[[ 0.20383312]],[[ 0.10125292]]
-0.0943,0.1748,0.3868,0.188495559215,[[-0.07881582]],[[ 0.16241031]],[[ 0.38335431]],[[-0.32903464]],[[ 0.46148176]],[[ 0.69394728]],[[ 0.20263921]],[[ 0.08604608]]
-0.0943,0.1748,0.3868,0.188495559215,[[-0.08375172]],[[ 0.16807435]],[[ 0.38973549]],[[-0.34037585]],[[ 0.46871299]],[[ 0.68941827]],[[ 0.20147487]],[[ 0.0720911]]
-0.0943,0.1748,0.3868,0.188495559215,[[-0.08811963]],[[ 0.17303658]],[[ 0.39505892]],[[-0.3470208]],[[ 0.47060897]],[[ 0.67667602]],[[ 0.20034694]],[[ 0.05934883]]
-0.1273,0.199,0.4066,0.201236462755,[[-0.09640892]],[[ 0.18061134]],[[ 0.4025886]],[[-0.38023403]],[[ 0.49037995]],[[ 0.68286499]],[[ 0.20098038]],[[ 0.05962417]]
-0.1273,0.199,0.4066,0.201236462755,[[-0.10386688]],[[ 0.18733492]],[[ 0.40896706]],[[-0.40542867]],[[ 0.50292192]],[[ 0.67921297]],[[ 0.20153071]],[[ 0.0593078]]
-0.1273,0.199,0.4066,0.201236462755,[[-0.11053634]],[[ 0.19325965]],[[ 0.41429558]],[[-0.42345251]],[[ 0.50909379]],[[ 0.66733987]],[[ 0.20200405]],[[ 0.05848251]]
-0.1273,0.199,0.4066,0.201236462755,[[-0.11646167]],[[ 0.19843822]],[[ 0.41867286]],[[-0.43510559]],[[ 0.5096978]],[[ 0.64871328]],[[ 0.20240636]],[[ 0.05722466]]
-0.1273,0.199,0.4066,0.201236462755,[[-0.12168818]],[[ 0.20292318]],[[ 0.42219417]],[[-0.44113927]],[[ 0.5054797]],[[ 0.62465387]],[[ 0.20274351]],[[ 0.05560433]]
-0.1273,0.199,0.4066,0.201236462755,[[-0.12626157]],[[ 0.2067664]],[[ 0.42495063]],[[-0.44225576]],[[ 0.49712948]],[[ 0.59634166]],[[ 0.20302114]],[[ 0.05368549]]
-0.1273,0.199,0.4066,0.201236462755,[[-0.13022744]],[[ 0.21001874]],[[ 0.42702874]],[[-0.43910825]],[[ 0.48528241]],[[ 0.56482324]],[[ 0.2032447]],[[ 0.05152628]]
-0.1273,0.199,0.4066,0.201236462755,[[-0.13363089]],[[ 0.2127297]],[[ 0.42850995]],[[-0.43230144]],[[ 0.47052059]],[[ 0.53101954]],[[ 0.20341942]],[[ 0.04917923]]
-0.1273,0.199,0.4066,0.201236462755,[[-0.13651616]],[[ 0.21494711]],[[ 0.42947045]],[[-0.42239245]],[[ 0.45337466]],[[ 0.49573394]],[[ 0.20355025]],[[ 0.0466915]]
-0.1474,0.2411,0.4058,0.26720990848,[[-0.14163884]],[[ 0.22239836]],[[ 0.42985316]],[[-0.42858671]],[[ 0.47348219]],[[ 0.45862359]],[[ 0.21254503]],[[ 0.1054658]]
-0.1474,0.2411,0.4058,0.26720990848,[[-0.1461238]],[[ 0.22901801]],[[ 0.42986291]],[[-0.42995885]],[[ 0.48647244]],[[ 0.42149821]],[[ 0.22083438]],[[ 0.1553276]]
-0.1474,0.2411,0.4058,0.26720990848,[[-0.15001538]],[[ 0.2348567]],[[ 0.42955917]],[[-0.42714686]],[[ 0.49318508]],[[ 0.38484144]],[[ 0.22843642]],[[ 0.19701589]]
-0.1474,0.2411,0.4058,0.26720990848,[[-0.15335747]],[[ 0.23996553]],[[ 0.42899598]],[[-0.42074153]],[[ 0.49440483]],[[ 0.3490536]],[[ 0.23537319]],[[ 0.23124594]]
-0.1474,0.2411,0.4058,0.26720990848,[[-0.15619313]],[[ 0.24439548]],[[ 0.42822209]],[[-0.41128737]],[[ 0.49086162]],[[ 0.31445974]],[[ 0.24166995]],[[ 0.25870587]]
-0.1815,0.2682,0.4044,0.290073721681,[[-0.16316614]],[[ 0.2518541]],[[ 0.4270575]],[[-0.43099949]],[[ 0.50843633]],[[ 0.27950269]],[[ 0.25043997]],[[ 0.3013191]]
-0.1815,0.2682,0.4044,0.290073721681,[[-0.16936865]],[[ 0.25845821]],[[ 0.42578529]],[[-0.44404282]],[[ 0.51891047]],[[ 0.24650846]],[[ 0.25839511]],[[ 0.33537917]]
-0.1815,0.2682,0.4044,0.290073721681,[[-0.17484697]],[[ 0.2642617]],[[ 0.42443916]],[[-0.45119599]],[[ 0.52314484]],[[ 0.21559111]],[[ 0.26557134]],[[ 0.36172354]]
-0.1815,0.2682,0.4044,0.290073721681,[[-0.17964787]],[[ 0.26931863]],[[ 0.42304837]],[[-0.45318736]],[[ 0.52194211]],[[ 0.18681953]],[[ 0.27200702]],[[ 0.38114841]]
-0.1815,0.2682,0.4044,0.290073721681,[[-0.18381811]],[[ 0.27368273]],[[ 0.42163808]],[[-0.45069499]],[[ 0.51604721]],[[ 0.16022381]],[[ 0.27774225]],[[ 0.3944069]]
-0.1815,0.2682,0.4044,0.290073721681,[[-0.18740402]],[[ 0.27740691]],[[ 0.42022969]],[[-0.44434713]],[[ 0.50614817]],[[ 0.13580102]],[[ 0.2828182]],[[ 0.40220787]]
-0.2121,0.2816,0.3926,0.261275789024,[[-0.19458057]],[[ 0.2823512]],[[ 0.41695556]],[[-0.4631836]],[[ 0.5053405]],[[ 0.09822412]],[[ 0.28339035]],[[ 0.37843083]]
-0.2121,0.2816,0.3926,0.261275789024,[[-0.20095158]],[[ 0.28662127]],[[ 0.4138889]],[[-0.4751701]],[[ 0.49994175]],[[ 0.06537861]],[[ 0.2836796]],[[ 0.35434279]]
-0.2121,0.2816,0.3926,0.261275789024,[[-0.20656652]],[[ 0.2902684]],[[ 0.41103631]],[[-0.48111956]],[[ 0.4906217]],[[ 0.0369342]],[[ 0.28372145]],[[ 0.33020977]]
-0.2121,0.2816,0.3926,0.261275789024,[[-0.21147519]],[[ 0.29334272]],[[ 0.40840057]],[[-0.48179134]],[[ 0.47799622]],[[ 0.01255634]],[[ 0.28354889]],[[ 0.30626227]]
-0.2121,0.2816,0.3926,0.261275789024,[[-0.21572724]],[[ 0.29589294]],[[ 0.40598118]],[[-0.47789142]],[[ 0.46262879]],[[-0.00808878]],[[ 0.28319245]],[[ 0.28269801]]
-0.2594,0.3197,0.3618,0.240506370925,[[-0.22575488]],[[ 0.30310768]],[[ 0.39885321]],[[-0.51406583]],[[ 0.48046845]],[[-0.0652562]],[[ 0.27987744]],[[ 0.2403672]]
-0.2594,0.3197,0.3618,0.240506370925,[[-0.23474222]],[[ 0.3095031]],[[ 0.39238393]],[[-0.54057727]],[[ 0.4914319]],[[-0.11244254]],[[ 0.27664361]],[[ 0.20151332]]
-0.2594,0.3197,0.3618,0.240506370925,[[-0.24274605]],[[ 0.31513031]],[[ 0.38655197]],[[-0.55848319]],[[ 0.49634513]],[[-0.15063104]],[[ 0.27351008]],[[ 0.16602853]]
-0.2594,0.3197,0.3618,0.240506370925,[[-0.24982466]],[[ 0.32004062]],[[ 0.38133108]],[[-0.56877836]],[[ 0.4959789]],[[-0.1807645]],[[ 0.27049246]],[[ 0.13378823]]
-0.2594,0.3197,0.3618,0.240506370925,[[-0.25603707]],[[ 0.32428512]],[[ 0.37669128]],[[-0.5723941]],[[ 0.49104909]],[[-0.20373947]],[[ 0.26760317]],[[ 0.10465441]]
-0.2812,0.3385,0.3633,0.263370184126,[[-0.26438431]],[[ 0.33045124]],[[ 0.37283957]],[[-0.59047392]],[[ 0.49970292]],[[-0.21845757]],[[ 0.26793724]],[[ 0.09974403]]
