x,y,z,yaw,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk
-0.2812,0.3385,0.3633,0.263370184126,[[-0.27176148]],[[ 0.3358601]],[[ 0.36947969]],[[-0.60062199]],[[ 0.50254128]],[[-0.22799189]],[[ 0.26818375]],[[ 0.0945686]]
-0.2812,0.3385,0.3633,0.263370184126,[[-0.27823089]],[[ 0.34056359]],[[ 0.3665766]],[[-0.60381431]],[[ 0.50032256]],[[-0.23304718]],[[ 0.26835222]],[[ 0.08921203]]
-0.2812,0.3385,0.3633,0.263370184126,[[-0.28385486]],[[ 0.34461315]],[[ 0.36409494]],[[-0.60095986]],[[ 0.49374986]],[[-0.23427365]],[[ 0.26845163]],[[ 0.08374859]]
-0.2812,0.3385,0.3633,0.263370184126,[[-0.28869519]],[[ 0.34805936]],[[ 0.36199954]],[[-0.59290121]],[[ 0.48347187]],[[-0.23226723]],[[ 0.26849035]],[[ 0.07824351]]
-0.2812,0.3385,0.3633,0.263370184126,[[-0.29281261]],[[ 0.3509516]],[[ 0.36025583]],[[-0.58041562]],[[ 0.47008421]],[[-0.22757054]],[[ 0.26847623]],[[ 0.07275361]]
-0.2812,0.3385,0.3633,0.263370184126,[[-0.29626637]],[[ 0.35333772]],[[ 0.35883022]],[[-0.56421662]],[[ 0.45413106]],[[-0.22067436]],[[ 0.26841652]],[[ 0.06732791]]
-0.2812,0.3385,0.3633,0.263370184126,[[-0.29911392]],[[ 0.35526383]],[[ 0.35769037]],[[-0.54495602]],[[ 0.43610701]],[[-0.21201956]],[[ 0.26831794]],[[ 0.0620082]]
-0.3114,0.3584,0.3328,0.260577657323,[[-0.30548607]],[[ 0.3594596]],[[ 0.35193157]],[[-0.55131453]],[[ 0.43496775]],[[-0.24153664]],[[ 0.26780979]],[[ 0.05423238]]
-0.3114,0.3584,0.3328,0.260577657323,[[-0.3110533]],[[ 0.36307929]],[[ 0.34684501]],[[-0.55168729]],[[ 0.42993669]],[[-0.26320594]],[[ 0.26730295]],[[ 0.04700151]]
-0.3114,0.3584,0.3328,0.260577657323,[[-0.31587246]],[[ 0.36616699]],[[ 0.34238919]],[[-0.54687862]],[[ 0.42158582]],[[-0.27800059]],[[ 0.26680196]],[[ 0.04030929]]
-0.3114,0.3584,0.3328,0.260577657323,[[-0.31999967]],[[ 0.36876576]],[[ 0.3385211]],[[-0.53763246]],[[ 0.4104408]],[[-0.28682738]],[[ 0.26631068]],[[ 0.03414528]]
-0.3114,0.3584,0.3328,0.260577657323,[[-0.32348994]],[[ 0.37091742]],[[ 0.33519695]],[[-0.52463366]],[[ 0.39698238]],[[-0.29052551]],[[ 0.26583239]],[[ 0.02849553]]
-0.3474,0.3782,0.2883,0.228289066161,[[-0.33125494]],[[ 0.3753343]],[[ 0.32526196]],[[-0.54199243]],[[ 0.40006351]],[[-0.34755216]],[[ 0.26101241]],[[-0.00668782]]
-0.3474,0.3782,0.2883,0.228289066161,[[-0.33812222]],[[ 0.37918177]],[[ 0.31643541]],[[-0.55196766]],[[ 0.39900793]],[[-0.39096079]],[[ 0.25653854]],[[-0.03706097]]
-0.3474,0.3782,0.2883,0.228289066161,[[-0.34414906]],[[ 0.3825009]],[[ 0.30865459]],[[-0.555463]],[[ 0.39438371]],[[-0.42236482]],[[ 0.25240568]],[[-0.06299056]]
-0.3474,0.3782,0.2883,0.228289066161,[[-0.3493928]],[[ 0.38533211]],[[ 0.30185327]],[[-0.55332039]],[[ 0.38671544]],[[-0.44327544]],[[ 0.24860624]],[[-0.08483509]]
-0.3474,0.3782,0.2883,0.228289066161,[[-0.35391037]],[[ 0.38771491]],[[ 0.29596309]],[[-0.54632059]],[[ 0.37648523]],[[-0.45509841]],[[ 0.24513057]],[[-0.10294267]]
-0.3474,0.3782,0.2883,0.228289066161,[[-0.35775774]],[[ 0.38968766]],[[ 0.2909148]],[[-0.5351842]],[[ 0.36413398]],[[-0.45913265]],[[ 0.2419673]],[[-0.11764917]]
-0.3474,0.3782,0.2883,0.228289066161,[[-0.36098958]],[[ 0.39128734]],[[ 0.28663931]],[[-0.52057302]],[[ 0.35006279]],[[-0.45657046]],[[ 0.2391037]],[[-0.1292768]]
-0.3865,0.4038,0.2452,0.292168116784,[[-0.36893543]],[[ 0.39600414]],[[ 0.27618132]],[[-0.53945802]],[[ 0.3584447]],[[-0.5043699]],[[ 0.24514644]],[[-0.07872024]]
-0.3865,0.4038,0.2452,0.292168116784,[[-0.37597235]],[[ 0.40015692]],[[ 0.26699287]],[[-0.55077709]],[[ 0.36236165]],[[-0.53799297]],[[ 0.25081105]],[[-0.03425413]]
-0.3865,0.4038,0.2452,0.292168116784,[[-0.38215755]],[[ 0.40378316]],[[ 0.2589902]],[[-0.55544599]],[[ 0.36237976]],[[-0.55926914]],[[ 0.25609587]],[[ 0.00452987]]
-0.3865,0.4038,0.2452,0.292168116784,[[-0.38754845]],[[ 0.4069202]],[[ 0.25208758]],[[-0.55431872]],[[ 0.35902499]],[[-0.56989562]],[[ 0.26100301]],[[ 0.03803784]]
-0.3865,0.4038,0.2452,0.292168116784,[[-0.3922021]],[[ 0.40960488]],[[ 0.24619868]],[[-0.54818797]],[[ 0.35278373]],[[-0.57143643]],[[ 0.26553779]],[[ 0.06667012]]
-0.3865,0.4038,0.2452,0.292168116784,[[-0.3961747]],[[ 0.41187326]],[[ 0.24123787]],[[-0.53778597]],[[ 0.34410356]],[[-0.56532347]],[[ 0.26970828]],[[ 0.09081839]]
-0.4146,0.4226,0.2161,0.291295452158,[[-0.40331331]],[[ 0.4162975]],[[ 0.23247105]],[[-0.54992114]],[[ 0.35087985]],[[-0.59058149]],[[ 0.2734071]],[[ 0.11005151]]
-0.4146,0.4226,0.2161,0.291295452158,[[-0.40959354]],[[ 0.42018331]],[[ 0.22489292]],[[-0.55530396]],[[ 0.35347821]],[[-0.60414763]],[[ 0.27677313]],[[ 0.12566556]]
-0.4146,0.4226,0.2161,0.291295452158,[[-0.41507282]],[[ 0.42356721]],[[ 0.21841177]],[[-0.5547956]],[[ 0.35243829]],[[-0.60771434]],[[ 0.27981999]],[[ 0.1380037]]
-0.4146,0.4226,0.2161,0.291295452158,[[-0.41980827]],[[ 0.42648545]],[[ 0.21293633]],[[-0.54919579]],[[ 0.34826075]],[[-0.60283328]],[[ 0.2825624]],[[ 0.14739326]]
-0.4146,0.4226,0.2161,0.291295452158,[[-0.42385623]],[[ 0.42897374]],[[ 0.20837685]],[[-0.53924371]],[[ 0.34140786]],[[-0.59091763]],[[ 0.28501595]],[[ 0.15414482]]
-0.4485,0.4373,0.1994,0.291295452158,[[-0.43184664]],[[ 0.43305072]],[[ 0.20197747]],[[-0.557149]],[[ 0.34597659]],[[-0.59489427]],[[ 0.2871968]],[[ 0.15855159]]
-0.4485,0.4373,0.1994,0.291295452158,[[-0.43891363]],[[ 0.43661703]],[[ 0.19656727]],[[-0.56745603]],[[ 0.34671091]],[[-0.59052381]],[[ 0.28912147]],[[ 0.160889]]
-0.4485,0.4373,0.1994,0.291295452158,[[-0.44511609]],[[ 0.43970842]],[[ 0.19205834]],[[-0.57109433]],[[ 0.34412143]],[[-0.57919674]],[[ 0.29080662]],[[ 0.16141459]]
-0.4485,0.4373,0.1994,0.291295452158,[[-0.450513]],[[ 0.44236022]],[[ 0.18836508]],[[-0.56893001]],[[ 0.33868081]],[[-0.56217155]],[[ 0.2922689]],[[ 0.16036796]]
-0.4485,0.4373,0.1994,0.291295452158,[[-0.45516287]],[[ 0.4446071]],[[ 0.18540505]],[[-0.56176625]],[[ 0.33082439]],[[-0.54057948]],[[ 0.2935248]],[[ 0.15797102]]
-0.4593,0.4384,0.1946,0.238411975822,[[-0.46058074]],[[ 0.44663125]],[[ 0.1823324]],[[-0.56038923]],[[ 0.32197435]],[[-0.52165246]],[[ 0.28745385]],[[ 0.1052424]]
-0.4593,0.4384,0.1946,0.238411975822,[[-0.46525555]],[[ 0.44830568]],[[ 0.17990979]],[[-0.55398597]],[[ 0.311324]],[[-0.49898771]],[[ 0.28174604]],[[ 0.05865066]]
-0.4593,0.4384,0.1946,0.238411975822,[[-0.4692441]],[[ 0.44966202]],[[ 0.17806473]],[[-0.54329432]],[[ 0.29921535]],[[-0.47347631]],[[ 0.27640547]],[[ 0.01780099]]
-0.4593,0.4384,0.1946,0.238411975822,[[-0.47260191]],[[ 0.45073057]],[[ 0.17672885]],[[-0.52899243]],[[ 0.28595782]],[[-0.44590387]],[[ 0.27143223]],[[-0.01770158]]
-0.4593,0.4384,0.1946,0.238411975822,[[-0.47538287]],[[ 0.45154024]],[[ 0.17583811]],[[-0.51170052]],[[ 0.27182976]],[[-0.41695714]],[[ 0.26682302]],[[-0.04824844]]
-0.4698,0.4509,0.1953,0.273318560862,[[-0.47905592]],[[ 0.4538053]],[[ 0.17544477]],[[-0.50174878]],[[ 0.26870605]],[[-0.38632355]],[[ 0.26728222]],[[-0.04175831]]
-0.4698,0.4509,0.1953,0.273318560862,[[-0.48214721]],[[ 0.45573767]],[[ 0.17537167]],[[-0.48847335]],[[ 0.26350471]],[[-0.35557719]],[[ 0.26773559]],[[-0.03575564]]
-0.4698,0.4509,0.1953,0.273318560862,[[-0.48470649]],[[ 0.45736427]],[[ 0.17556859]],[[-0.47244625]],[[ 0.25655447]],[[-0.32513464]],[[ 0.26817971]],[[-0.03023047]]
-0.4698,0.4509,0.1953,0.273318560862,[[-0.48678176]],[[ 0.45871124]],[[ 0.17598981]],[[-0.45418788]],[[ 0.24815602]],[[-0.29534198]],[[ 0.26861169]],[[-0.02516976]]
-0.4698,0.4509,0.1953,0.273318560862,[[-0.48841902]],[[ 0.45980379]],[[ 0.17659405]],[[-0.43416916]],[[ 0.23858288]],[[-0.26648156]],[[ 0.26902915]],[[-0.02055789]]
-0.4698,0.4509,0.1953,0.273318560862,[[-0.48966216]],[[ 0.46066608]],[[ 0.17734422]],[[-0.41281385]],[[ 0.22808262]],[[-0.23877853]],[[ 0.26943017]],[[-0.01637719]]
-0.495,0.4629,0.2081,0.26686084263,[[-0.49395355]],[[ 0.46294058]],[[ 0.18025267]],[[-0.41393897]],[[ 0.22803899]],[[-0.19581436]],[[ 0.26894177]],[[-0.01861455]]
-0.495,0.4629,0.2081,0.26686084263,[[-0.49767555]],[[ 0.46490775]],[[ 0.18305735]],[[-0.41106228]],[[ 0.2258803]],[[-0.15717738]],[[ 0.26849992]],[[-0.02037685]]
-0.495,0.4629,0.2081,0.26686084263,[[-0.50087038]],[[ 0.46659079]],[[ 0.18573848]],[[-0.4047506]],[[ 0.22191206]],[[-0.12267697]],[[ 0.26810246]],[[-0.02171181]]
-0.495,0.4629,0.2081,0.26686084263,[[-0.50357946]],[[ 0.46801236]],[[ 0.18828104]],[[-0.39552617]],[[ 0.21641537]],[[-0.09209935]],[[ 0.26774708]],[[-0.02266467]]
-0.495,0.4629,0.2081,0.26686084263,[[-0.50584316]],[[ 0.46919455]],[[ 0.19067423]],[[-0.38386786]],[[ 0.20964762]],[[-0.06521406]],[[ 0.26743143]],[[-0.02327815]]
-0.5203,0.4712,0.2428,0.268082573106,[[-0.51111476]],[[ 0.47127874]],[[ 0.19845584]],[[-0.3937436]],[[ 0.20956296]],[[ 0.00320221]],[[ 0.26731793]],[[-0.02245602]]
-0.5203,0.4712,0.2428,0.268082573106,[[-0.51576039]],[[ 0.47308094]],[[ 0.2055688]],[[-0.39862448]],[[ 0.20754062]],[[ 0.06064425]],[[ 0.26722686]],[[-0.02153599]]
-0.5203,0.4712,0.2428,0.268082573106,[[-0.51982131]],[[ 0.47462244]],[[ 0.21202777]],[[-0.39913916]],[[ 0.20386089]],[[ 0.1081211]],[[ 0.26715604]],[[-0.0205398]]
-0.5203,0.4712,0.2428,0.268082573106,[[-0.52333866]],[[ 0.47592408]],[[ 0.21785351]],[[-0.39587206]],[[ 0.19878168]],[[ 0.14660972]],[[ 0.2671034]],[[-0.01948702]]
-0.5203,0.4712,0.2428,0.268082573106,[[-0.52635309]],[[ 0.47700612]],[[ 0.2230717]],[[-0.38936393]],[[ 0.19253908]],[[ 0.17704746]],[[ 0.26706697]],[[-0.01839507]]
-0.5338,0.4906,0.2438,0.268082573106,[[-0.53072624]],[[ 0.48050618]],[[ 0.22787158]],[[-0.39266876]],[[ 0.20339171]],[[ 0.20162258]],[[ 0.2670449]],[[-0.01727938]]
-0.5338,0.4906,0.2438,0.268082573106,[[-0.53453783]],[[ 0.48362778]],[[ 0.23211093]],[[-0.39187547]],[[ 0.21088807]],[[ 0.21965703]],[[ 0.26703546]],[[-0.01615355]]
-0.5338,0.4906,0.2438,0.268082573106,[[-0.53782817]],[[ 0.48639297]],[[ 0.23582437]],[[-0.38754447]],[[ 0.21541137]],[[ 0.23196221]],[[ 0.26703703]],[[-0.0150294]]
-0.5338,0.4906,0.2438,0.268082573106,[[-0.54063703]],[[ 0.48882412]],[[ 0.23904781]],[[-0.38019347]],[[ 0.21732075]],[[ 0.23929412]],[[ 0.26704811]],[[-0.01391718]]
-0.5338,0.4906,0.2438,0.268082573106,[[-0.54300323]],[[ 0.49094371]],[[ 0.24181775]],[[-0.37029838]],[[ 0.2169512]],[[ 0.24235243]],[[ 0.26706732]],[[-0.0128256]]
-0.5338,0.4906,0.2438,0.268082573106,[[-0.54496452]],[[ 0.49277406]],[[ 0.24417076]],[[-0.35829456]],[[ 0.2146137]],[[ 0.2417804]],[[ 0.26709338]],[[-0.01176205]]
-0.5576,0.4966,0.3024,0.268082573106,[[-0.54976911]],[[ 0.49514689]],[[ 0.25550706]],[[-0.36671414]],[[ 0.21617605]],[[ 0.31412904]],[[ 0.26712513]],[[-0.01073263]]
-0.5576,0.4966,0.3024,0.268082573106,[[-0.55399815]],[[ 0.49721302]],[[ 0.26563973]],[[-0.37058677]],[[ 0.21551694]],[[ 0.37084452]],[[ 0.26716149]],[[-0.0097423]]
-0.5576,0.4966,0.3024,0.268082573106,[[-0.55768998]],[[ 0.49899462]],[[ 0.27462975]],[[-0.37049003]],[[ 0.21294231]],[[ 0.41368976]],[[ 0.26720152]],[[-0.00879501]]
-0.5576,0.4966,0.3024,0.268082573106,[[-0.56088276]],[[ 0.50051352]],[[ 0.28254318]],[[-0.36696048]],[[ 0.20873458]],[[ 0.44432579]],[[ 0.26724433]],[[-0.00789375]]
-0.5576,0.4966,0.3024,0.268082573106,[[-0.56361414]],[[ 0.50179105]],[[ 0.28944948]],[[-0.36049423]],[[ 0.20315329]],[[ 0.46430646]],[[ 0.26728917]],[[-0.00704071]]
-0.5576,0.4966,0.3024,0.268082573106,[[-0.56592099]],[[ 0.5028479]],[[ 0.29542005]],[[-0.3515477]],[[ 0.19643571]],[[ 0.47507545]],[[ 0.26733533]],[[-0.00623729]]
-0.5576,0.4966,0.3024,0.268082573106,[[-0.56783913]],[[ 0.50370401]],[[ 0.30052702]],[[-0.34053884]],[[ 0.18879765]],[[ 0.47796517]],[[ 0.26738222]],[[-0.00548429]]
-0.5792,0.502,0.3703,0.268082573106,[[-0.57231811]],[[ 0.50510725]],[[ 0.31569241]],[[-0.34793807]],[[ 0.18545681]],[[ 0.56221633]],[[ 0.26742929]],[[-0.00478189]]
-0.5792,0.502,0.3703,0.268082573106,[[-0.57625666]],[[ 0.50629222]],[[ 0.32914229]],[[-0.35110268]],[[ 0.18084192]],[[ 0.62571638]],[[ 0.26747608]],[[-0.00412981]]
-0.5792,0.502,0.3703,0.268082573106,[[-0.57969108]],[[ 0.50727736]],[[ 0.34097645]],[[-0.35057468]],[[ 0.17516784]],[[ 0.67095813]],[[ 0.2675222]],[[-0.00352731]]
-0.5792,0.502,0.3703,0.268082573106,[[-0.58265745]],[[ 0.50808047]],[[ 0.35129968]],[[-0.34685731]],[[ 0.16863027]],[[ 0.70027272]],[[ 0.26756731]],[[-0.00297332]]
-0.5792,0.502,0.3703,0.268082573106,[[-0.58519136]],[[ 0.50871864]],[[ 0.36021958]],[[-0.34041554]],[[ 0.16140655]],[[ 0.71582526]],[[ 0.26761113]],[[-0.00246643]]
-0.5792,0.502,0.3703,0.268082573106,[[-0.58732759]],[[ 0.50920821]],[[ 0.36784479]],[[-0.33167696]],[[ 0.15365646]],[[ 0.71961328]],[[ 0.26765341]],[[-0.00200501]]
-0.6101,0.5293,0.4159,0.268082573106,[[-0.5932699]],[[ 0.5132488]],[[ 0.38157007]],[[-0.34977227]],[[ 0.17091432]],[[ 0.7725791]],[[ 0.26769398]],[[-0.00158721]]
-0.6101,0.5293,0.4159,0.268082573106,[[-0.59856683]],[[ 0.51689341]],[[ 0.39354712]],[[-0.36217246]],[[ 0.18425358]],[[ 0.80706617]],[[ 0.26773269]],[[-0.00121103]]
-0.6101,0.5293,0.4159,0.268082573106,[[-0.6032562]],[[ 0.52016156]],[[ 0.40390004]],[[-0.36953074]],[[ 0.19407901]],[[ 0.82558028]],[[ 0.26776943]],[[-0.00087435]]
-0.6101,0.5293,0.4159,0.268082573106,[[-0.6073764]],[[ 0.52307368]],[[ 0.41275415]],[[-0.37245909]],[[ 0.2007734]],[[ 0.83043385]],[[ 0.26780413]],[[-0.00057497]]
-0.6101,0.5293,0.4159,0.268082573106,[[-0.61096591]],[[ 0.52565071]],[[ 0.42023417]],[[-0.37152809]],[[ 0.20469703]],[[ 0.82374688]],[[ 0.26783673]],[[-0.00031065]]
-0.6101,0.5293,0.4159,0.268082573106,[[-0.61406296]],[[ 0.52791391]],[[ 0.42646273]],[[-0.36726722]],[[ 0.20618732]],[[ 0.8074502]],[[ 0.26786722]],[[ -7.91031342e-05]]
-0.6338,0.5427,0.4608,0.268082573106,[[-0.61990352]],[[ 0.53169292]],[[ 0.43873394]],[[-0.38220838]],[[ 0.21802186]],[[ 0.84149474]],[[ 0.2678956]],[[ 0.00012193]]
-0.6338,0.5427,0.4608,0.268082573106,[[-0.62508514]],[[ 0.53506432]],[[ 0.4493303]],[[-0.39157838]],[[ 0.22623156]],[[ 0.85919074]],[[ 0.26792188]],[[ 0.0002947]]
-0.6338,0.5427,0.4608,0.268082573106,[[-0.62964856]],[[ 0.53805177]],[[ 0.45838207]],[[-0.39604191]],[[ 0.23122922]],[[ 0.86292124]],[[ 0.26794612]],[[ 0.00044141]]
-0.6338,0.5427,0.4608,0.268082573106,[[-0.63363476]],[[ 0.5406793]],[[ 0.46601874]],[[-0.39621958]],[[ 0.23340182]],[[ 0.85486953]],[[ 0.26796835]],[[ 0.00056422]]
-0.6338,0.5427,0.4608,0.268082573106,[[-0.63708455]],[[ 0.54297104]],[[ 0.47236744]],[[-0.3926881]],[[ 0.23311041]],[[ 0.83702274]],[[ 0.26798865]],[[ 0.0006652]]
-0.6338,0.5427,0.4608,0.268082573106,[[-0.64003825]],[[ 0.54495098]],[[ 0.47755169]],[[-0.38598089]],[[ 0.23069021]],[[ 0.81117745]],[[ 0.26800708]],[[ 0.00074638]]
-0.6338,0.5427,0.4608,0.268082573106,[[-0.64253533]],[[ 0.5466428]],[[ 0.48169036]],[[-0.37658888]],[[ 0.22645101]],[[ 0.77894682]],[[ 0.26802372]],[[ 0.00080965]]
-0.6338,0.5427,0.4608,0.268082573106,[[-0.64461418]],[[ 0.54806963]],[[ 0.48489688]],[[-0.36496174]],[[ 0.22067772]],[[ 0.74176902]],[[ 0.26803867]],[[ 0.00085686]]
-0.6338,0.5427,0.4608,0.268082573106,[[-0.6463119]],[[ 0.54925397]],[[ 0.48727864]],[[-0.35150925]],[[ 0.21363105]],[[ 0.70091653]],[[ 0.268052]],[[ 0.00088972]]
-0.6761,0.5816,0.4964,0.268082573106,[[-0.65337254]],[[ 0.55546708]],[[ 0.49462533]],[[-0.37594526]],[[ 0.24172852]],[[ 0.70365458]],[[ 0.26806383]],[[ 0.00090988]]
-0.6761,0.5816,0.4964,0.268082573106,[[-0.65969173]],[[ 0.5610848]],[[ 0.50082104]],[[-0.39358704]],[[ 0.26378597]],[[ 0.69683359]],[[ 0.26807423]],[[ 0.00091885]]
-0.6761,0.5816,0.4964,0.268082573106,[[-0.66531075]],[[ 0.5661352]],[[ 0.50596939]],[[-0.40518738]],[[ 0.28041334]],[[ 0.68206949]],[[ 0.2680833]],[[ 0.00091807]]
-0.6761,0.5816,0.4964,0.268082573106,[[-0.67027183]],[[ 0.57064789]],[[ 0.510171]],[[-0.41145368]],[[ 0.29218878]],[[ 0.66082294]],[[ 0.26809115]],[[ 0.00090885]]
-0.6761,0.5816,0.4964,0.268082573106,[[-0.67461762]],[[ 0.57465346]],[[ 0.51352269]],[[-0.4130475]],[[ 0.29965753]],[[ 0.63440524]],[[ 0.26809785]],[[ 0.00089243]]
-0.6761,0.5816,0.4964,0.268082573106,[[-0.67839074]],[[ 0.57818308]],[[ 0.51611683]],[[-0.41058455]],[[ 0.30333131]],[[ 0.60398519]],[[ 0.26810351]],[[ 0.00086992]]
-0.6833,0.5906,0.4981,0.268082573106,[[-0.682605]],[[ 0.58248271]],[[ 0.5183125]],[[-0.4113318]],[[ 0.31205882]],[[ 0.57280039]],[[ 0.26810821]],[[ 0.00084236]]
-0.6833,0.5906,0.4981,0.268082573106,[[-0.68625702]],[[ 0.58627761]],[[ 0.51989529]],[[-0.40815248]],[[ 0.31670615]],[[ 0.53917359]],[[ 0.26811204]],[[ 0.00081068]]
-0.6833,0.5906,0.4981,0.268082573106,[[-0.68938869]],[[ 0.58960058]],[[ 0.52094263]],[[-0.40160607]],[[ 0.3177807]],[[ 0.50393092]],[[ 0.26811507]],[[ 0.00077573]]
-0.6833,0.5906,0.4981,0.268082573106,[[-0.69204112]],[[ 0.59248441]],[[ 0.52152649]],[[-0.39220784]],[[ 0.31575462]],[[ 0.46778743]],[[ 0.2681174]],[[ 0.00073829]]
-0.6833,0.5906,0.4981,0.268082573106,[[-0.6942543]],[[ 0.59496155]],[[ 0.52171337]],[[-0.38043004]],[[ 0.31106519]],[[ 0.43135561]],[[ 0.26811908]],[[ 0.00069904]]
