x,y,z,yaw,vzcam,xk,yk,zk,rollk,pitchk,yawk,vxk,vyk,vzk,vrollk,vpitchk,vyawk,pitch_con,roll_con,yaw_con,thrust_cam,xd,yd,zd,rolld,pitchd,yawd
-0.0812,-0.0457,0.2766,-0.0556760031386,-0.13103428454,[[-0.079337]],[[-0.06040151]],[[ 0.27371036]],[[-4.3939798]],[[ 2.52368142]],[[-0.05975236]],[[ 0.17630024]],[[-0.48374056]],[[-0.10487768]],[[-5.50543776]],[[ 4.37072303]],[[ 0.07060592]],[[-3.11028933]],[[-6.62578661]],[[-1.7470821]],[[ 67.71095665]],[[ 0.07558843]],[[ 0.06503146]],[[ 0.12628964]],-4.43231344223,2.68593144417,-167.665145874
-0.0812,-0.0457,0.2766,-0.0556760031386,-0.13103428454,[[-0.07815066]],[[-0.06213155]],[[ 0.27328792]],[[-4.49573862]],[[ 2.78546642]],[[-0.05878668]],[[ 0.17297505]],[[-0.46582256]],[[-0.10126598]],[[-5.5516275]],[[ 4.58639748]],[[ 0.07162983]],[[-3.14086863]],[[-6.66539471]],[[-1.7199291]],[[ 67.69736829]],[[ 0.07436525]],[[ 0.06661579]],[[ 0.12671208]],-4.52414369583,2.91809868813,-167.669128418
-0.0812,-0.0457,0.2766,-0.0556760031386,-0.13103428454,[[-0.07718095]],[[-0.06343576]],[[ 0.27296305]],[[-4.5559559]],[[ 2.94538399]],[[-0.05788593]],[[ 0.16859242]],[[-0.44648237]],[[-0.09730002]],[[-5.5562767]],[[ 4.69919415]],[[ 0.07235725]],[[-3.0760268]],[[-6.69486774]],[[-1.69448828]],[[ 67.67962667]],[[ 0.07338169]],[[ 0.06779471]],[[ 0.12703695]],-4.55881500244,3.01475000381,-167.650726318
-0.0812,-0.0457,0.2766,-0.0556760031386,-0.13103428454,[[-0.07640232]],[[-0.06436992]],[[ 0.27272319]],[[-4.63490569]],[[ 3.12591886]],[[-0.05704785]],[[ 0.16336072]],[[-0.42612351]],[[-0.0930725]],[[-5.57940598]],[[ 4.83126537]],[[ 0.0728088]],[[-2.98963758]],[[-6.71553573]],[[-1.67070504]],[[ 67.65860995]],[[ 0.07260785]],[[ 0.06862143]],[[ 0.12727681]],-4.64912939072,3.20713806152,-167.653335571
-0.0812,-0.0457,0.2766,-0.0556760031386,-0.13103428454,[[-0.07579151]],[[-0.0649843]],[[ 0.27255703]],[[-4.66485056]],[[ 3.19469339]],[[-0.05627017]],[[ 0.15746296]],[[-0.40509468]],[[-0.0886638]],[[-5.55384166]],[[ 4.85150175]],[[ 0.07300438]],[[-2.88408113]],[[-6.72860004]],[[-1.64852394]],[[ 67.63508768]],[[ 0.0720168]],[[ 0.069144]],[[ 0.12744297]],-4.64912939072,3.20713806152,-167.653335571
-0.0591,-0.111,0.2773,-0.0809832772925,0.00700000667573,[[-0.07181277]],[[-0.07570911]],[[ 0.2725657]],[[-4.67607849]],[[ 3.22077922]],[[-0.05750013]],[[ 0.17132577]],[[-0.4435781]],[[-0.08350121]],[[-5.5100195]],[[ 4.82931975]],[[ 0.06527467]],[[-3.26733228]],[[-6.99277381]],[[-1.67989481]],[[ 67.60366]],[[ 0.0673432]],[[ 0.07971095]],[[ 0.1274343]],-4.64912939072,3.20713806152,-167.653335571
-0.0591,-0.111,0.2773,-0.0809832772925,0.00700000667573,[[-0.06835021]],[[-0.08505192]],[[ 0.2726164]],[[-4.77728717]],[[ 3.46790903]],[[-0.05870669]],[[ 0.18141278]],[[-0.47187352]],[[-0.07839392]],[[-5.55561985]],[[ 5.02596508]],[[ 0.0579421]],[[-3.41894483]],[[-7.22289278]],[[-1.71079371]],[[ 67.57194239]],[[ 0.06324221]],[[ 0.08891571]],[[ 0.1273836]],-4.80532979965,3.58883905411,-167.630523682
-0.0591,-0.111,0.2773,-0.0809832772925,0.00700000667573,[[-0.06535348]],[[-0.09314686]],[[ 0.27270199]],[[-4.83778341]],[[ 3.62944556]],[[-0.05988797]],[[ 0.18823197]],[[-0.49134171]],[[-0.07337996]],[[-5.56050545]],[[ 5.13601563]],[[ 0.05099836]],[[-3.50846806]],[[-7.42228557]],[[-1.74116311]],[[ 67.54031447]],[[ 0.05966128]],[[ 0.09689142]],[[ 0.12729801]],-4.84078788757,3.69712281227,-167.612594604
-0.0591,-0.111,0.2773,-0.0671951762018,0.0,[[-0.062776]],[[-0.10011815]],[[ 0.27281613]],[[-4.88174515]],[[ 3.74390066]],[[-0.05998018]],[[ 0.19224051]],[[-0.50320797]],[[-0.06849047]],[[-5.54899045]],[[ 5.19841524]],[[ 0.04862347]],[[-3.58345992]],[[-7.59252912]],[[-1.74261731]],[[ 67.50908789]],[[ 0.0566616]],[[ 0.10370116]],[[ 0.12718387]],-4.8746638298,3.78227424622,-167.623794556
-0.0591,-0.111,0.2773,-0.0671951762018,0.0,[[-0.06057471]],[[-0.10608054]],[[ 0.27295324]],[[-4.91230177]],[[ 3.85145359]],[[-0.06008721]],[[ 0.19384862]],[[-0.50857246]],[[-0.06375049]],[[-5.52433194]],[[ 5.25337163]],[[ 0.04628381]],[[-3.64762146]],[[-7.7381669]],[[-1.74451356]],[[ 67.47851485]],[[ 0.05409514]],[[ 0.10952668]],[[ 0.12704676]],-4.89713764191,3.88524985313,-167.597396851
-0.0591,-0.111,0.2773,-0.0671951762018,0.0,[[-0.05870998]],[[-0.11113983]],[[ 0.27310841]],[[-4.94255435]],[[ 3.95230878]],[[-0.06020758]],[[ 0.19342332]],[[-0.50841998]],[[-0.05917971]],[[-5.49961661]],[[ 5.30116058]],[[ 0.04398378]],[[-3.70209543]],[[-7.86177747]],[[-1.74681207]],[[ 67.44879578]],[[ 0.05191618]],[[ 0.1144711]],[[ 0.12689159]],-4.92735528946,3.98169732094,-167.604248047
-0.0591,-0.111,0.2773,-0.0671951762018,0.0,[[-0.05714538]],[[-0.11539322]],[[ 0.27327734]],[[-4.97325985]],[[ 4.07329624]],[[-0.06033991]],[[ 0.19129188]],[[-0.50362933]],[[-0.05479315]],[[-5.47559364]],[[ 5.3683873]],[[ 0.0417273]],[[-3.74793021]],[[-7.96573187]],[[-1.74947485]],[[ 67.42008648]],[[ 0.05008279]],[[ 0.11862927]],[[ 0.12672266]],-4.95848655701,4.11463832855,-167.580917358
-0.0591,-0.111,0.2773,-0.0671951762018,0.0,[[-0.05584754]],[[-0.1189299]],[[ 0.27345629]],[[-5.02486323]],[[ 4.18463728]],[[-0.06048288]],[[ 0.18774519]],[[-0.49498207]],[[-0.05060172]],[[-5.47247582]],[[ 5.42540906]],[[ 0.03951787]],[[-3.78608548]],[[-8.05220473]],[[-1.75246575]],[[ 67.39250436]],[[ 0.04855658]],[[ 0.12208819]],[[ 0.12654371]],-5.02294588089,4.21970367432,-167.580032349
-0.0505,-0.1287,0.2784,-0.0787143492649,0.0189654885518,[[-0.05341822]],[[-0.12464631]],[[ 0.27381697]],[[-5.05204582]],[[ 4.24422684]],[[-0.0615226]],[[ 0.1909274]],[[-0.49940247]],[[-0.0456041]],[[-5.44523719]],[[ 5.43068573]],[[ 0.03385903]],[[-3.85866424]],[[-8.19237109]],[[-1.77942206]],[[ 67.35714782]],[[ 0.04565343]],[[ 0.12769484]],[[ 0.12618303]],-5.03529500961,4.24747180939,-167.571716309
-0.0505,-0.1287,0.2784,-0.0787143492649,0.0189654885518,[[-0.05134849]],[[-0.12949079]],[[ 0.27416232]],[[-5.11066502]],[[ 4.34034472]],[[-0.06253445]],[[ 0.19185265]],[[-0.49854015]],[[-0.04098306]],[[-5.44935809]],[[ 5.47203597]],[[ 0.02853326]],[[-3.92110592]],[[-8.31116593]],[[-1.80574662]],[[ 67.32450733]],[[ 0.04315576]],[[ 0.13244664]],[[ 0.12583768]],-5.11319923401,4.36577367783,-167.57862854
-0.0505,-0.1287,0.2784,-0.0787143492649,0.0189654885518,[[-0.04960014]],[[-0.13355757]],[[ 0.2744916]],[[-5.15899078]],[[ 4.40742981]],[[-0.06351751]],[[ 0.19087138]],[[-0.49324314]],[[-0.03672109]],[[-5.44325824]],[[ 5.48426444]],[[ 0.02353106]],[[-3.97443567]],[[-8.41091517]],[[-1.83140813]],[[ 67.29443905]],[[ 0.04102257]],[[ 0.13643661]],[[ 0.1255084]],-5.15523958206,4.41494989395,-167.56161499
-0.0505,-0.1287,0.2784,-0.0787143492649,0.0189654885518,[[-0.04813808]],[[-0.13693305]],[[ 0.27480436]],[[-5.27421826]],[[ 4.53180231]],[[-0.06447101]],[[ 0.1882958]],[[-0.4842653]],[[-0.03280018]],[[-5.50338316]],[[ 5.55302804]],[[ 0.01884272]],[[-4.01960056]],[[-8.49374831]],[[-1.8563797]],[[ 67.26679846]],[[ 0.03921598]],[[ 0.13974993]],[[ 0.12519564]],-5.31119298935,4.57408952713,-167.561004639
-0.0505,-0.1287,0.2784,-0.0787143492649,0.0189654885518,[[-0.04693021]],[[-0.13969621]],[[ 0.27510035]],[[-5.36933682]],[[ 4.61947095]],[[-0.06539433]],[[ 0.18440307]],[[-0.47227433]],[[-0.02920204]],[[-5.54302612]],[[ 5.58481222]],[[ 0.0144583]],[[-4.05747331]],[[-8.5616101]],[[-1.88063862]],[[ 67.24144202]],[[ 0.03770107]],[[ 0.1424644]],[[ 0.12489965]],-5.39371585846,4.6390171051,-167.550308228
-0.0451,-0.1352,0.2789,-0.0928515162061,0.00769230092066,[[-0.04508838]],[[-0.14295282]],[[ 0.27545905]],[[-5.45070923]],[[ 4.69473969]],[[-0.06737604]],[[ 0.1843904]],[[-0.46382017]],[[-0.02544981]],[[-5.56868238]],[[ 5.60401881]],[[ 0.00607279]],[[-4.11595586]],[[-8.64160136]],[[-1.93321764]],[[ 67.21429294]],[[ 0.03536177]],[[ 0.14566405]],[[ 0.12454095]],-5.46648693085,4.70655107498,-167.561691284
-0.0451,-0.1352,0.2789,-0.0928515162061,0.00769230092066,[[-0.04353957]],[[-0.14562042]],[[ 0.27579226]],[[-5.53496425]],[[ 4.75675847]],[[-0.06928248]],[[ 0.1826888]],[[-0.45245708]],[[-0.02206093]],[[-5.59693574]],[[ 5.60993152]],[[-0.0016852]],[[-4.16614409]],[[-8.70712958]],[[-1.98395424]],[[ 67.18977451]],[[ 0.03335424]],[[ 0.14828518]],[[ 0.12420774]],-5.552339077,4.76039457321,-167.545394897
-0.0451,-0.1352,0.2789,-0.0928515162061,0.00769230092066,[[-0.04225138]],[[-0.14776822]],[[ 0.27610097]],[[-5.65260457]],[[ 4.83572125]],[[-0.07111367]],[[ 0.17958249]],[[-0.4387519]],[[-0.0190087]],[[-5.65792707]],[[ 5.63254302]],[[-0.00884044]],[[-4.2088724]],[[-8.75992126]],[[-2.03283622]],[[ 67.16767639]],[[ 0.0316451]],[[ 0.15039685]],[[ 0.12389903]],-5.69011211395,4.84962654114,-167.543792725
-0.0426,-0.1533,0.2802,-0.0918043186549,0.041935620621,[[-0.0407966]],[[-0.15233771]],[[ 0.276593]],[[-5.71410456]],[[ 4.87429147]],[[-0.07278916]],[[ 0.17761594]],[[-0.43980124]],[[-0.0150754]],[[-5.66279356]],[[ 5.61498348]],[[-0.01509947]],[[-4.2597544]],[[-8.87253146]],[[-2.07770598]],[[ 67.13776756]],[[ 0.02960982]],[[ 0.15490126]],[[ 0.123407]],-5.71709728241,4.8634929657,-167.533828735
-0.0426,-0.1533,0.2802,-0.0918043186549,0.041935620621,[[-0.03958971]],[[-0.15618933]],[[ 0.27703986]],[[-5.73738116]],[[ 4.88881163]],[[-0.07439334]],[[ 0.17433333]],[[-0.43665054]],[[-0.01162939]],[[-5.62980977]],[[ 5.57381259]],[[-0.02083047]],[[-4.30321303]],[[-8.96749541]],[[-2.1207971]],[[ 67.11149158]],[[ 0.02787148]],[[ 0.15869982]],[[ 0.12296014]],-5.71709728241,4.8634929657,-167.533828735
-0.0426,-0.1533,0.2802,-0.0918043186549,0.041935620621,[[-0.03860237]],[[-0.1594019]],[[ 0.27744464]],[[-5.78722787]],[[ 4.9257817]],[[-0.07592685]],[[ 0.16997406]],[[-0.42999664]],[[-0.00862477]],[[-5.62342948]],[[ 5.55525136]],[[-0.0260567]],[[-4.34000262]],[[-9.04676993]],[[-2.16211569]],[[ 67.08847726]],[[ 0.0263999]],[[ 0.1618708]],[[ 0.12255536]],-5.78330421448,4.91436719894,-167.536605835
-0.0426,-0.1533,0.2802,-0.0918043186549,0.041935620621,[[-0.03780871]],[[-0.16204761]],[[ 0.2778103]],[[-5.81921114]],[[ 4.93762925]],[[-0.07739046]],[[ 0.16474934]],[[-0.42045769]],[[-0.00601889]],[[-5.59944571]],[[ 5.51202805]],[[-0.03080117]],[[-4.35146405]],[[-9.11214226]],[[-2.20167276]],[[ 67.06838859]],[[ 0.02516712]],[[ 0.16448569]],[[ 0.1221897]],-5.80446195602,4.91104841232,-167.516616821
-0.0426,-0.1533,0.2802,-0.0918043186549,0.041935620621,[[-0.03718521]],[[-0.16419234]],[[ 0.27813973]],[[-5.87972815]],[[ 4.97631164]],[[-0.07878511]],[[ 0.15884471]],[[-0.40858]],[[-0.00377224]],[[-5.60391842]],[[ 5.49577131]],[[-0.03508658]],[[-4.3401341]],[[-9.16524084]],[[-2.23948385]],[[ 67.05092133]],[[ 0.02414733]],[[ 0.16660963]],[[ 0.12186027]],-5.88247871399,4.9663143158,-167.523254395
-0.0438,-0.1663,0.2845,-0.0794124809657,0.0811321163483,[[-0.03690136]],[[-0.16796355]],[[ 0.27911951]],[[-5.92135735]],[[ 5.00557576]],[[-0.07915728]],[[ 0.15132199]],[[-0.40676596]],[[ 0.00209498]],[[-5.58966724]],[[ 5.47036087]],[[-0.03517058]],[[-4.31083276]],[[-9.25888906]],[[-2.25010362]],[[ 67.00589315]],[[ 0.02350415]],[[ 0.17035556]],[[ 0.12088049]],-5.91259336472,4.98994922638,-167.518753052
-0.0438,-0.1663,0.2845,-0.0794124809657,0.0811321163483,[[-0.03672592]],[[-0.17111974]],[[ 0.27999282]],[[-5.93704687]],[[ 5.01654683]],[[-0.07950155]],[[ 0.14360797]],[[-0.40151021]],[[ 0.0070099]],[[-5.54990319]],[[ 5.42711029]],[[-0.03514126]],[[-4.22627583]],[[-9.33739851]],[[-2.25998094]],[[ 66.97059605]],[[ 0.02301996]],[[ 0.17349594]],[[ 0.12000718]],-5.91259336472,4.98994922638,-167.518753052
-0.0438,-0.1663,0.2845,-0.0794124809657,0.0811321163483,[[-0.03664325]],[[-0.1737298]],[[ 0.28076857]],[[-5.99674513]],[[ 5.06171758]],[[-0.07981903]],[[ 0.1358038]],[[-0.39340829]],[[ 0.01107889]],[[-5.55405614]],[[ 5.41811023]],[[-0.03500744]],[[-3.97758222]],[[-9.40245982]],[[-2.269143]],[[ 66.94033977]],[[ 0.02267436]],[[ 0.17609839]],[[ 0.11923143]],-5.99929904938,5.05618286133,-167.525161743
-0.0438,-0.1663,0.2845,-0.0794124809657,0.0811321163483,[[-0.03663936]],[[-0.17585663]],[[ 0.28145516]],[[-6.04501654]],[[ 5.11653939]],[[-0.08011082]],[[ 0.12799538]],[[-0.38298714]],[[ 0.01439918]],[[-5.5468671]],[[ 5.41874387]],[[-0.03477758]],[[-3.72545034]],[[-9.45561748]],[[-2.27761705]],[[ 66.91464541]],[[ 0.0224489]],[[ 0.1782247]],[[ 0.11854484]],-6.04059553146,5.11692905426,-167.536605835
-0.0438,-0.1663,0.2845,-0.0794124809657,0.0811321163483,[[-0.03670175]],[[-0.17755758]],[[ 0.28206049]],[[-6.12165313]],[[ 5.17523932]],[[-0.08037801]],[[ 0.12025501]],[[-0.37071116]],[[ 0.01705937]],[[-5.56780174]],[[ 5.42320663]],[[-0.03445977]],[[-3.47265761]],[[-9.49827903]],[[-2.28543036]],[[ 66.89305759]],[[ 0.0223269]],[[ 0.17993116]],[[ 0.11793951]],-6.13452720642,5.17798376083,-167.532485962
-0.0438,-0.1663,0.2845,-0.0794124809657,0.0811321163483,[[-0.03681932]],[[-0.17888479]],[[ 0.28259192]],[[-6.20387632]],[[ 5.24131313]],[[-0.08062168]],[[ 0.11264283]],[[-0.35698792]],[[ 0.01914006]],[[-5.59405437]],[[ 5.43491787]],[[-0.03406175]],[[-3.22154506]],[[-9.53172395]],[[-2.29261008]],[[ 66.87514711]],[[ 0.02229335]],[[ 0.18126896]],[[ 0.11740808]],-6.22002077103,5.24851512909,-167.545974731
-0.0437,-0.167,0.2846,-0.105941485596,0.00156249683351,[[-0.0369663]],[[-0.17999683]],[[ 0.28307224]],[[-6.2486352]],[[ 5.27060199]],[[-0.08288656]],[[ 0.10529998]],[[-0.34281535]],[[ 0.02080603]],[[-5.58299593]],[[ 5.41013373]],[[-0.04165051]],[[-3.00425126]],[[-9.56098464]],[[-2.35369973]],[[ 66.85984805]],[[ 0.02193715]],[[ 0.18243939]],[[ 0.11692776]],-6.2418346405,5.25536060333,-167.538330078
-0.0437,-0.167,0.2846,-0.105941485596,0.00156249683351,[[-0.03715166]],[[-0.18081284]],[[ 0.28349018]],[[-6.26552038]],[[ 5.28158478]],[[-0.08504701]],[[ 0.09815926]],[[-0.32775295]],[[ 0.02201626]],[[-5.54448035]],[[ 5.36749037]],[[-0.04852814]],[[-2.78944493]],[[-9.58287896]],[[-2.41215316]],[[ 66.84754634]],[[ 0.02165832]],[[ 0.18331516]],[[ 0.11650982]],-6.2418346405,5.25536060333,-167.538330078
-0.0437,-0.167,0.2846,-0.105941485596,0.00156249683351,[[-0.03736759]],[[-0.18137241]],[[ 0.28385183]],[[-6.2717604]],[[ 5.28557701]],[[-0.0871045]],[[ 0.09125399]],[[-0.31208037]],[[ 0.02283211]],[[-5.49581782]],[[ 5.31835522]],[[-0.05472853]],[[-2.57846259]],[[-9.59838902]],[[-2.4679959]],[[ 66.83788873]],[[ 0.02144753]],[[ 0.18393556]],[[ 0.11614817]],-6.2418346405,5.25536060333,-167.538330078
-0.0437,-0.167,0.2846,-0.105941485596,0.00156249683351,[[-0.03760725]],[[-0.18171118]],[[ 0.28416282]],[[-6.39950972]],[[ 5.34284303]],[[-0.08906073]],[[ 0.08461007]],[[-0.29603837]],[[ 0.02330884]],[[-5.56780678]],[[ 5.32239271]],[[-0.060285]],[[-2.3724311]],[[-9.60839781]],[[-2.52125938]],[[ 66.83055059]],[[ 0.02129625]],[[ 0.18433591]],[[ 0.11583718]],-6.44378042221,5.34532594681,-167.557571411
-0.0437,-0.167,0.2846,-0.105941485596,0.00156249683351,[[-0.03786466]],[[-0.18186117]],[[ 0.28442837]],[[-6.49500942]],[[ 5.38277679]],[[-0.09091754]],[[ 0.07824685]],[[-0.27983281]],[[ 0.023496]],[[-5.60718955]],[[ 5.309249]],[[-0.06523029]],[[-2.17228887]],[[-9.61369699]],[[-2.5719805]],[[ 66.82523513]],[[ 0.02119668]],[[ 0.18454788]],[[ 0.11557163]],-6.5192284584,5.37469387054,-167.574066162
-0.0523,-0.1711,0.2878,-0.0928515162061,0.0516130715335,[[-0.03950236]],[[-0.18250307]],[[ 0.28516217]],[[-6.56127303]],[[ 5.36901577]],[[-0.09166858]],[[ 0.06429149]],[[-0.26739818]],[[ 0.02637246]],[[-5.61726895]],[[ 5.24313224]],[[-0.06561966]],[[-1.73352349]],[[-9.63382156]],[[-2.59330141]],[[ 66.80027571]],[[ 0.02263013]],[[ 0.18535286]],[[ 0.11483783]],-6.56747150421,5.32835626602,-167.578842163
-0.0523,-0.1711,0.2878,-0.0928515162061,0.0516130715335,[[-0.04099696]],[[-0.18293831]],[[ 0.28580346]],[[-6.6168656]],[[ 5.3606386]],[[-0.09236535]],[[ 0.05196594]],[[-0.25448894]],[[ 0.02854962]],[[-5.61669522]],[[ 5.18299389]],[[-0.06577969]],[[-1.34214058]],[[-9.64849561]],[[-2.6131825]],[[ 66.77987048]],[[ 0.02394906]],[[ 0.18593982]],[[ 0.11419654]],-6.61651277542,5.32365560532,-167.602996826
-0.0523,-0.1711,0.2878,-0.0928515162061,0.0516130715335,[[-0.04235752]],[[-0.18319577]],[[ 0.28636107]],[[-6.63788754]],[[ 5.35724307]],[[-0.09300992]],[[ 0.04112403]],[[-0.24129895]],[[ 0.03011872]],[[-5.58193753]],[[ 5.12837703]],[[-0.06572755]],[[-0.99456413]],[[-9.65844833]],[[-2.6316743]],[[ 66.76350822]],[[ 0.02515997]],[[ 0.18633793]],[[ 0.11363893]],-6.61651277542,5.32365560532,-167.602996826
-0.0523,-0.1711,0.2878,-0.0928515162061,0.0516130715335,[[-0.04359288]],[[-0.18330136]],[[ 0.2868432]],[[-6.66210003]],[[ 5.26340356]],[[-0.09360436]],[[ 0.03162924]],[[-0.22799381]],[[ 0.03116207]],[[-5.55067896]],[[ 4.98485308]],[[-0.06547974]],[[-0.68711547]],[[-9.66433632]],[[-2.64882764]],[[ 66.75071424]],[[ 0.02626928]],[[ 0.18657345]],[[ 0.1131568]],-6.6428771019,5.17514133453,-167.646194458
-0.0523,-0.1711,0.2878,-0.0928515162061,0.0516130715335,[[-0.04471163]],[[-0.18327827]],[[ 0.28725742]],[[-6.67295049]],[[ 5.16146622]],[[-0.09415072]],[[ 0.0233544]],[[-0.21471386]],[[ 0.03175373]],[[-5.50651477]],[[ 4.83473996]],[[-0.06505209]],[[-0.41616164]],[[-9.66674905]],[[-2.66469353]],[[ 66.74105079]],[[ 0.0272833]],[[ 0.18666996]],[[ 0.11274258]],-6.64579105377,5.06915187836,-167.682907104
-0.0683,-0.1632,0.2929,-0.0928515162061,0.0980768367384,[[-0.0482666]],[[-0.18189079]],[[ 0.28842183]],[[-6.66220543]],[[ 5.04436689]],[[-0.09465105]],[[ 0.00150871]],[[-0.19433224]],[[ 0.03663701]],[[-5.44142982]],[[ 4.67111653]],[[-0.06445976]],[[ 0.27907366]],[[-9.61709422]],[[-2.67932293]],[[ 66.69961054]],[[ 0.03086009]],[[ 0.1856383]],[[ 0.11157817]],-6.62218046188,4.94374418259,-167.69871521
-0.0683,-0.1632,0.2929,-0.0928515162061,0.0980768367384,[[-0.05143992]],[[-0.18055257]],[[ 0.28944212]],[[-6.64929763]],[[ 4.91116525]],[[-0.09510736]],[[-0.01687659]],[[-0.1754099]],[[ 0.04040771]],[[-5.37484964]],[[ 4.49318646]],[[-0.06371722]],[[ 0.85264823]],[[-9.31325648]],[[-2.69276666]],[[ 66.6653927]],[[ 0.03406144]],[[ 0.18462155]],[[ 0.11055788]],-6.60835313797,4.80174446106,-167.746383667
-0.0683,-0.1632,0.2929,-0.0928515162061,0.0980768367384,[[-0.05426318]],[[-0.17926805]],[[ 0.29033186]],[[-6.62474053]],[[ 4.76848719]],[[-0.09552167]],[[-0.03218322]],[[-0.15788828]],[[ 0.04320817]],[[-5.29740701]],[[ 4.30764408]],[[-0.06283831]],[[ 1.07575656]],[[-8.84907749]],[[-2.70507521]],[[ 66.6376282]],[[ 0.03691786]],[[ 0.18362624]],[[ 0.10966814]],-6.57711601257,4.65438508987,-167.762207031
-0.0683,-0.1632,0.2929,-0.0928515162061,0.0980768367384,[[-0.05676617]],[[-0.17804045]],[[ 0.29110365]],[[-6.6151606]],[[ 4.7138272]],[[-0.09589595]],[[-0.04476043]],[[-0.14170532]],[[ 0.04516703]],[[-5.23554238]],[[ 4.21098476]],[[-0.06183621]],[[ 1.30110159]],[[-8.41514299]],[[-2.71629863]],[[ 66.61559184]],[[ 0.03945816]],[[ 0.18265776]],[[ 0.10889635]],-6.57711601257,4.65438508987,-167.762207031
-0.0683,-0.1632,0.2929,-0.0928515162061,0.0980768367384,[[-0.05897687]],[[-0.176872]],[[ 0.29176917]],[[-6.52542936]],[[ 4.30744794]],[[-0.09623215]],[[-0.05492696]],[[-0.12679651]],[[ 0.04640016]],[[-5.09502158]],[[ 3.76743821]],[[-0.06072343]],[[ 1.53605666]],[[-8.0111296]],[[-2.72648643]],[[ 66.59860669]],[[ 0.04170949]],[[ 0.18172037]],[[ 0.10823083]],-6.43901395798,4.03468227386,-167.880737305
-0.0775,-0.1628,0.2974,-0.0979129710369,0.0882350895236,[[-0.06238461]],[[-0.17570037]],[[ 0.29305488]],[[-6.49096318]],[[ 4.15208515]],[[-0.09692209]],[[-0.07140973]],[[-0.11272912]],[[ 0.05113836]],[[-5.01054651]],[[ 3.5765284]],[[-0.06104959]],[[ 2.18815602]],[[-7.65126976]],[[-2.7460886]],[[ 66.55507598]],[[ 0.04508923]],[[ 0.18091275]],[[ 0.10694512]],-6.43901395798,4.03468227386,-167.880737305
-0.0775,-0.1628,0.2974,-0.0979129710369,0.0882350895236,[[-0.06538902]],[[-0.17459678]],[[ 0.29417596]],[[-6.47760922]],[[ 4.09260774]],[[-0.09756189]],[[-0.08461631]],[[-0.09986517]],[[ 0.05465406]],[[-4.94778644]],[[ 3.48233532]],[[-0.06116515]],[[ 2.72002567]],[[-7.31811413]],[[-2.7643597]],[[ 66.51976334]],[[ 0.04807108]],[[ 0.18013586]],[[ 0.10582404]],-6.43901395798,4.03468227386,-167.880737305
-0.0775,-0.1628,0.2974,-0.0979129710369,0.0882350895236,[[-0.06802668]],[[-0.17356051]],[[ 0.29514831]],[[-6.38710467]],[[ 3.67012198]],[[-0.09815347]],[[-0.09494662]],[[-0.08813123]],[[ 0.05710944]],[[-4.8093467]],[[ 3.03006597]],[[-0.06108599]],[[ 3.145313]],[[-7.01056341]],[[-2.78134676]],[[ 66.49175647]],[[ 0.05069103]],[[ 0.17939147]],[[ 0.10485169]],-6.30196905136,3.39199209213,-168.013870239
-0.0775,-0.1628,0.2974,-0.0979129710369,0.0882350895236,[[-0.07033173]],[[-0.17259037]],[[ 0.29598668]],[[-6.31140882]],[[ 3.31975114]],[[-0.09869874]],[[-0.10276335]],[[-0.07745519]],[[ 0.05865061]],[[-4.6869216]],[[ 2.65358966]],[[-0.06082735]],[[ 3.4779018]],[[-6.72741701]],[[-2.79709708]],[[ 66.47019848]],[[ 0.05298264]],[[ 0.1786808]],[[ 0.10401332]],-6.23612165451,3.08823132515,-168.061813354
-0.0839,-0.1553,0.2972,-0.0902335223281,-0.00408163058763,[[-0.07335376]],[[-0.17049197]],[[ 0.29667287]],[[-6.28231902]],[[ 3.18582338]],[[-0.09860804]],[[-0.11426363]],[[-0.06088891]],[[ 0.05922543]],[[-4.61179969]],[[ 2.49489439]],[[-0.05807079]],[[ 3.96378533]],[[-6.27095103]],[[-2.79587701]],[[ 66.45568569]],[[ 0.05621278]],[[ 0.1768853]],[[ 0.10332713]],-6.23612165451,3.08823132515,-168.061813354
-0.0839,-0.1553,0.2972,-0.0902335223281,-0.00408163058763,[[-0.0759919]],[[-0.16858797]],[[ 0.29725477]],[[-6.19404118]],[[ 2.81584338]],[[-0.09849889]],[[-0.12288713]],[[-0.04639887]],[[ 0.0591657]],[[-4.47888496]],[[ 2.10431775]],[[-0.05535016]],[[ 4.33906745]],[[-5.86889116]],[[-2.79411026]],[[ 66.44589054]],[[ 0.05904467]],[[ 0.17524383]],[[ 0.10274523]],-6.11230325699,2.57565236092,-168.154174805
-0.0839,-0.1553,0.2972,-0.0902335223281,-0.00408163058763,[[-0.078283]],[[-0.16686492]],[[ 0.29774362]],[[-6.11748949]],[[ 2.53145784]],[[-0.09837303]],[[-0.12901226]],[[-0.03378775]],[[ 0.0585729]],[[-4.35888165]],[[ 1.80225501]],[[-0.05267095]],[[ 4.62097437]],[[-5.51675037]],[[-2.79184434]],[[ 66.44016105]],[[ 0.06151598]],[[ 0.1737467]],[[ 0.10225638]],-6.04369163513,2.34569978714,-168.177825928
