x,y,z,yaw,vzcam,xk,yk,zk,rollk,pitchk,yawk,vxk,vyk,vzk,vrollk,vpitchk,vyawk,pitch_con,roll_con,yaw_con,thrust_cam,xd,yd,zd,rolld,pitchd,yawd
-0.3419,0.0583,0.427,-0.449247749463,0.109333611383,[[-0.34644588]],[[ 0.05770662]],[[ 0.43173083]],[[-4.66330497]],[[-2.82595073]],[[-0.43929288]],[[ 0.03029602]],[[-0.18070649]],[[ 0.14022317]],[[-4.78518013]],[[-0.39585624]],[[ 0.26634338]],[[ 2.39315283]],[[-6.29660651]],[[-12.71798565]],[[ 64.14717309]],[[ 0.33809436]],[[ 0.09511576]],[[-0.03173083]],-4.68562936783,-2.75223922729,175.707748413
-0.3322,0.0477,0.433,-0.399156799931,0.0983604804321,[[-0.34392551]],[[ 0.05459554]],[[ 0.4331119]],[[-4.78186961]],[[-2.59891345]],[[-0.43374275]],[[ 0.04308226]],[[-0.18822583]],[[ 0.14010114]],[[-4.85511386]],[[-0.16740551]],[[ 0.2777277]],[[ 2.04503861]],[[-6.34321264]],[[-12.56467846]],[[ 64.14061331]],[[ 0.33502258]],[[ 0.0950016]],[[-0.0331119]],-4.82487630844,-2.45842456818,175.951095581
-0.3322,0.0477,0.433,-0.399156799931,0.0983604804321,[[-0.34169844]],[[ 0.051916]],[[ 0.4342723]],[[-4.87232132]],[[-2.39674971]],[[-0.42851511]],[[ 0.05343996]],[[-0.19282322]],[[ 0.13871374]],[[-4.89655276]],[[ 0.03418639]],[[ 0.28739129]],[[ 1.78174641]],[[-6.34812637]],[[-12.41974922]],[[ 64.14285964]],[[ 0.33237552]],[[ 0.0947608]],[[-0.0342723]],-4.89780473709,-2.27277803421,176.091781616
-0.3322,0.0477,0.433,-0.399156799931,0.0983604804321,[[-0.33973845]],[[ 0.04962393]],[[ 0.4352365]],[[-4.90668525]],[[-2.31953262]],[[-0.42360098]],[[ 0.06166036]],[[-0.19492119]],[[ 0.13627492]],[[-4.88211205]],[[ 0.1102146]],[[ 0.29543734]],[[ 1.59169923]],[[-6.31708288]],[[-12.28299284]],[[ 64.15262982]],[[ 0.33010827]],[[ 0.09441016]],[[-0.0352365]],-4.89780473709,-2.27277803421,176.091781616
-0.3322,0.0477,0.433,-0.399156799931,0.0983604804321,[[-0.33802103]],[[ 0.04767874]],[[ 0.43602684]],[[-4.94166011]],[[-2.23942171]],[[-0.41899115]],[[ 0.06800798]],[[-0.19489801]],[[ 0.13297426]],[[-4.86841835]],[[ 0.18835283]],[[ 0.30196602]],[[ 1.46456489]],[[-6.2546953]],[[-12.15419521]],[[ 64.16873251]],[[ 0.32817973]],[[ 0.09396564]],[[-0.03602684]],-4.93323898315,-2.19136953354,176.196777344
-0.3322,0.0477,0.433,-0.399156799931,0.0983604804321,[[-0.33652336]],[[ 0.0460431]],[[ 0.43666374]],[[-4.98716916]],[[-2.10457096]],[[-0.41467617]],[[ 0.07272244]],[[-0.19309122]],[[ 0.1289791]],[[-4.86527819]],[[ 0.31985499]],[[ 0.30707438]],[[ 1.39114506]],[[-6.16477662]],[[-12.03313452]],[[ 64.19007396]],[[ 0.32655241]],[[ 0.0934423]],[[-0.03666374]],-4.98523807526,-2.0237019062,176.332519531
-0.3322,0.0477,0.433,-0.399156799931,0.0983604804321,[[-0.33522423]],[[ 0.04468277]],[[ 0.43716574]],[[-5.04571158]],[[-1.90097792]],[[-0.41064646]],[[ 0.07602025]],[[-0.18980104]],[[ 0.12443651]],[[-4.87505887]],[[ 0.51804148]],[[ 0.31085631]],[[ 1.36327175]],[[-6.05057362]],[[-11.91958254]],[[ 64.21566068]],[[ 0.32519213]],[[ 0.09285424]],[[-0.03716574]],-5.05172634125,-1.77910041809,176.566299438
-0.3186,0.0395,0.436,-0.408930643742,0.0517240596868,[[-0.33194109]],[[ 0.04226237]],[[ 0.43802682]],[[-5.07652193]],[[-1.77832936]],[[-0.40764518]],[[ 0.09056822]],[[-0.1928133]],[[ 0.12222634]],[[-4.8573163]],[[ 0.63421533]],[[ 0.31043319]],[[ 1.01031649]],[[-5.98179643]],[[-11.83339083]],[[ 64.20377081]],[[ 0.32149568]],[[ 0.09279831]],[[-0.03802682]],-5.06561088562,-1.70688664913,176.658569336
-0.3186,0.0395,0.436,-0.408930643742,0.0517240596868,[[-0.32905775]],[[ 0.04020156]],[[ 0.43873236]],[[-5.12565951]],[[-1.61312833]],[[-0.40487902]],[[ 0.10197201]],[[-0.19357833]],[[ 0.11924679]],[[-4.8578745]],[[ 0.79132385]],[[ 0.30909956]],[[ 0.75051138]],[[-5.88883793]],[[-11.7534792]],[[ 64.1937524]],[[ 0.31828915]],[[ 0.09266706]],[[-0.03873236]],-5.12600278854,-1.51651227474,176.803268433
-0.3186,0.0395,0.436,-0.408930643742,0.0517240596868,[[-0.32653705]],[[ 0.03846206]],[[ 0.43930065]],[[-5.1624198]],[[-1.50371304]],[[-0.40233825]],[[ 0.11062707]],[[-0.1924465]],[[ 0.11564756]],[[-4.84618626]],[[ 0.89170751]],[[ 0.3069296]],[[ 0.57125684]],[[-5.77439767]],[[-11.67960663]],[[ 64.18759407]],[[ 0.31552302]],[[ 0.09247163]],[[-0.03930065]],-5.15523195267,-1.44198071957,176.895233154
-0.3186,0.0395,0.436,-0.408930643742,0.0517240596868,[[-0.32434445]],[[ 0.03700872]],[[ 0.43974829]],[[-5.21940801]],[[-1.34843411]],[[-0.40001324]],[[ 0.11689118]],[[-0.18972986]],[[ 0.11156019]],[[-4.85461867]],[[ 1.03645668]],[[ 0.30399435]],[[ 0.46125243]],[[-5.64090521]],[[-11.61153233]],[[ 64.18472119]],[[ 0.31315168]],[[ 0.09222253]],[[-0.03974829]],-5.22459363937,-1.25941860676,177.035888672
-0.3186,0.0395,0.436,-0.408930643742,0.0517240596868,[[-0.32244787]],[[ 0.03580936]],[[ 0.44009036]],[[-5.26380321]],[[-1.2420144]],[[-0.39789442]],[[ 0.12108714]],[[-0.18570535]],[[ 0.10709981]],[[-4.85051342]],[[ 1.13145345]],[[ 0.30036166]],[[ 0.41038908]],[[-5.49059657]],[[-11.54901645]],[[ 64.18460792]],[[ 0.31113323]],[[ 0.0919296]],[[-0.04009036]],-5.2612786293,-1.18359482288,177.124328613
-0.3037,0.0271,0.4374,-0.370184334348,0.0259259735443,[[-0.318448]],[[ 0.03286255]],[[ 0.44056317]],[[-5.28057716]],[[-1.20140911]],[[-0.39298755]],[[ 0.13716929]],[[-0.19198921]],[[ 0.10365048]],[[-4.81913186]],[[ 1.16042147]],[[ 0.30786758]],0,[[-5.49576292]],[[-11.41219792]],[[ 64.18040923]],[[ 0.30675714]],[[ 0.09159223]],[[-0.04056317]],-5.2612786293,-1.18359482288,177.124328613
-0.3037,0.0271,0.4374,-0.370184334348,0.0259259735443,[[-0.31494901]],[[ 0.03033154]],[[ 0.44093178]],[[-5.3453021]],[[-1.02711469]],[[-0.38838941]],[[ 0.14943592]],[[-0.19551309]],[[ 0.09979921]],[[-4.8354833]],[[ 1.32131906]],[[ 0.31385996]],0,[[-5.47001609]],[[-11.28346687]],[[ 64.17896171]],[[ 0.30297817]],[[ 0.09119819]],[[-0.04093178]],-5.35535764694,-0.928168475628,177.348907471
-0.3037,0.0271,0.4374,-0.370184334348,0.0259259735443,[[-0.31190332]],[[ 0.02817342]],[[ 0.44120938]],[[-5.40233049]],[[-0.85224063]],[[-0.38409017]],[[ 0.15838134]],[[-0.19668361]],[[ 0.09564522]],[[-4.8440613]],[[ 1.48119866]],[[ 0.31843721]],0,[[-5.4168011]],[[-11.16259135]],[[ 64.17981464]],[[ 0.29973499]],[[ 0.09075439]],[[-0.04120938]],-5.40760564804,-0.753920435905,177.479248047
-0.3037,0.0271,0.4374,-0.370184334348,0.0259259735443,[[-0.30926678]],[[ 0.02634867]],[[ 0.4414079]],[[-5.44162997]],[[-0.7226779]],[[-0.38007987]],[[ 0.16445171]],[[-0.19586431]],[[ 0.09127475]],[[-4.83502088]],[[ 1.59468501]],[[ 0.32169442]],0,[[-5.33915348]],[[-11.04933345]],[[ 64.18256377]],[[ 0.29697117]],[[ 0.09026802]],[[-0.0414079]],-5.4360704422,-0.652887880802,177.569778442
-0.3037,0.0271,0.4374,-0.370184334348,0.0259259735443,[[-0.30699848]],[[ 0.024821]],[[ 0.44153809]],[[-5.47134185]],[[-0.57204244]],[[-0.37634844]],[[ 0.16804859]],[[-0.19337915]],[[ 0.08676231]],[[-4.81658792]],[[ 1.72788953]],[[ 0.3237234]],0,[[-5.23980094]],[[-10.94345043]],[[ 64.1868505]],[[ 0.29463493]],[[ 0.08974636]],[[-0.04153809]],-5.46000623703,-0.490126460791,177.698043823
-0.3037,0.0271,0.4374,-0.370184334348,0.0259259735443,[[-0.30506068]],[[ 0.02355719]],[[ 0.44160963]],[[-5.49929858]],[[-0.35904532]],[[-0.37288574]],[[ 0.16953236]],[[-0.18951585]],[[ 0.08217186]],[[-4.79660145]],[[ 1.9214512]],[[ 0.3246126]],0,[[-5.12124134]],[[-10.84469585]],[[ 64.19235992]],[[ 0.29267888]],[[ 0.0891966]],[[-0.04160963]],-5.48700761795,-0.24001185596,177.918319702
-0.2848,0.0205,0.4372,-0.584336233568,-0.00285714558193,[[-0.30041282]],[[ 0.02147723]],[[ 0.44159939]],[[-5.50979573]],[[-0.2777616]],[[-0.38617868]],[[ 0.18655756]],[[-0.19058148]],[[ 0.07737449]],[[-4.75954545]],[[ 1.98283648]],[[ 0.25938702]],0,[[-4.98510295]],[[-11.19289789]],[[ 64.19969474]],[[ 0.28637838]],[[ 0.09325533]],[[-0.04159939]],-5.48700761795,-0.24001185596,177.918319702
-0.2848,0.0205,0.4372,-0.584336233568,-0.00285714558193,[[-0.29636095]],[[ 0.01971909]],[[ 0.44155042]],[[-5.50248362]],[[-0.19034383]],[[-0.39904962]],[[ 0.19916435]],[[-0.18972993]],[[ 0.07263052]],[[-4.7052429]],[[ 2.04968113]],[[ 0.19839805]],0,[[-4.81427401]],[[-11.53112862]],[[ 64.20761545]],[[ 0.28073778]],[[ 0.09697914]],[[-0.04155042]],-5.46908950806,-0.149236768484,177.996307373
-0.2848,0.0205,0.4372,-0.584336233568,-0.00285714558193,[[-0.29284746]],[[ 0.01824772]],[[ 0.44146935]],[[-5.49378535]],[[-0.03662741]],[[-0.41149196]],[[ 0.20793981]],[[-0.1872739]],[[ 0.06797495]],[[-4.6501065]],[[ 2.18143283]],[[ 0.1415046]],0,[[-4.64339629]],[[-11.8591286]],[[ 64.21593326]],[[ 0.27570071]],[[ 0.10040781]],[[-0.04146935]],-5.45987844467,0.0443951524794,178.129562378
-0.2848,0.0205,0.4372,-0.584336233568,-0.00285714558193,[[-0.28981893]],[[ 0.017031]],[[ 0.44136202]],[[-5.47561767]],[[ 0.1960216]],[[-0.42350091]],[[ 0.21341277]],[[-0.18349109]],[[ 0.06343642]],[[-4.58615033]],[[ 2.38994435]],[[ 0.08856401]],0,[[-4.47887721]],[[-12.17668948]],[[ 64.22448914]],[[ 0.27121408]],[[ 0.10357601]],[[-0.04136202]],-5.43628692627,0.324248701334,178.337692261
-0.2848,0.0205,0.4372,-0.584336233568,-0.00285714558193,[[-0.28722602]],[[ 0.0160396]],[[ 0.44123359]],[[-5.45583482]],[[ 0.34089031]],[[-0.43507338]],[[ 0.21605825]],[[-0.17862719]],[[ 0.05903793]],[[-4.52122931]],[[ 2.50958068]],[[ 0.03943263]],0,[[-4.32382895]],[[-12.48365068]],[[ 64.23315038]],[[ 0.26722811]],[[ 0.10651381]],[[-0.04123359]],-5.41591072083,0.414462357759,178.413864136
-0.2848,0.0205,0.4372,-0.584336233568,-0.00285714558193,[[-0.28502322]],[[ 0.01524677]],[[ 0.4410886]],[[-5.43615949]],[[ 0.50218286]],[[-0.44620784]],[[ 0.21630167]],[[-0.17289873]],[[ 0.05479756]],[[-4.45705667]],[[ 2.64427668]],[[-0.00603374]],0,[[-4.18036341]],[[-12.77989618]],[[ 64.24180735]],[[ 0.26369633]],[[ 0.10924718]],[[-0.0410886]],-5.39669561386,0.585016071796,178.536987305
-0.2848,0.0205,0.4372,-0.584336233568,-0.00285714558193,[[-0.2831687]],[[ 0.01462819]],[[ 0.44093101]],[[-5.42847594]],[[ 0.56369021]],[[-0.4569042]],[[ 0.21452279]],[[-0.16649574]],[[ 0.05072903]],[[-4.40537834]],[[ 2.67895489]],[[-0.04797929]],0,[[-4.04955327]],[[-13.06535145]],[[ 64.2503705]],[[ 0.26057553]],[[ 0.11179843]],[[-0.04093101]],-5.39669561386,0.585016071796,178.536987305
-0.2848,0.0205,0.4372,-0.584336233568,-0.00285714558193,[[-0.28162407]],[[ 0.01416184]],[[ 0.44076426]],[[-5.42537472]],[[ 0.58708234]],[[-0.46716371]],[[ 0.21105956]],[[-0.15958422]],[[ 0.04684234]],[[-4.35874293]],[[ 2.67559491]],[[-0.08654782]],0,[[-3.93178383]],[[-13.3399805]],[[ 64.25876766]],[[ 0.2578257]],[[ 0.11418662]],[[-0.04076426]],-5.39669561386,0.585016071796,178.536987305
-0.2692,0.022,0.4364,-0.38536869884,-0.00987653227919,[[-0.27787327]],[[ 0.01406634]],[[ 0.44046412]],[[-5.36237424]],[[ 0.73914043]],[[-0.46166147]],[[ 0.22051745]],[[-0.15093285]],[[ 0.04241057]],[[-4.25332952]],[[ 2.79951634]],[[-0.06143528]],0,[[-3.58632209]],[[-13.19490919]],[[ 64.27022049]],[[ 0.25504939]],[[ 0.11118105]],[[-0.04046412]],-5.2975487709,0.815347671509,178.730651855
-0.2692,0.022,0.4364,-0.38536869884,-0.00987653227919,[[-0.27463945]],[[ 0.01405877]],[[ 0.44017444]],[[-5.24927438]],[[ 0.92273159]],[[-0.45635131]],[[ 0.22644896]],[[-0.14227323]],[[ 0.03829468]],[[-4.09941128]],[[ 2.95339782]],[[-0.03807063]],0,[[-3.29952703]],[[-13.0544667]],[[ 64.28093607]],[[ 0.25272995]],[[ 0.10840686]],[[-0.04017444]],-5.15462017059,1.01736319065,178.92376709
-0.2692,0.022,0.4364,-0.38536869884,-0.00987653227919,[[-0.27187003]],[[ 0.01412524]],[[ 0.43989622]],[[-5.16394657]],[[ 1.0242894]],[[-0.45123457]],[[ 0.22936053]],[[-0.13368609]],[[ 0.03448218]],[[-3.97448131]],[[ 3.02462802]],[[-0.01639021]],0,[[-3.06067701]],[[-12.91872313]],[[ 64.29093604]],[[ 0.25081809]],[[ 0.1058448]],[[-0.03989622]],-5.08711910248,1.06809341908,179.00819397
-0.2692,0.022,0.4364,-0.38536869884,-0.00987653227919,[[-0.26951656]],[[ 0.01425334]],[[ 0.43963018]],[[-5.06973662]],[[ 1.13963913]],[[-0.44631189]],[[ 0.22970573]],[[-0.12523865]],[[ 0.03095979]],[[-3.8420026]],[[ 3.10879372]],[[ 0.00366986]],0,[[-2.86111369]],[[-12.78772888]],[[ 64.30024556]],[[ 0.24926845]],[[ 0.10347741]],[[-0.03963018]],-4.98826694489,1.19139802456,179.128128052
-0.2692,0.022,0.4364,-0.38536869884,-0.00987653227919,[[-0.26753447]],[[ 0.01443212]],[[ 0.43937683]],[[-4.98037954]],[[ 1.20605793]],[[-0.44158329]],[[ 0.22788953]],[[-0.11698615]],[[ 0.02771367]],[[-3.71563348]],[[ 3.14373527]],[[ 0.02217347]],0,[[-2.69385493]],[[-12.66151607]],[[ 64.30889239]],[[ 0.24803941]],[[ 0.10128885]],[[-0.03937683]],-4.90266704559,1.22754573822,179.204284668
-0.2569,0.0204,0.4341,-0.404043721837,-0.0403509325525,[[-0.26392675]],[[ 0.01439741]],[[ 0.43877069]],[[-4.87579379]],[[ 1.3071443]],[[-0.43848679]],[[ 0.23555194]],[[-0.11044055]],[[ 0.02262045]],[[-3.57545328]],[[ 3.21261681]],[[ 0.03351075]],0,[[-2.47519971]],[[-12.57847654]],[[ 64.32592768]],[[ 0.24507071]],[[ 0.09902001]],[[-0.03877069]],-4.78958797455,1.34950399399,179.33442688
-0.2569,0.0204,0.4341,-0.404043721837,-0.0403509325525,[[-0.26082834]],[[ 0.01442326]],[[ 0.43821812]],[[-4.77375659]],[[ 1.36118833]],[[-0.43552419]],[[ 0.23983565]],[[-0.10392313]],[[ 0.01812979]],[[-3.43917989]],[[ 3.23429316]],[[ 0.04387287]],0,[[-2.28865834]],[[-12.49878533]],[[ 64.34105865]],[[ 0.24256473]],[[ 0.09696291]],[[-0.03821812]],-4.68995332718,1.37451851368,179.4112854
-0.2569,0.0204,0.4341,-0.404043721837,-0.0403509325525,[[-0.25818666]],[[ 0.01449981]],[[ 0.43771566]],[[-4.64772804]],[[ 1.45524707]],[[-0.43269417]],[[ 0.2412387]],[[-0.0974892]],[[ 0.01418704]],[[-3.28052724]],[[ 3.29532891]],[[ 0.05330346]],0,[[-2.12510935]],[[-12.42242661]],[[ 64.35448108]],[[ 0.24047204]],[[ 0.09509887]],[[-0.03771566]],-4.55016231537,1.49278187752,179.535980225
-0.2569,0.0204,0.4341,-0.404043721837,-0.0403509325525,[[-0.25595331]],[[ 0.0146183]],[[ 0.43725995]],[[-4.53589988]],[[ 1.50675907]],[[-0.42999512]],[[ 0.24020637]],[[-0.09118446]],[[ 0.01074123]],[[-3.13748756]],[[ 3.31368312]],[[ 0.06184562]],0,[[-1.98393424]],[[-12.34937565]],[[ 64.36636981]],[[ 0.23874719]],[[ 0.09341076]],[[-0.03725995]],-4.44793558121,1.51804625988,179.610153198
-0.2569,0.0204,0.4341,-0.404043721837,-0.0403509325525,[[-0.25408381]],[[ 0.01477096]],[[ 0.43684774]],[[-4.39611188]],[[ 1.58317804]],[[-0.42742515]],[[ 0.23713542]],[[-0.0850462]],[[ 0.00774492]],[[-2.96821077]],[[ 3.35648832]],[[ 0.06954186]],0,[[-1.86397112]],[[-12.27959955]],[[ 64.37688136]],[[ 0.23734843]],[[ 0.09188299]],[[-0.03684774]],-4.2920126915,1.60950171947,179.727661133
-0.2354,0.0207,0.4321,-0.355523568631,-0.040000038147,[[-0.24911821]],[[ 0.01499867]],[[ 0.43615782]],[[-4.26909636]],[[ 1.61677631]],[[-0.42124439]],[[ 0.25209462]],[[-0.07882912]],[[ 0.00332002]],[[-2.81323982]],[[ 3.35652134]],[[ 0.09117454]],0,[[-1.53093483]],[[-12.11335022]],[[ 64.39359836]],[[ 0.2334734]],[[ 0.08817603]],[[-0.03615782]],-4.1737947464,1.61679661274,179.801193237
-0.2354,0.0207,0.4321,-0.355523568631,-0.040000038147,[[-0.24481651]],[[ 0.01524246]],[[ 0.4355404]],[[-4.10858761]],[[ 1.66946785]],[[-0.41534011]],[[ 0.26236297]],[[-0.07287787]],[[-0.00043161]],[[-2.62667736]],[[ 3.3754369]],[[ 0.11086376]],0,[[-1.2448276]],[[-11.95404944]],[[ 64.40978782]],[[ 0.23015235]],[[ 0.08483721]],[[-0.0355404]],-3.9938583374,1.68110024929,179.914901733
-0.2354,0.0207,0.4321,-0.355523568631,-0.040000038147,[[-0.24111257]],[[ 0.01549752]],[[ 0.43498963]],[[-4.04718052]],[[ 1.68946638]],[[-0.40970893]],[[ 0.26859232]],[[-0.06720476]],[[-0.00358264]],[[-2.53996961]],[[ 3.36183265]],[[ 0.12869942]],0,[[-1.00530086]],[[-11.80164591]],[[ 64.43451644]],[[ 0.22733065]],[[ 0.08183046]],[[-0.03498963]],-3.9938583374,1.68110024929,179.914901733
-0.2354,0.0207,0.4321,-0.355523568631,-0.040000038147,[[-0.23794531]],[[ 0.01575973]],[[ 0.43449995]],[[-3.82457745]],[[ 1.73168626]],[[-0.40434693]],[[ 0.27136789]],[[-0.06181757]],[[-0.0061997]],[[-2.29469966]],[[ 3.37033941]],[[ 0.14477013]],0,[[-0.80984936]],[[-11.65607129]],[[ 64.45561122]],[[ 0.22495745]],[[ 0.07912322]],[[-0.03449995]],-3.67374515533,1.73691761494,-179.898193359
-0.2354,0.0207,0.4321,-0.355523568631,-0.040000038147,[[-0.23525841]],[[ 0.01602554]],[[ 0.43406614]],[[-3.66169648]],[[ 1.7481649]],[[-0.39924966]],[[ 0.27121349]],[[-0.05672024]],[[-0.0083437]],[[-2.1109194]],[[ 3.35330447]],[[ 0.15916302]],0,[[-0.6546688]],[[-11.5172418]],[[ 64.47345068]],[[ 0.22298558]],[[ 0.07668615]],[[-0.03406614]],-3.54867815971,1.73768901825,-179.818252563
-0.2354,0.0207,0.4321,-0.355523568631,-0.040000038147,[[-0.23300011]],[[ 0.01629194]],[[ 0.43368328]],[[-3.47396939]],[[ 1.78036622]],[[-0.39441222]],[[ 0.2685965]],[[-0.05191342]],[[-0.01007021]],[[-1.90438436]],[[ 3.35198741]],[[ 0.17196361]],0,[[-0.53531729]],[[-11.38505958]],[[ 64.48838453]],[[ 0.2213714]],[[ 0.07449284]],[[-0.03368328]],-3.34695768356,1.77955627441,-179.716888428
-0.2354,0.0207,0.4321,-0.355523568631,-0.040000038147,[[-0.23112298]],[[ 0.0165564]],[[ 0.4333468]],[[-3.31744583]],[[ 1.79227812]],[[-0.38982928]],[[ 0.26393256]],[[-0.04739498]],[[-0.0114298]],[[-1.7307516]],[[ 3.33061755]],[[ 0.18325569]],0,[[-0.44718279]],[[-11.25941415]],[[ 64.5007347]],[[ 0.22007467]],[[ 0.07251954]],[[-0.0333468]],-3.21066784859,1.7791364193,-179.63772583
-0.2354,0.0207,0.4321,-0.355523568631,-0.040000038147,[[-0.22958359]],[[ 0.0168168]],[[ 0.43305239]],[[-3.06447916]],[[ 1.82644431]],[[-0.38549517]],[[ 0.25758998]],[[-0.0431605]],[[-0.01246836]],[[-1.46345568]],[[ 3.33146809]],[[ 0.19312115]],0,[[-0.38578704]],[[-11.14018366]],[[ 64.51079651]],[[ 0.21905841]],[[ 0.07074491]],[[-0.03305239]],-2.90010166168,1.82696735859,-179.452865601
-0.2354,0.0207,0.4321,-0.355523568631,-0.040000038147,[[-0.22834236]],[[ 0.0170714]],[[ 0.43279608]],[[-2.96780082]],[[ 1.83936857]],[[-0.38140388]],[[ 0.24989388]],[[-0.03920364]],[[-0.0132274]],[[-1.35336939]],[[ 3.31130236]],[[ 0.20163991]],0,[[-0.34696471]],[[-11.02723616]],[[ 64.51883996]],[[ 0.21828874]],[[ 0.06914977]],[[-0.03279608]],-2.90010166168,1.82696735859,-179.452865601
-0.212,0.0313,0.4269,-0.365821011218,-0.061176443133,[[-0.22364184]],[[ 0.01900456]],[[ 0.43174716]],[[-2.74087355]],[[ 1.88044655]],[[-0.37834239]],[[ 0.26258888]],[[-0.02579592]],[[-0.01851305]],[[-1.11555818]],[[ 3.31917954]],[[ 0.20576145]],0,[[ 0.22903724]],[[-10.9415918]],[[ 64.56258901]],[[ 0.2148454]],[[ 0.06494844]],[[-0.03174716]],-2.59462809563,1.88529074192,-179.270294189
-0.212,0.0313,0.4269,-0.365821011218,-0.061176443133,[[-0.2195821]],[[ 0.02074302]],[[ 0.4308206]],[[-2.56002693]],[[ 1.95303331]],[[-0.3754787]],[[ 0.27085687]],[[-0.01428392]],[[-0.02278832]],[[-0.92567174]],[[ 3.35814039]],[[ 0.20894038]],0,[[ 0.71439663]],[[-10.86114269]],[[ 64.59932685]],[[ 0.21189113]],[[ 0.06122679]],[[-0.0308206]],-2.44325351715,1.97699284554,-179.172286987
-0.212,0.0313,0.4269,-0.365821011218,-0.061176443133,[[-0.21609847]],[[ 0.02230183]],[[ 0.43000545]],[[-2.49091586]],[[ 1.98063166]],[[-0.37280628]],[[ 0.2753261]],[[-0.00447175]],[[-0.0261747]],[[-0.84816753]],[[ 3.35222328]],[[ 0.21123965]],0,[[ 1.10882178]],[[-10.78573302]],[[ 64.62981355]],[[ 0.20937743]],[[ 0.05793974]],[[-0.03000545]],-2.44325351715,1.97699284554,-179.172286987
-0.212,0.0313,0.4269,-0.365821011218,-0.061176443133,[[-0.21313127]],[[ 0.02369524]],[[ 0.42929145]],[[-2.30098024]],[[ 2.03368581]],[[-0.3703185]],[[ 0.27655971]],[[ 0.00382096]],[[-0.02878249]],[[-0.6519367]],[[ 3.37153996]],[[ 0.21272005]],0,[[ 1.41733097]],[[-10.71520367]],[[ 64.6547513]],[[ 0.20725916]],[[ 0.05504585]],[[-0.02929145]],-2.18030524254,2.04556488991,-178.979202271
-0.212,0.0313,0.4269,-0.365821011218,-0.061176443133,[[-0.21062559]],[[ 0.0249368]],[[ 0.42866908]],[[-2.15481646]],[[ 2.05900058]],[[-0.36800871]],[[ 0.27506097]],[[ 0.01075979]],[[-0.0307116]],[[-0.50093604]],[[ 3.3632319]],[[ 0.21344015]],0,[[ 1.64797694]],[[-10.64939297]],[[ 64.67478556]],[[ 0.20549449]],[[ 0.05250711]],[[-0.02866908]],-2.06195640564,2.05389142036,-178.891372681
-0.1892,0.0404,0.4198,-0.343306263867,-0.122413607925,[[-0.20490501]],[[ 0.02748647]],[[ 0.42700031]],[[-2.09896887]],[[ 2.06854276]],[[-0.36413579]],[[ 0.2921867]],[[ 0.02484152]],[[-0.03856328]],[[-0.44074971]],[[ 3.33940722]],[[ 0.2202964]],0,[[ 2.35370537]],[[-10.54187006]],[[ 64.74191544]],[[ 0.20125886]],[[ 0.04729102]],[[-0.02700031]],-2.06195640564,2.05389142036,-178.891372681
-0.1892,0.0404,0.4198,-0.343306263867,-0.122413607925,[[-0.19995018]],[[ 0.02974908]],[[ 0.42553091]],[[-2.07762069]],[[ 2.07206133]],[[-0.36049793]],[[ 0.30390937]],[[ 0.03645595]],[[-0.04481262]],[[-0.41527785]],[[ 3.30986094]],[[ 0.22595521]],[[-0.0602166]],[[ 2.90342407]],[[-10.44048263]],[[ 64.79777676]],[[ 0.19759134]],[[ 0.04269362]],[[-0.02553091]],-2.06195640564,2.05389142036,-178.891372681
-0.1892,0.0404,0.4198,-0.343306263867,-0.122413607925,[[-0.19568475]],[[ 0.03174953]],[[ 0.42424264]],[[-1.82381725]],[[ 2.1333688]],[[-0.35708809]],[[ 0.31098076]],[[ 0.04588897]],[[-0.04965715]],[[-0.1601642]],[[ 3.33775895]],[[ 0.23049164]],[[-0.13903346]],[[ 3.31150547]],[[-10.34506607]],[[ 64.8436143]],[[ 0.19443866]],[[ 0.03865439]],[[-0.02424264]],-1.66693139076,2.15052509308,-178.593444824
-0.1892,0.0404,0.4198,-0.343306263867,-0.122413607925,[[-0.19203821]],[[ 0.03351117]],[[ 0.4231185]],[[-1.6519346]],[[ 2.16433016]],[[-0.35389905]],[[ 0.31407572]],[[ 0.05340099]],[[-0.05327586]],[[ 0.01140836]],[[ 3.33536934]],[[ 0.23397837]],[[-0.2062277]],[[ 3.59746327]],[[-10.25545029]],[[ 64.88058064]],[[ 0.19175089]],[[ 0.03511792]],[[-0.0231185]],-1.54642355442,2.16286063194,-178.5103302
-0.1892,0.0404,0.4198,-0.343306263867,-0.122413607925,[[-0.18894557]],[[ 0.03505581]],[[ 0.42214271]],[[-1.46637961]],[[ 2.16896056]],[[-0.3509235]],[[ 0.31379827]],[[ 0.05922863]],[[-0.0558305]],[[ 0.19480578]],[[ 3.30696257]],[[ 0.23648566]],[[-0.26296571]],[[ 3.78158401]],[[-10.17146068]],[[ 64.90973532]],[[ 0.18948137]],[[ 0.03203355]],[[-0.02214271]],-1.35359668732,2.15149140358,-178.407302856
-0.1814,0.0551,0.418,-0.169646003294,-0.0315789906933,[[-0.18510663]],[[ 0.03874163]],[[ 0.42101436]],[[-1.30616248]],[[ 2.16695754]],[[-0.33477618]],[[ 0.31784021]],[[ 0.07706683]],[[-0.05911756]],[[ 0.35133078]],[[ 3.27227641]],[[ 0.29083994]],[[-0.31102281]],[[ 4.25025983]],[[-9.73605109]],[[ 64.94512113]],[[ 0.18755909]],[[ 0.02422738]],[[-0.02101436]],-1.20990514755,2.14562678337,-178.325973511
