x,y,z,yaw,vzcam,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk,pitch,roll,yaw,thrust,xd,yd,zd
0.2759,-0.6958,0.4343,-0.695164641069,-0.84153772072,[[ 0.30231682]],[[-0.70926655]],[[ 0.47157987]],[[ 0.28183626]],[[-0.29325077]],[[-0.2420698]],[[-0.6623638]],[[-0.26079308]],-10,[[-4.31281817]],0,[[ 73.36589251]],[[-0.67457566]],[[ 0.37336601]],[[-0.07157987]]
0.2759,-0.6958,0.4343,-0.695164641069,-0.84153772072,[[ 0.29711998]],[[-0.70770304]],[[ 0.46361535]],[[ 0.27748837]],[[-0.29081189]],[[-0.27403712]],[[-0.66800109]],[[-0.26245972]],-10,[[-4.27972797]],0,[[ 76.00183038]],[[-0.6716214]],[[ 0.37154889]],[[-0.06361535]]
0.2759,-0.6958,0.4343,-0.695164641069,-0.84153772072,[[ 0.29331672]],[[-0.70655071]],[[ 0.45664864]],[[ 0.27393296]],[[-0.28861727]],[[-0.29840748]],[[-0.67308723]],[[-0.26380876]],-10,[[-4.24497565]],0,[[ 78.0560917]],[[-0.66981032]],[[ 0.36959809]],[[-0.05664864]]
0.2759,-0.6958,0.4343,-0.695164641069,-0.84153772072,[[ 0.2905306]],[[-0.70569856]],[[ 0.45058492]],[[ 0.27095727]],[[-0.28660402]],[[-0.31616558]],[[-0.67767491]],[[-0.26487312]],-10,[[-4.20992498]],0,[[ 79.60234486]],[[-0.6687941]],[[ 0.36760433]],[[-0.05058492]]
0.2759,-0.6958,0.4343,-0.695164641069,-0.84153772072,[[ 0.2884869]],[[-0.70506558]],[[ 0.44533621]],[[ 0.26840657]],[[-0.28472637]],[[-0.32820016]],[[-0.68181174]],[[-0.26568246]],-10,[[-4.17551687]],0,[[ 80.70720105]],[[-0.66832339]],[[ 0.36563098]],[[-0.04533621]]
0.2759,-0.6958,0.4343,-0.695164641069,-0.84153772072,[[ 0.28698513]],[[-0.70459266]],[[ 0.44082102]],[[ 0.26616833]],[[-0.28295102]],[[-0.3353111]],[[-0.68554084]],[[-0.26626343]],-10,[[-4.14237709]],0,[[ 81.43072575]],[[-0.66822032]],[[ 0.36372088]],[[-0.04082102]]
0.2555,-0.6911,0.4063,-0.667937504738,-0.47457614845,[[ 0.28028749]],[[-0.70294842]],[[ 0.43251113]],[[ 0.26118138]],[[-0.28056725]],[[-0.36389336]],[[-0.68617224]],[[-0.265167]],-10,[[-4.1785927]],0,[[ 83.84697908]],[[-0.66222628]],[[ 0.36627027]],[[-0.03251113]]
0.2555,-0.6911,0.4063,-0.667937504738,-0.47457614845,[[ 0.2753898]],[[-0.70173775]],[[ 0.42528243]],[[ 0.25719405]],[[-0.27843469]],[[-0.384593]],[[-0.68673091]],[[-0.26404142]],-10,[[-4.20324857]],0,85,[[-0.65787572]],[[ 0.36806921]],[[-0.02528243]]
0.2555,-0.6911,0.4063,-0.667937504738,-0.47457614845,[[ 0.27180582]],[[-0.7008436]],[[ 0.41902927]],[[ 0.25393678]],[[-0.2764883]],[[-0.3984738]],[[-0.6872239]],[[-0.26289083]],-10,[[-4.21959683]],0,85,[[-0.65471939]],[[ 0.36932731]],[[-0.01902927]]
0.2555,-0.6911,0.4063,-0.667937504738,-0.47457614845,[[ 0.26918068]],[[-0.70018054]],[[ 0.41365385]],[[ 0.25121352]],[[-0.27468074]],[[-0.4064929]],[[-0.68765757]],[[-0.26171895]],-10,[[-4.23000162]],0,85,[[-0.65243011]],[[ 0.37019723]],[[-0.01365385]]
0.2555,-0.6911,0.4063,-0.667937504738,-0.47457614845,[[ 0.26725541]],[[-0.69968624]],[[ 0.40906586]],[[ 0.24888167]],[[-0.27297753]],[[-0.40950897]],[[-0.6880377]],[[-0.26052907]],-10,[[-4.23617871]],0,85,[[-0.65076963]],[[ 0.37078994]],[[-0.00906586]]
0.2555,-0.6911,0.4063,-0.667937504738,-0.47457614845,[[ 0.26584099]],[[-0.69931518]],[[ 0.40518217]],[[ 0.24683749]],[[-0.27135358]],[[-0.40829002]],[[-0.68836948]],[[-0.25932418]],-10,[[-4.23937084]],0,85,[[-0.64956456]],[[ 0.37118599]],[[-0.00518217]]
0.2473,-0.6728,0.4041,-0.729547627334,-0.0379309771036,[[ 0.26255262]],[[-0.69401979]],[[ 0.40157649]],[[ 0.24383277]],[[-0.26717334]],[[-0.40553822]],[[-0.6948255]],[[-0.261364]],-10,[[-4.14141387]],0,85,[[-0.64603099]],[[ 0.36502233]],[[-0.00157649]]
0.2473,-0.6728,0.4041,-0.729547627334,-0.0379309771036,[[ 0.2601437]],[[-0.69014535]],[[ 0.39856738]],[[ 0.24131124]],[[-0.26376803]],[[-0.3995051]],[[-0.70065295]],[[-0.26305506]],[[-9.98327009]],[[-4.05895279]],0,85,[[-0.64380782]],[[ 0.3598428]],[[ 0.00143262]]
0.2473,-0.6728,0.4041,-0.729547627334,-0.0379309771036,[[ 0.25837671]],[[-0.68730803]],[[ 0.39608756]],[[ 0.23914398]],[[-0.26092941]],[[-0.39076783]],[[-0.70591185]],[[-0.26443318]],[[-9.93771569]],[[-3.98872338]],0,85,[[-0.64250592]],[[ 0.35543916]],[[ 0.00391244]]
0.2473,-0.6728,0.4041,-0.729547627334,-0.0379309771036,[[ 0.25707829]],[[-0.68522769]],[[ 0.3940756]],[[ 0.23723721]],[[-0.25850601]],[[-0.37983659]],[[-0.71065649]],[[-0.26553056]],[[-9.90285627]],[[-3.92830098]],0,85,[[-0.64184392]],[[ 0.35165696]],[[ 0.0059244]]
0.2473,-0.6728,0.4041,-0.729547627334,-0.0379309771036,[[ 0.2561219]],[[-0.6836999]],[[ 0.39247553]],[[ 0.23552269]],[[-0.25638763]],[[-0.36716053]],[[-0.71493597]],[[-0.26637621]],[[-9.87550456]],[[-3.87586213]],0,85,[[-0.64161917]],[[ 0.34838028]],[[ 0.00752447]]
0.2222,-0.6612,0.3895,-0.679631210727,-0.251724791897,[[ 0.24853921]],[[-0.67939769]],[[ 0.38891463]],[[ 0.2304207]],[[-0.25286268]],[[-0.3665222]],[[-0.71380217]],[[-0.26440579]],[[-9.72397759]],[[-3.91094097]],0,85,[[-0.63267547]],[[ 0.35082007]],[[ 0.01108537]]
0.2222,-0.6612,0.3895,-0.679631210727,-0.251724791897,[[ 0.24299707]],[[-0.67624872]],[[ 0.3859254]],[[ 0.22640552]],[[-0.2499573]],[[-0.36262423]],[[-0.71276469]],[[-0.26250214]],[[-9.60801707]],[[-3.93772069]],0,85,[[-0.62605901]],[[ 0.35271805]],[[ 0.0140746]]
0.2222,-0.6612,0.3895,-0.679631210727,-0.251724791897,[[ 0.23894423]],[[-0.67394147]],[[ 0.38344434]],[[ 0.22318337]],[[-0.24750541]],[[-0.35602075]],[[-0.71181445]],[[-0.26065976]],[[-9.5180993]],[[-3.95833452]],0,85,[[-0.62114772]],[[ 0.35421314]],[[ 0.01655566]]
0.2222,-0.6612,0.3895,-0.679631210727,-0.251724791897,[[ 0.23597837]],[[-0.6722486]],[[ 0.38141339]],[[ 0.22054056]],[[-0.2453862]],[[-0.3472026]],[[-0.71094325]],[[-0.25887367]],[[-9.44727209]],[[-3.97433851]],0,85,[[-0.61748686]],[[ 0.35540675]],[[ 0.01858661]]
0.2222,-0.6612,0.3895,-0.679631210727,-0.251724791897,[[ 0.2338059]],[[-0.6710042]],[[ 0.37977959]],[[ 0.21832164]],[[-0.24351174]],[[-0.33660285]],[[-0.71014365]],[[-0.25713938]],[[-9.39045937]],[[-3.98687137]],0,[[ 84.57322023]],[[-0.61474388]],[[ 0.35637312]],[[ 0.02022041]]
0.2222,-0.6612,0.3895,-0.679631210727,-0.251724791897,[[ 0.2322125]],[[-0.67008717]],[[ 0.37849476]],[[ 0.21641348]],[[-0.24181804]],[[-0.32460204]],[[-0.70940893]],[[-0.25545282]],[[-9.34395381]],[[-3.99676949]],0,[[ 83.79740507]],[[-0.61267555]],[[ 0.35716681]],[[ 0.02150524]]
0.2222,-0.6612,0.3895,-0.679631210727,-0.251724791897,[[ 0.2310418]],[[-0.66940914]],[[ 0.37751519]],[[ 0.21473379]],[[-0.24025854]],[[-0.31153305]],[[-0.70873299]],[[-0.25381033]],[[-9.30504684]],[[-4.00464981]],0,[[ 82.93155389]],[[-0.61110389]],[[ 0.35782808]],[[ 0.02248481]]
0.2222,-0.6612,0.3895,-0.679631210727,-0.251724791897,[[ 0.23017965]],[[-0.6689056]],[[ 0.3768013]],[[ 0.21322267]],[[-0.23879933]],[[-0.29768559]],[[-0.70811034]],[[-0.25220857]],[[-9.27175861]],[[-4.01096959]],0,[[ 81.99792577]],[[-0.60989859]],[[ 0.35838677]],[[ 0.0231987]]
0.1925,-0.6339,0.3897,-0.679631210727,0.00277777674757,[[ 0.22140946]],[[-0.66105342]],[[ 0.37634921]],[[ 0.20776522]],[[-0.23367337]],[[-0.28312704]],[[-0.70753598]],[[-0.25064453]],[[-9.076975]],[[-4.01013933]],0,[[ 81.00143243]],[[-0.59792398]],[[ 0.35846993]],[[ 0.02365079]]
0.1925,-0.6339,0.3897,-0.679631210727,0.00277777674757,[[ 0.2150017]],[[-0.65531466]],[[ 0.37609145]],[[ 0.20353063]],[[-0.22964335]],[[-0.26828743]],[[-0.70700541]],[[-0.2491155]],[[-8.93047708]],[[-4.00981015]],0,[[ 79.97554712]],[[-0.58913414]],[[ 0.3585861]],[[ 0.02390855]]
0.1925,-0.6339,0.3897,-0.679631210727,0.00277777674757,[[ 0.21031815]],[[-0.65111839]],[[ 0.37599948]],[[ 0.2001878]],[[-0.22641304]],[[-0.25334751]],[[-0.70651455]],[[-0.24761899]],[[-8.81924441]],[[-4.00981077]],0,[[ 78.93435197]],[[-0.58267145]],[[ 0.35872394]],[[ 0.02400052]]
0.1925,-0.6339,0.3897,-0.679631210727,0.00277777674757,[[ 0.20689302]],[[-0.64804793]],[[ 0.37604778]],[[ 0.19749584]],[[-0.22376692]],[[-0.23846027]],[[-0.7060597]],[[-0.24615278]],[[-8.73378177]],[[-4.01001308]],0,[[ 77.88982997]],[[-0.57790972]],[[ 0.3588749]],[[ 0.02395222]]
0.1925,-0.6339,0.3897,-0.679631210727,0.00277777674757,[[ 0.20438637]],[[-0.64579917]],[[ 0.37621359]],[[ 0.19527949]],[[-0.22154818]],[[-0.22375383]],[[-0.70563752]],[[-0.24471484]],[[-8.66716403]],[[-4.010323]],0,[[ 76.85208891]],[[-0.57439174]],[[ 0.35903271]],[[ 0.02378641]]
0.1925,-0.6339,0.3897,-0.679631210727,0.00277777674757,[[ 0.20255011]],[[-0.64415017]],[[ 0.3764767]],[[ 0.1934112]],[[-0.2196427]],[[-0.20933432]],[[-0.70524498]],[[-0.24330332]],[[-8.61433989]],[[-4.01067286]],0,[[ 75.8295669]],[[-0.57178362]],[[ 0.35919282]],[[ 0.0235233]]
0.1604,-0.6109,0.4116,-0.827460598371,0.347619247581,[[ 0.19241479]],[[-0.63664198]],[[ 0.3803021]],[[ 0.18747762]],[[-0.21487172]],[[-0.17520511]],[[-0.71963059]],[[-0.24922594]],[[-8.46936365]],[[-3.89990544]],0,[[ 73.24925273]],[[-0.56432053]],[[ 0.35196422]],[[ 0.0196979]]
0.1604,-0.6109,0.4116,-0.827460598371,0.347619247581,[[ 0.18501161]],[[-0.63115505]],[[ 0.38380614]],[[ 0.18292975]],[[-0.21112888]],[[-0.14489694]],[[-0.73263241]],[[-0.25441732]],[[-8.36877484]],[[-3.80077817]],0,[[ 70.95247832]],[[-0.55967541]],[[ 0.34546987]],[[ 0.01619386]]
0.1604,-0.6109,0.4116,-0.827460598371,0.347619247581,[[ 0.17960245]],[[-0.62714334]],[[ 0.3870078]],[[ 0.17939194]],[[-0.20813625]],[[-0.11808005]],[[-0.74438238]],[[-0.2589506]],[[-8.29959387]],[[-3.71128514]],0,[[ 68.91521335]],[[-0.55699946]],[[ 0.33958416]],[[ 0.0129922]]
0.1604,-0.6109,0.4116,-0.827460598371,0.347619247581,[[ 0.17564863]],[[-0.62420833]],[[ 0.3899258]],[[ 0.17659084]],[[-0.20569157]],[[-0.09444514]],[[-0.75499982]],[[-0.26289173]],[[-8.25246915]],[[-3.63006911]],0,[[ 67.11486936]],[[-0.55568273]],[[ 0.33422325]],[[ 0.0100742]]
0.1604,-0.6109,0.4116,-0.827460598371,0.347619247581,[[ 0.172757]],[[-0.62205918]],[[ 0.3925785]],[[ 0.17432755]],[[-0.20364767]],[[-0.0737029]],[[-0.76459272]],[[-0.2663001]],[[-8.22068456]],[[-3.55616305]],0,[[ 65.53027756]],[[-0.55528877]],[[ 0.32932809]],[[ 0.0074215]]
0.1604,-0.6109,0.4116,-0.827460598371,0.347619247581,[[ 0.17064063]],[[-0.62048363]],[[ 0.39498377]],[[ 0.17245734]],[[-0.20189745]],[[-0.05558351]],[[-0.77325876]],[[-0.26922926]],[[-8.19943428]],[[-3.48883419]],0,[[ 64.14165722]],[[-0.55550683]],[[ 0.32485433]],[[ 0.00501623]]
0.1604,-0.6109,0.4116,-0.827460598371,0.347619247581,[[ 0.16909011]],[[-0.61932677]],[[ 0.39715889]],[[ 0.17087487]],[[-0.20036293]],[[-0.03983601]],[[-0.78108633]],[[-0.27172745]],[[-8.18529429]],[[-3.42749134]],0,[[ 62.93057629]],[[-0.55611701]],[[ 0.32076625]],[[ 0.00284111]]
0.1544,-0.6044,0.4107,-0.721344579849,-0.012162142413,[[ 0.16631037]],[[-0.61669641]],[[ 0.39897739]],[[ 0.1687122]],[[-0.19813017]],[[-0.02705294]],[[-0.77757762]],[[-0.2687077]],[[-8.10387996]],[[-3.45620851]],0,[[ 61.9448361]],[[-0.55116188]],[[ 0.32279124]],[[ 0.00102261]]
0.1544,-0.6044,0.4107,-0.721344579849,-0.012162142413,[[ 0.16427589]],[[-0.61476994]],[[ 0.40061419]],[[ 0.16692405]],[[-0.19625256]],[[-0.01605473]],[[-0.77439231]],[[-0.2658679]],[[-8.03890259]],[[-3.4815419]],0,[[ 61.09312179]],[[-0.54732941]],[[ 0.32459076]],[[-0.00061419]]
0.1544,-0.6044,0.4107,-0.721344579849,-0.012162142413,[[ 0.16278537]],[[-0.61335722]],[[ 0.40208317]],[[ 0.16541006]],[[-0.19463532]],[[-0.00665839]],[[-0.7714997]],[[-0.26319129]],[[-7.98613474]],[[-3.5040078]],0,[[ 60.36192913]],[[-0.54433474]],[[ 0.32619909]],[[-0.00208317]]
0.1544,-0.6044,0.4107,-0.721344579849,-0.012162142413,[[ 0.16169189]],[[-0.61231951]],[[ 0.40339755]],[[ 0.16409719]],[[-0.19320946]],[[ 0.00130466]],[[-0.76887198]],[[-0.26066274]],[[-7.94247545]],[[-3.52400726]],0,60,[[-0.54196827]],[[ 0.32764284]],[[-0.00339755]]
0.1544,-0.6044,0.4107,-0.721344579849,-0.012162142413,[[ 0.16088822]],[[-0.61155553]],[[ 0.40456986]],[[ 0.16293228]],[[-0.19192473]],[[ 0.00798935]],[[-0.76648402]],[[-0.25826857]],[[-7.90564689]],[[-3.54185987]],0,60,[[-0.54007551]],[[ 0.32894321]],[[-0.00456986]]
0.1544,-0.6044,0.4107,-0.721344579849,-0.012162142413,[[ 0.16029611]],[[-0.61099139]],[[ 0.40561196]],[[ 0.1618766]],[[-0.19074456]],[[ 0.01353767]],[[-0.76431305]],[[-0.25599648]],[[-7.87397294]],[[-3.55782634]],0,60,[[-0.53854228]],[[ 0.33011745]],[[-0.00561196]]
0.1023,-0.5649,0.5134,-0.739321471145,1.74067751592,[[ 0.14560134]],[[-0.59976401]],[[ 0.42286785]],[[ 0.15414491]],[[-0.18451941]],[[ 0.11225964]],[[-0.76412895]],[[-0.25468867]],[[-7.59064662]],[[-3.58844167]],0,60,[[-0.52010377]],[[ 0.33227802]],[[-0.02286785]]
0.1023,-0.5649,0.5134,-0.739321471145,1.74067751592,[[ 0.13487204]],[[-0.59156413]],[[ 0.43820968]],[[ 0.14834487]],[[-0.17977137]],[[ 0.19425191]],[[-0.76395178]],[[-0.25339409]],[[-7.38107988]],[[-3.61063526]],0,60,[[-0.50662466]],[[ 0.33387128]],[[-0.03820968]]
0.1023,-0.5649,0.5134,-0.739321471145,1.74067751592,[[ 0.12703689]],[[-0.58557383]],[[ 0.45180115]],[[ 0.14395195]],[[-0.17609999]],[[ 0.26142318]],[[-0.76378096]],[[-0.25211232]],[[-7.22532304]],[[-3.62669323]],0,60,[[-0.49676565]],[[ 0.33505071]],[[-0.05180115]]
0.1023,-0.5649,0.5134,-0.739321471145,1.74067751592,[[ 0.12131401]],[[-0.5811962]],[[ 0.46379599]],[[ 0.14058442]],[[-0.17321381]],[[ 0.31551453]],[[-0.76361597]],[[-0.25084295]],[[-7.10882877]],[[-3.63827954]],0,60,[[-0.48954919]],[[ 0.33592812]],[[-0.06379599]]
0.1023,-0.5649,0.5134,-0.739321471145,1.74067751592,[[ 0.11713275]],[[-0.57799558]],[[ 0.47433812]],[[ 0.13796444]],[[-0.17090067]],[[ 0.35811007]],[[-0.76345632]],[[-0.24958563]],[[-7.02098892]],[[-3.64660556]],0,60,[[-0.48426182]],[[ 0.336585]],[[-0.07433812]]
0.1023,-0.5649,0.5134,-0.739321471145,1.74067751592,[[ 0.11407665]],[[-0.57565402]],[[ 0.4835619]],[[ 0.13588979]],[[-0.16900618]],[[ 0.39064742]],[[-0.76330158]],[[-0.24834001]],[[-6.9540677]],[[-3.65255338]],0,60,[[-0.48038278]],[[ 0.33708073]],[[-0.0835619]]
0.1023,-0.5649,0.5134,-0.739321471145,1.74067751592,[[ 0.11184175]],[[-0.57393947]],[[ 0.4915924]],[[ 0.13421329]],[[-0.16741793]],[[ 0.4144278]],[[-0.76315137]],[[-0.24710578]],[[-6.90242375]],[[-3.6567655]],0,60,[[-0.47753197]],[[ 0.33745861]],[[-0.0915924]]
0.0499,-0.5405,0.5655,-0.852593339599,0.755072401151,[[ 0.09587042]],[[-0.56600711]],[[ 0.50683148]],[[ 0.12615735]],[[-0.16294802]],[[ 0.47840366]],[[-0.77427655]],[[-0.25115042]],[[-6.68418395]],[[-3.6590814]],0,60,[[-0.46429199]],[[ 0.33762129]],[[-0.10683148]]
0.0499,-0.5405,0.5655,-0.852593339599,0.755072401151,[[ 0.0842105]],[[-0.5602127]],[[ 0.52018502]],[[ 0.12016035]],[[-0.15950251]],[[ 0.52781797]],[[-0.78433017]],[[-0.25466578]],[[-6.53037964]],[[-3.6510114]],0,60,[[-0.45531628]],[[ 0.33707085]],[[-0.12018502]]
0.0499,-0.5405,0.5655,-0.852593339599,0.755072401151,[[ 0.07569718]],[[-0.55597865]],[[ 0.53183045]],[[ 0.11566301]],[[-0.15680404]],[[ 0.56453338]],[[-0.79341436]],[[-0.25770469]],[[-6.42260573]],[[-3.63564635]],0,60,[[-0.44937027]],[[ 0.33601887]],[[-0.13183045]]
0.0499,-0.5405,0.5655,-0.852593339599,0.755072401151,[[ 0.06948039]],[[-0.55288344]],[[ 0.54193261]],[[ 0.11225822]],[[-0.15465072]],[[ 0.59023275]],[[-0.80162151]],[[-0.26031479]],[[-6.34759527]],[[-3.61543696]],0,60,[[-0.44556495]],[[ 0.33463337]],[[-0.14193261]]
0.0499,-0.5405,0.5655,-0.852593339599,0.755072401151,[[ 0.0649397]],[[-0.55061942]],[[ 0.55064429]],[[ 0.10964966]],[[-0.15289556]],[[ 0.60643235]],[[-0.80903523]],[[-0.26253901]],[[-6.29579687]],[[-3.59227207]],0,60,[[-0.4432613]],[[ 0.33304404]],[[-0.15064429]]
0.0499,-0.5405,0.5655,-0.852593339599,0.755072401151,[[ 0.06162229]],[[-0.54896208]],[[ 0.55810675]],[[ 0.10762163]],[[-0.15143157]],[[ 0.61449442]],[[-0.81573114]],[[-0.2644161]],[[-6.26034451]],[[-3.56757099]],0,60,[[-0.44200092]],[[ 0.33134854]],[[-0.15810675]]
0.0361,-0.5455,0.5649,-0.846659220142,-0.0100000095368,[[ 0.05542297]],[[-0.54911519]],[[ 0.5643548]],[[ 0.10428704]],[[-0.15080769]],[[ 0.61508894]],[[-0.82118764]],[[-0.26570957]],[[-6.21131232]],[[-3.59993497]],0,60,[[-0.43969048]],[[ 0.3335738]],[[-0.1643548]]
0.0361,-0.5455,0.5649,-0.846659220142,-0.0100000095368,[[ 0.0508953]],[[-0.54922193]],[[ 0.56961419]],[[ 0.10174017]],[[-0.15016699]],[[ 0.60994829]],[[-0.82611296]],[[-0.26675008]],[[-6.17709468]],[[-3.61769917]],0,60,[[-0.43833801]],[[ 0.33480569]],[[-0.16961419]]
0.0361,-0.5455,0.5649,-0.846659220142,-0.0100000095368,[[ 0.04758769]],[[-0.54929487]],[[ 0.57399392]],[[ 0.09976758]],[[-0.14951536]],[[ 0.6000317]],[[-0.83055776]],[[-0.26756328]],[[-6.1532279]],[[-3.62528864]],0,60,[[-0.43764481]],[[ 0.33534529]],[[-0.17399392]]
0.0361,-0.5455,0.5649,-0.846659220142,-0.0100000095368,[[ 0.04517053]],[[-0.54934316]],[[ 0.57759373]],[[ 0.09821388]],[[-0.14885706]],[[ 0.58618965]],[[-0.83456788]],[[-0.26817229]],[[-6.13653182]],[[-3.62591255]],0,60,[[-0.43739873]],[[ 0.33541115]],[[-0.17759373]]
0.0361,-0.5455,0.5649,-0.846659220142,-0.0100000095368,[[ 0.04340328]],[[-0.54937351]],[[ 0.58050464]],[[ 0.09696595]],[[-0.14819519]],[[ 0.56917337]],[[-0.83818478]],[[-0.26859799]],[[-6.12474531]],[[-3.62188568]],0,60,[[-0.43744961]],[[ 0.33516106]],[[-0.18050464]]
-0.0091,-0.5274,0.6399,-1.01857415146,1.50000143051,[[ 0.02974859]],[[-0.54444062]],[[ 0.59473712]],[[ 0.09034393]],[[-0.14529049]],[[ 0.61842183]],[[-0.85852986]],[[-0.27661605]],[[-6.00532026]],[[-3.59878449]],0,60,[[-0.43151983]],[[ 0.33330346]],[[-0.19473712]]
-0.0091,-0.5274,0.6399,-1.01857415146,1.50000143051,[[ 0.01978055]],[[-0.54083587]],[[ 0.6071203]],[[ 0.08543291]],[[-0.14300578]],[[ 0.65416689]],[[-0.8769236]],[[-0.28369382]],[[-5.93006454]],[[-3.56444396]],0,60,[[-0.42843119]],[[ 0.33066814]],[[-0.2071203]]
-0.0091,-0.5274,0.6399,-1.01857415146,1.50000143051,[[ 0.01250314]],[[-0.53820047]],[[ 0.61783473]],[[ 0.08176818]],[[-0.1411736]],[[ 0.67822825]],[[-0.89355188]],[[-0.28992432]],[[-5.88512806]],[[-3.52262529]],0,60,[[-0.42725601]],[[ 0.32751852]],[[-0.21783473]]
-0.0091,-0.5274,0.6399,-1.01857415146,1.50000143051,[[ 0.00718948]],[[-0.53627258]],[[ 0.62704754]],[[ 0.07901144]],[[-0.13967205]],[[ 0.69224339]],[[-0.90858287]],[[-0.29539144]],[[-5.86074204]],[[-3.4763309]],0,60,[[-0.4273429]],[[ 0.32406482]],[[-0.22704754]]
-0.0091,-0.5274,0.6399,-1.01857415146,1.50000143051,[[ 0.00330902]],[[-0.53486107]],[[ 0.63491305]],[[ 0.07691636]],[[-0.13841237]],[[ 0.69768147]],[[-0.92216875]],[[-0.30017086]],[[-5.85004385]],[[-3.42787249]],0,60,[[-0.42823703]],[[ 0.32046897]],[[-0.23491305]]
-0.0091,-0.5274,0.6399,-1.01857415146,1.50000143051,[[ 0.0004746]],[[-0.53382646]],[[ 0.64157341]],[[ 0.07530364]],[[-0.13732991]],[[ 0.69585668]],[[-0.93444717]],[[-0.30433081]],[[-5.84823596]],[[-3.3789728]],0,60,[[-0.42962301]],[[ 0.31685169]],[[-0.24157341]]
-0.0252,-0.5346,0.6395,-1.00897484058,-0.00714285787271,[[-0.00599883]],[[-0.53503576]],[[ 0.64709558]],[[ 0.07207697]],[[-0.13725668]],[[ 0.68757399]],[[-0.94458943]],[[-0.30750643]],[[-5.83456021]],[[-3.40473957]],0,60,[[-0.43000037]],[[ 0.31843199]],[[-0.24709558]]
-0.0252,-0.5346,0.6395,-1.00897484058,-0.00714285787271,[[-0.01072543]],[[-0.53591387]],[[ 0.65166987]],[[ 0.06965022]],[[-0.1370364]],[[ 0.67430319]],[[-0.95375243]],[[-0.3102232]],[[-5.82948646]],[[-3.41328387]],0,60,[[-0.43088131]],[[ 0.31884166]],[[-0.25166987]]
-0.0252,-0.5346,0.6395,-1.00897484058,-0.00714285787271,[[-0.01417713]],[[-0.53655029]],[[ 0.6554051]],[[ 0.06780642]],[[-0.13671018]],[[ 0.65695927]],[[-0.96202949]],[[-0.31252694]],[[-5.82980048]],[[-3.41013216]],0,60,[[-0.4320538]],[[ 0.31845991]],[[-0.2554051]]
-0.0252,-0.5346,0.6395,-1.00897484058,-0.00714285787271,[[-0.01669835]],[[-0.53701034]],[[ 0.65840043]],[[ 0.0663876]],[[-0.13630792]],[[ 0.63634904]],[[-0.96950504]],[[-0.31445897]],[[-5.83331751]],[[-3.39927308]],0,60,[[-0.43337547]],[[ 0.31756046]],[[-0.25840043]]
-0.0252,-0.5346,0.6395,-1.00897484058,-0.00714285787271,[[-0.01854045]],[[-0.53734172]],[[ 0.66074608]],[[ 0.06527873]],[[-0.1358514]],[[ 0.61318098]],[[-0.97625547]],[[-0.31605659]],[[-5.83856501]],[[-3.3835636]],0,60,[[-0.43475195]],[[ 0.3163394]],[[-0.26074608]]
-0.0252,-0.5346,0.6395,-1.00897484058,-0.00714285787271,[[-0.0198869]],[[-0.5375792]],[[ 0.66252385]],[[ 0.06439604]],[[-0.13535645]],[[ 0.58807432]],[[-0.98234991]],[[-0.31735342]],[[-5.84456255]],[[-3.36503119]],0,60,[[-0.43612194]],[[ 0.31493578]],[[-0.26252385]]
-0.0728,-0.5188,0.7043,-1.04667395242,1.04516067942,[[-0.03388538]],[[-0.53342849]],[[ 0.67411321]],[[ 0.05794551]],[[-0.13293162]],[[ 0.62099189]],[[-0.99159233]],[[-0.32002971]],[[-5.70845357]],[[-3.44601604]],0,60,[[-0.42787814]],[[ 0.32033495]],[[-0.27411321]]
-0.0728,-0.5188,0.7043,-1.04667395242,1.04516067942,[[-0.04410327]],[[-0.53039508]],[[ 0.68413629]],[[ 0.05319929]],[[-0.13101388]],[[ 0.64297968]],[[-0.99994106]],[[-0.32229481]],[[-5.61450438]],[[-3.49739838]],0,60,[[-0.42246389]],[[ 0.32371021]],[[-0.28413629]]
-0.0728,-0.5188,0.7043,-1.04667395242,1.04516067942,[[-0.05156196]],[[-0.52817713]],[[ 0.69275026]],[[ 0.04969445]],[[-0.1294664]],[[ 0.65557425]],[[-1.00748128]],[[-0.32418985]],[[-5.55033503]],[[-3.5275532]],0,60,[[-0.41903458]],[[ 0.32563744]],[[-0.29275026]]
-0.0728,-0.5188,0.7043,-1.04667395242,1.04516067942,[[-0.05700687]],[[-0.52655437]],[[ 0.70010022]],[[ 0.04709388]],[[-0.12818953]],[[ 0.66015396]],[[-1.01429004]],[[-0.3257519]],[[-5.50710545]],[[-3.54267894]],0,60,[[-0.41698801]],[[ 0.32654293]],[[-0.30010022]]
-0.0728,-0.5188,0.7043,-1.04667395242,1.04516067942,[[-0.06098204]],[[-0.52536602]],[[ 0.70631979]],[[ 0.04515213]],[[-0.1271107]],[[ 0.65795144]],[[-1.02043705]],[[-0.32701443]],[[-5.47850896]],[[-3.54733494]],0,60,[[-0.41589551]],[[ 0.32674024]],[[-0.30631979]]
-0.0728,-0.5188,0.7043,-1.04667395242,1.04516067942,[[-0.06388455]],[[-0.52449474]],[[ 0.71153172]],[[ 0.04369045]],[[-0.12617705]],[[ 0.65006552]],[[-1.02598539]],[[-0.32800761]],[[-5.46005251]],[[-3.54485335]],0,60,[[-0.41545259]],[[ 0.32645844]],[[-0.31153172]]
