x,y,z,yaw,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk
0.4751,0.0293,0.0376,-0.0209439510239,[[ 0.4073453]],[[ 0.02410624]],[[ 0.26575069]],[[ 0.65972916]],[[-0.04509642]],[[ 0.17081229]],[[ 0.78378792]],[[ 0.8673799]]
0.4751,0.0293,0.0376,-0.0209439510239,[[ 0.41663976]],[[ 0.02390422]],[[ 0.25732157]],[[ 0.66237583]],[[-0.04485213]],[[ 0.16086485]],[[ 0.75658888]],[[ 0.83217869]]
0.4751,0.0293,0.0376,-0.0209439510239,[[ 0.42554229]],[[ 0.02371262]],[[ 0.24920037]],[[ 0.66459289]],[[-0.04460217]],[[ 0.15139852]],[[ 0.73036391]],[[ 0.79856755]]
0.4751,0.0293,0.0376,-0.0209439510239,[[ 0.4340687]],[[ 0.02353099]],[[ 0.24137522]],[[ 0.66640699]],[[-0.04434711]],[[ 0.1423891]],[[ 0.70507569]],[[ 0.76646838]]
0.4751,0.0293,0.0376,-0.0209439510239,[[ 0.44223415]],[[ 0.02335892]],[[ 0.23383473]],[[ 0.66784321]],[[-0.04408748]],[[ 0.13381369]],[[ 0.68068845]],[[ 0.73580723]]
0.4751,0.0293,0.0376,-0.0209439510239,[[ 0.45005312]],[[ 0.023196]],[[ 0.226568]],[[ 0.66892519]],[[-0.0438238]],[[ 0.12565063]],[[ 0.65716792]],[[ 0.7065141]]
0.475,0.0271,0.0381,-0.0218166156499,[[ 0.45753515]],[[ 0.02294631]],[[ 0.21958627]],[[ 0.66967107]],[[-0.04364641]],[[ 0.11789985]],[[ 0.63444335]],[[ 0.67848704]]
0.475,0.0271,0.0381,-0.0218166156499,[[ 0.46469806]],[[ 0.02270857]],[[ 0.21285701]],[[ 0.67010609]],[[-0.04346097]],[[ 0.1105204]],[[ 0.61252255]],[[ 0.65170084]]
0.475,0.0271,0.0381,-0.0218166156499,[[ 0.47155456]],[[ 0.02248229]],[[ 0.20637064]],[[ 0.67024996]],[[-0.04326815]],[[ 0.10349395]],[[ 0.59137524]],[[ 0.62609588]]
0.475,0.0271,0.0381,-0.0218166156499,[[ 0.47811686]],[[ 0.022267]],[[ 0.20011797]],[[ 0.67012124]],[[-0.04306857]],[[ 0.09680315]],[[ 0.57097239]],[[ 0.60161567]]
0.475,0.0271,0.0381,-0.0218166156499,[[ 0.48439666]],[[ 0.02206224]],[[ 0.19409018]],[[ 0.66973742]],[[-0.04286279]],[[ 0.09043155]],[[ 0.55128617]],[[ 0.57820662]]
0.4754,0.0289,0.0379,-0.00279252680319,[[ 0.49042227]],[[ 0.02194464]],[[ 0.18827028]],[[ 0.66913045]],[[-0.04258176]],[[ 0.08435583]],[[ 0.53310413]],[[ 0.5565537]]
0.4754,0.0289,0.0379,-0.00279252680319,[[ 0.49618669]],[[ 0.02183391]],[[ 0.18265901]],[[ 0.66829954]],[[-0.04229931]],[[ 0.07856938]],[[ 0.5155564]],[[ 0.53583373]]
0.4754,0.0289,0.0379,-0.00279252680319,[[ 0.50170025]],[[ 0.02172974]],[[ 0.17724858]],[[ 0.66725937]],[[-0.04201573]],[[ 0.07305816]],[[ 0.4986195]],[[ 0.51600296]]
0.4754,0.0289,0.0379,-0.00279252680319,[[ 0.50697284]],[[ 0.02163186]],[[ 0.1720315]],[[ 0.66602376]],[[-0.04173129]],[[ 0.06780888]],[[ 0.48227086]],[[ 0.49701984]]
0.4754,0.0289,0.0379,-0.00279252680319,[[ 0.51201396]],[[ 0.02154002]],[[ 0.1670006]],[[ 0.66460573]],[[-0.04144624]],[[ 0.06280892]],[[ 0.46648883]],[[ 0.47884494]]
0.4748,0.027,0.0381,-0.00680678408278,[[ 0.51680738]],[[ 0.02137369]],[[ 0.16215741]],[[ 0.66299553]],[[-0.04123058]],[[ 0.05805364]],[[ 0.45108307]],[[ 0.46129345]]
0.4748,0.027,0.0381,-0.00680678408278,[[ 0.52138809]],[[ 0.02121581]],[[ 0.15748656]],[[ 0.66122792]],[[-0.04101112]],[[ 0.05352397]],[[ 0.43620931]],[[ 0.44448487]]
0.4748,0.027,0.0381,-0.00680678408278,[[ 0.52576445]],[[ 0.02106604]],[[ 0.1529817]],[[ 0.65931375]],[[-0.04078824]],[[ 0.04920913]],[[ 0.42184815]],[[ 0.42838503]]
0.4748,0.027,0.0381,-0.00680678408278,[[ 0.52994447]],[[ 0.02092404]],[[ 0.14863671]],[[ 0.65726325]],[[-0.04056231]],[[ 0.04509891]],[[ 0.40798093]],[[ 0.41296148]]
0.4748,0.027,0.0381,-0.00680678408278,[[ 0.53393584]],[[ 0.0207895]],[[ 0.14444574]],[[ 0.65508605]],[[-0.04033366]],[[ 0.0411836]],[[ 0.39458971]],[[ 0.39818334]]
0.4757,0.0277,0.0382,-0.0226892802759,[[ 0.5377835]],[[ 0.02069133]],[[ 0.14040732]],[[ 0.65282271]],[[-0.04007815]],[[ 0.03745747]],[[ 0.38099457]],[[ 0.38346643]]
0.4757,0.0277,0.0382,-0.0226892802759,[[ 0.54145562]],[[ 0.02059898]],[[ 0.13651172]],[[ 0.65044872]],[[-0.03982178]],[[ 0.03390811]],[[ 0.36786547]],[[ 0.36936615]]
0.4757,0.0277,0.0382,-0.0226892802759,[[ 0.54495908]],[[ 0.02051222]],[[ 0.13275374]],[[ 0.64797224]],[[-0.03956477]],[[ 0.03052718]],[[ 0.3551856]],[[ 0.35585461]]
0.4757,0.0277,0.0382,-0.0226892802759,[[ 0.54830044]],[[ 0.0204308]],[[ 0.12912837]],[[ 0.64540097]],[[-0.03930732]],[[ 0.02730679]],[[ 0.34293882]],[[ 0.34290525]]
0.4757,0.0277,0.0382,-0.0226892802759,[[ 0.55148602]],[[ 0.02035452]],[[ 0.12563081]],[[ 0.64274215]],[[-0.03904962]],[[ 0.02423944]],[[ 0.3311096]],[[ 0.33049285]]
0.4742,0.0246,0.0395,-0.0602138591938,[[ 0.55446003]],[[ 0.02015527]],[[ 0.12231007]],[[ 0.63995264]],[[-0.03889513]],[[ 0.02136129]],[[ 0.318135]],[[ 0.31734295]]
0.4742,0.0246,0.0395,-0.0602138591938,[[ 0.55729237]],[[ 0.01996529]],[[ 0.11910616]],[[ 0.63709136]],[[-0.03873554]],[[ 0.01862006]],[[ 0.30560374]],[[ 0.30474606]]
0.4742,0.0246,0.0395,-0.0602138591938,[[ 0.55998856]],[[ 0.01978421]],[[ 0.11601487]],[[ 0.63416428]],[[-0.03857122]],[[ 0.01600939]],[[ 0.2935]],[[ 0.29267744]]
0.4742,0.0246,0.0395,-0.0602138591938,[[ 0.56255392]],[[ 0.0196117]],[[ 0.11303217]],[[ 0.631177]],[[-0.03840257]],[[ 0.01352324]],[[ 0.28180859]],[[ 0.28111353]]
0.4742,0.0246,0.0395,-0.0602138591938,[[ 0.56499354]],[[ 0.01944742]],[[ 0.11015415]],[[ 0.6281348]],[[-0.03822992]],[[ 0.01115585]],[[ 0.27051484]],[[ 0.27003189]]
0.4742,0.0246,0.0395,-0.0602138591938,[[ 0.56731231]],[[ 0.01929106]],[[ 0.10737707]],[[ 0.62504267]],[[-0.03805362]],[[ 0.00890175]],[[ 0.25960467]],[[ 0.25941116]]
0.4776,0.0265,0.0472,-0.0396189740203,[[ 0.56965347]],[[ 0.0192197]],[[ 0.10501101]],[[ 0.62201265]],[[-0.03781398]],[[ 0.00699885]],[[ 0.24990351]],[[ 0.24988128]]
0.4776,0.0265,0.0472,-0.0396189740203,[[ 0.57187814]],[[ 0.01915292]],[[ 0.10272776]],[[ 0.61893651]],[[-0.03757426]],[[ 0.00518707]],[[ 0.24052978]],[[ 0.24074048]]
0.4776,0.0265,0.0472,-0.0396189740203,[[ 0.57399085]],[[ 0.01909055]],[[ 0.10052439]],[[ 0.61581865]],[[-0.03733459]],[[ 0.00346224]],[[ 0.23147195]],[[ 0.23197176]]
0.4776,0.0265,0.0472,-0.0396189740203,[[ 0.57599596]],[[ 0.01903239]],[[ 0.09839805]],[[ 0.61266321]],[[-0.03709512]],[[ 0.00182038]],[[ 0.22271896]],[[ 0.22355891]]
0.4776,0.0265,0.0472,-0.0396189740203,[[ 0.57789764]],[[ 0.01897829]],[[ 0.09634602]],[[ 0.60947412]],[[-0.03685595]],[[ 0.00025772]],[[ 0.21426011]],[[ 0.2154865]]
0.4822,0.026,0.0699,-0.0293215314335,[[ 0.5798855]],[[ 0.01890789]],[[ 0.09528151]],[[ 0.60639422]],[[-0.03663235]],[[-0.00054253]],[[ 0.20650058]],[[ 0.20805134]]
0.4822,0.026,0.0699,-0.0293215314335,[[ 0.58177135]],[[ 0.01884193]],[[ 0.09425416]],[[ 0.60328105]],[[-0.03640855]],[[-0.00130398]],[[ 0.19900051]],[[ 0.20091269]]
0.4822,0.026,0.0699,-0.0293215314335,[[ 0.58355912]],[[ 0.01878021]],[[ 0.09326267]],[[ 0.60013818]],[[-0.03618468]],[[-0.00202839]],[[ 0.19175086]],[[ 0.19405783]]
0.4822,0.026,0.0699,-0.0293215314335,[[ 0.58525261]],[[ 0.01872258]],[[ 0.09230576]],[[ 0.59696897]],[[-0.03596087]],[[-0.00271744]],[[ 0.18474295]],[[ 0.18747463]]
0.4822,0.026,0.0699,-0.0293215314335,[[ 0.58685548]],[[ 0.01866887]],[[ 0.09138223]],[[ 0.59377659]],[[-0.03573725]],[[-0.00337273]],[[ 0.17796838]],[[ 0.18115152]]
0.4822,0.026,0.0699,-0.0293215314335,[[ 0.58837124]],[[ 0.01861892]],[[ 0.09049089]],[[ 0.59056402]],[[-0.03551391]],[[-0.00399578]],[[ 0.1714191]],[[ 0.17507743]]
0.491,0.03,0.09,-0.0849975345721,[[ 0.59015452]],[[ 0.01873224]],[[ 0.09043294]],[[ 0.58758768]],[[-0.03517568]],[[-0.00400877]],[[ 0.16286496]],[[ 0.16763729]]
0.491,0.03,0.09,-0.0849975345721,[[ 0.59184517]],[[ 0.01884349]],[[ 0.09037719]],[[ 0.5845845]],[[-0.03484344]],[[-0.00402001]],[[ 0.15459775]],[[ 0.16050214]]
0.491,0.03,0.09,-0.0849975345721,[[ 0.59344672]],[[ 0.01895274]],[[ 0.09032359]],[[ 0.58155752]],[[-0.03451703]],[[-0.00402957]],[[ 0.14660755]],[[ 0.15365893]]
0.491,0.03,0.09,-0.0849975345721,[[ 0.59496261]],[[ 0.01906003]],[[ 0.09027204]],[[ 0.57850959]],[[-0.0341963]],[[-0.00403754]],[[ 0.13888481]],[[ 0.14709524]]
0.491,0.03,0.09,-0.0849975345721,[[ 0.59639612]],[[ 0.0191654]],[[ 0.09022248]],[[ 0.5754434]],[[-0.03388109]],[[-0.00404402]],[[ 0.13142032]],[[ 0.1407992]]
0.491,0.03,0.09,-0.0849975345721,[[ 0.59775041]],[[ 0.01926891]],[[ 0.09017483]],[[ 0.57236148]],[[-0.03357128]],[[-0.00404906]],[[ 0.1242052]],[[ 0.13475946]]
0.5036,0.0337,0.1172,-0.0500909495322,[[ 0.59952656]],[[ 0.01951685]],[[ 0.0912041]],[[ 0.56961298]],[[-0.03316491]],[[-0.00330423]],[[ 0.11861056]],[[ 0.1299258]]
0.5036,0.0337,0.1172,-0.0500909495322,[[ 0.60121237]],[[ 0.019758]],[[ 0.09219823]],[[ 0.56683713]],[[-0.03276843]],[[-0.00259324]],[[ 0.11320112]],[[ 0.12528218]]
0.5036,0.0337,0.1172,-0.0500909495322,[[ 0.60281128]],[[ 0.01999257]],[[ 0.09315844]],[[ 0.56403676]],[[-0.03238152]],[[-0.00191463]],[[ 0.10797054]],[[ 0.12082068]]
0.5036,0.0337,0.1172,-0.0500909495322,[[ 0.60432656]],[[ 0.02022077]],[[ 0.09408589]],[[ 0.56121454]],[[-0.03200385]],[[-0.00126701]],[[ 0.10291274]],[[ 0.11653373]]
0.5036,0.0337,0.1172,-0.0500909495322,[[ 0.60576138]],[[ 0.02044281]],[[ 0.09498172]],[[ 0.55837301]],[[-0.03163511]],[[-0.00064902]],[[ 0.09802183]],[[ 0.11241409]]
0.5167,0.0394,0.1195,-0.0996583002889,[[ 0.60763265]],[[ 0.02088247]],[[ 0.09593721]],[[ 0.55586208]],[[-0.03112379]],[[  1.61585017e-06]],[[ 0.09134785]],[[ 0.10713984]]
0.5167,0.0394,0.1195,-0.0996583002889,[[ 0.60941191]],[[ 0.02130871]],[[ 0.09686013]],[[ 0.55332039]],[[-0.03062782]],[[ 0.00062229]],[[ 0.08489598]],[[ 0.10208028]]
0.5167,0.0394,0.1195,-0.0996583002889,[[ 0.6111026]],[[ 0.02172199]],[[ 0.09775159]],[[ 0.55075074]],[[-0.03014662]],[[ 0.00121428]],[[ 0.07865866]],[[ 0.09722648]]
0.5167,0.0394,0.1195,-0.0996583002889,[[ 0.61270802]],[[ 0.02212273]],[[ 0.09861267]],[[ 0.5481558]],[[-0.02967964]],[[ 0.00177883]],[[ 0.07262861]],[[ 0.09256986]]
0.5167,0.0394,0.1195,-0.0996583002889,[[ 0.61423135]],[[ 0.02251134]],[[ 0.09944439]],[[ 0.54553812]],[[-0.02922636]],[[ 0.00231711]],[[ 0.06679879]],[[ 0.08810225]]
0.5167,0.0394,0.1195,-0.0996583002889,[[ 0.61567567]],[[ 0.02288823]],[[ 0.10024778]],[[ 0.54290007]],[[-0.02878627]],[[ 0.00283025]],[[ 0.06116243]],[[ 0.08381581]]
0.5451,0.0458,0.174,-0.145385926691,[[ 0.61814853]],[[ 0.0235027]],[[ 0.10314351]],[[ 0.54096645]],[[-0.02819605]],[[ 0.00470585]],[[ 0.05393445]],[[ 0.07853972]]
0.5451,0.0458,0.174,-0.145385926691,[[ 0.62051073]],[[ 0.02409776]],[[ 0.10594095]],[[ 0.53898389]],[[-0.02762549]],[[ 0.00649513]],[[ 0.04694736]],[[ 0.07348325]]
0.5451,0.0458,0.174,-0.145385926691,[[ 0.62276629]],[[ 0.02467406]],[[ 0.10864341]],[[ 0.53695582]],[[-0.02707384]],[[ 0.00820177]],[[ 0.04019302]],[[ 0.06863729]]
0.5451,0.0458,0.174,-0.145385926691,[[ 0.62491908]],[[ 0.02523222]],[[ 0.11125413]],[[ 0.53488549]],[[-0.02654036]],[[ 0.00982926]],[[ 0.03366358]],[[ 0.06399314]]
0.5451,0.0458,0.174,-0.145385926691,[[ 0.62697285]],[[ 0.02577284]],[[ 0.11377621]],[[ 0.53277598]],[[-0.02602434]],[[ 0.01138096]],[[ 0.02735145]],[[ 0.05954246]]
0.5451,0.0458,0.174,-0.145385926691,[[ 0.62893118]],[[ 0.0262965]],[[ 0.11621267]],[[ 0.53063024]],[[-0.02552513]],[[ 0.01286008]],[[ 0.02124931]],[[ 0.05527727]]
0.5755,0.0536,0.2319,-0.146084058392,[[ 0.63197073]],[[ 0.02710477]],[[ 0.12080082]],[[ 0.52919426]],[[-0.02485139]],[[ 0.01568521]],[[ 0.01532315]],[[ 0.05117287]]
0.5755,0.0536,0.2319,-0.146084058392,[[ 0.63488215]],[[ 0.02788705]],[[ 0.12523374]],[[ 0.52769401]],[[-0.02420177]],[[ 0.01838005]],[[ 0.009594]],[[ 0.04723978]]
0.5755,0.0536,0.2319,-0.146084058392,[[ 0.63766998]],[[ 0.02864419]],[[ 0.12951668]],[[ 0.52613342]],[[-0.02357533]],[[ 0.02095008]],[[ 0.00405525]],[[ 0.04347097]]
0.5755,0.0536,0.2319,-0.146084058392,[[ 0.64033863]],[[ 0.02937703]],[[ 0.13365468]],[[ 0.52451619]],[[-0.02297115]],[[ 0.02340055]],[[-0.00129949]],[[ 0.03985972]]
0.5755,0.0536,0.2319,-0.146084058392,[[ 0.64289236]],[[ 0.03008638]],[[ 0.13765263]],[[ 0.52284589]],[[-0.02238837]],[[ 0.02573645]],[[-0.00647638]],[[ 0.03639957]]
0.607,0.0618,0.2823,-0.168424272817,[[ 0.64654351]],[[ 0.03108755]],[[ 0.14344848]],[[ 0.52187195]],[[-0.02163194]],[[ 0.02915631]],[[-0.01233831]],[[ 0.03255523]]
0.607,0.0618,0.2823,-0.168424272817,[[ 0.65004725]],[[ 0.0320562]],[[ 0.14904869]],[[ 0.52081829]],[[-0.02090391]],[[ 0.03241786]],[[-0.01800536]],[[ 0.02887347]]
0.607,0.0618,0.2823,-0.168424272817,[[ 0.65340875]],[[ 0.03299343]],[[ 0.15445985]],[[ 0.51968935]],[[-0.02020316]],[[ 0.03552769]],[[-0.02348404]],[[ 0.02534767]]
0.607,0.0618,0.2823,-0.168424272817,[[ 0.656633]],[[ 0.03390026]],[[ 0.15968828]],[[ 0.51848936]],[[-0.01952862]],[[ 0.03849212]],[[-0.02878065]],[[ 0.02197145]]
0.607,0.0618,0.2823,-0.168424272817,[[ 0.65972482]],[[ 0.03477771]],[[ 0.16474012]],[[ 0.51722234]],[[-0.01887925]],[[ 0.04131719]],[[-0.03390126]],[[ 0.01873874]]
0.6402,0.0714,0.3333,-0.178198116629,[[ 0.66395509]],[[ 0.03599289]],[[ 0.17156642]],[[ 0.51665491]],[[-0.01803349]],[[ 0.04518044]],[[-0.03922451]],[[ 0.01541915]]
0.6402,0.0714,0.3333,-0.178198116629,[[ 0.66801977]],[[ 0.03716838]],[[ 0.17816279]],[[ 0.51599435]],[[-0.01722069]],[[ 0.04886404]],[[-0.04437085]],[[ 0.01224154]]
0.6402,0.0714,0.3333,-0.178198116629,[[ 0.67192461]],[[ 0.03830548]],[[ 0.1845369]],[[ 0.51524553]],[[-0.01643954]],[[ 0.05237541]],[[-0.04934617]],[[ 0.00920014]]
0.6402,0.0714,0.3333,-0.178198116629,[[ 0.67567513]],[[ 0.03940547]],[[ 0.19069619]],[[ 0.51441309]],[[-0.01568877]],[[ 0.05572167]],[[-0.05415616]],[[ 0.00628944]]
0.6402,0.0714,0.3333,-0.178198116629,[[ 0.67927669]],[[ 0.04046958]],[[ 0.19664782]],[[ 0.51350147]],[[-0.0149672]],[[ 0.05890962]],[[-0.05880632]],[[ 0.00350416]]
0.6402,0.0714,0.3333,-0.178198116629,[[ 0.68273445]],[[ 0.04149899]],[[ 0.20239871]],[[ 0.51251492]],[[-0.01427366]],[[ 0.06194579]],[[-0.06330194]],[[ 0.00083922]]
0.6402,0.0714,0.3333,-0.178198116629,[[ 0.68605341]],[[ 0.04249484]],[[ 0.20795555]],[[ 0.51145746]],[[-0.01360706]],[[ 0.06483644]],[[-0.06764817]],[[-0.00171024]]
0.6819,0.0847,0.3818,0.762883416047,[[ 0.69081711]],[[ 0.04396177]],[[ 0.21516097]],[[ 0.51125299]],[[-0.01267291]],[[ 0.06865759]],[[-0.03622138]],[[ 0.01661381]]
0.6819,0.0847,0.3818,0.762883416047,[[ 0.69539902]],[[ 0.0453806]],[[ 0.22212406]],[[ 0.51094519]],[[-0.01177636]],[[ 0.07229846]],[[-0.00583846]],[[ 0.03414189]]
0.6819,0.0847,0.3818,0.762883416047,[[ 0.69980538]],[[ 0.04675292]],[[ 0.22885287]],[[ 0.5105392]],[[-0.01091594]],[[ 0.07576642]],[[ 0.02353516]],[[ 0.05090605]]
0.6819,0.0847,0.3818,0.762883416047,[[ 0.70404219]],[[ 0.04808025]],[[ 0.23535516]],[[ 0.51003992]],[[-0.01009022]],[[ 0.07906854]],[[ 0.05193288]],[[ 0.06693697]]
0.6819,0.0847,0.3818,0.762883416047,[[ 0.70811527]],[[ 0.04936409]],[[ 0.24163847]],[[ 0.50945205]],[[-0.00929782]],[[ 0.08221161]],[[ 0.07938698]],[[ 0.08226412]]
0.6819,0.0847,0.3818,0.762883416047,[[ 0.71203023]],[[ 0.05060586]],[[ 0.24771006]],[[ 0.50878008]],[[-0.00853744]],[[ 0.08520213]],[[ 0.10592864]],[[ 0.09691574]]
0.6819,0.0847,0.3818,0.762883416047,[[ 0.71579248]],[[ 0.05180694]],[[ 0.25357693]],[[ 0.50802829]],[[-0.00780782]],[[ 0.08804633]],[[ 0.13158801]],[[ 0.11091892]]
-0.0594,-0.5749,0.0359,0.0340339204139,[[ 0.69153202]],[[ 0.02816562]],[[ 0.24623894]],[[ 0.49146078]],[[-0.02111301]],[[ 0.08340571]],[[ 0.12898715]],[[ 0.108824]]
-0.0594,-0.5749,0.0359,0.0340339204139,[[ 0.66805061]],[[ 0.00530616]],[[ 0.23913955]],[[ 0.47549682]],[[-0.03384569]],[[ 0.0789456]],[[ 0.12646726]],[[ 0.10679555]]
-0.0594,-0.5749,0.0359,0.0340339204139,[[ 0.64532281]],[[-0.01679718]],[[ 0.23227093]],[[ 0.46011332]],[[-0.04602859]],[[ 0.07465899]],[[ 0.12402571]],[[ 0.1048311]]
-0.0595,-0.5754,0.0359,0.0364773813667,[[ 0.62332026]],[[-0.03818804]],[[ 0.22562554]],[[ 0.44528608]],[[-0.05769399]],[[ 0.07053915]],[[ 0.12175161]],[[ 0.1029794]]
-0.0595,-0.5754,0.0359,0.0364773813667,[[ 0.60202306]],[[-0.05887108]],[[ 0.21919605]],[[ 0.43099601]],[[-0.06885193]],[[ 0.06657964]],[[ 0.11954785]],[[ 0.10118493]]
-0.0595,-0.5754,0.0359,0.0364773813667,[[ 0.58140821]],[[-0.07886959]],[[ 0.21297542]],[[ 0.41722271]],[[-0.07952251]],[[ 0.06277423]],[[ 0.11741216]],[[ 0.09944562]]
-0.0595,-0.5754,0.0359,0.0364773813667,[[ 0.56145348]],[[-0.09820603]],[[ 0.2069568]],[[ 0.40394657]],[[-0.08972504]],[[ 0.059117]],[[ 0.11534235]],[[ 0.09775946]]
-0.0595,-0.5754,0.0359,0.0364773813667,[[ 0.54213739]],[[-0.11690216]],[[ 0.2011336]],[[ 0.39114876]],[[-0.09947803]],[[ 0.05560221]],[[ 0.11333628]],[[ 0.09612455]]
-0.0595,-0.5754,0.0359,0.0364773813667,[[ 0.52343916]],[[-0.13497899]],[[ 0.19549945]],[[ 0.3788112]],[[-0.10879928]],[[ 0.05222438]],[[ 0.11139191]],[[ 0.09453903]]
-0.0603,-0.5753,0.0365,0.0228638132011,[[ 0.50530886]],[[-0.1524531]],[[ 0.19007054]],[[ 0.36690031]],[[-0.11770382]],[[ 0.04899041]],[[ 0.10899939]],[[ 0.09272514]]
-0.0603,-0.5753,0.0365,0.0228638132011,[[ 0.4877579]],[[-0.16934798]],[[ 0.18481781]],[[ 0.35541629]],[[-0.12621014]],[[ 0.04588256]],[[ 0.10668135]],[[ 0.09096882]]
-0.0603,-0.5753,0.0365,0.0228638132011,[[ 0.47076747]],[[-0.18568261]],[[ 0.1797355]],[[ 0.3443431]],[[-0.13433399]],[[ 0.04289598]],[[ 0.1044354]],[[ 0.08926799]]
-0.0603,-0.5753,0.0365,0.0228638132011,[[ 0.45431939]],[[-0.20147535]],[[ 0.17481807]],[[ 0.3336653]],[[-0.14209044]],[[ 0.04002603]],[[ 0.10225922]],[[ 0.08762062]]
-0.0603,-0.5753,0.0365,0.0228638132011,[[ 0.43839606]],[[-0.21674393]],[[ 0.17006015]],[[ 0.32336808]],[[-0.14949402]],[[ 0.03726824]],[[ 0.10015056]],[[ 0.08602478]]
-0.0603,-0.5753,0.0365,0.0228638132011,[[ 0.42298049]],[[-0.23150551]],[[ 0.16545654]],[[ 0.31343718]],[[-0.15655862]],[[ 0.03461832]],[[ 0.09810725]],[[ 0.08447861]]
-0.0596,-0.5748,0.0364,0.0633554518474,[[ 0.40808222]],[[-0.24575812]],[[ 0.16099852]],[[ 0.30387271]],[[-0.16328779]],[[ 0.03207018]],[[ 0.09763048]],[[ 0.08377766]]
-0.0596,-0.5748,0.0364,0.0633554518474,[[ 0.39365851]],[[-0.25953696]],[[ 0.15668507]],[[ 0.29464714]],[[-0.16970462]],[[ 0.02962191]],[[ 0.09716567]],[[ 0.08308949]]
-0.0596,-0.5748,0.0364,0.0633554518474,[[ 0.37969401]],[[-0.27285752]],[[ 0.15251148]],[[ 0.28574785]],[[-0.17582142]],[[ 0.02726971]],[[ 0.09671246]],[[ 0.08241374]]
-0.0596,-0.5748,0.0364,0.0633554518474,[[ 0.36617389]],[[-0.28573477]],[[ 0.14847323]],[[ 0.27716271]],[[-0.18165002]],[[ 0.02500991]],[[ 0.0962705]],[[ 0.08175005]]
-0.0596,-0.5748,0.0364,0.0633554518474,[[ 0.35308377]],[[-0.2981832]],[[ 0.14456591]],[[ 0.26888006]],[[-0.18720178]],[[ 0.02283899]],[[ 0.09583946]],[[ 0.08109809]]
-0.0601,-0.575,0.0368,0.0731292956586,[[ 0.3403913]],[[-0.3102242]],[[ 0.14080007]],[[ 0.26087905]],[[-0.19249146]],[[ 0.02076128]],[[ 0.0957805]],[[ 0.08064556]]
-0.0601,-0.575,0.0368,0.0731292956586,[[ 0.32810213]],[[-0.32186368]],[[ 0.13715633]],[[ 0.25315894]],[[-0.19752554]],[[ 0.01876551]],[[ 0.09572]],[[ 0.08019631]]
-0.0601,-0.575,0.0368,0.0731292956586,[[ 0.31620326]],[[-0.33311474]],[[ 0.13363072]],[[ 0.24570935]],[[-0.20231409]],[[ 0.01684858]],[[ 0.09565803]],[[ 0.07975031]]
-0.0601,-0.575,0.0368,0.0731292956586,[[ 0.30468211]],[[-0.34399005]],[[ 0.13021943]],[[ 0.23852028]],[[-0.2068668]],[[ 0.01500748]],[[ 0.09559467]],[[ 0.07930757]]
-0.0601,-0.575,0.0368,0.0731292956586,[[ 0.29352652]],[[-0.35450187]],[[ 0.12691874]],[[ 0.23158214]],[[-0.21119296]],[[ 0.01323935]],[[ 0.09553]],[[ 0.07886807]]
-0.0601,-0.575,0.0368,0.0731292956586,[[ 0.2827247]],[[-0.36466204]],[[ 0.12372509]],[[ 0.2248857]],[[-0.21530152]],[[ 0.01154144]],[[ 0.09546407]],[[ 0.0784318]]
-0.0583,-0.5747,0.0383,0.0520108117094,[[ 0.27233157]],[[-0.37447099]],[[ 0.12069024]],[[ 0.21845581]],[[-0.21919544]],[[ 0.00993917]],[[ 0.09461922]],[[ 0.07760318]]
-0.0583,-0.5747,0.0383,0.0520108117094,[[ 0.26226767]],[[-0.3839512]],[[ 0.11775381]],[[ 0.21224881]],[[-0.22288882]],[[ 0.00840074]],[[ 0.0937986]],[[ 0.07679406]]
-0.0583,-0.5747,0.0383,0.0520108117094,[[ 0.2525224]],[[-0.39311339]],[[ 0.11491261]],[[ 0.20625654]],[[-0.22638958]],[[ 0.00692375]],[[ 0.09300144]],[[ 0.07600381]]
-0.0583,-0.5747,0.0383,0.0520108117094,[[ 0.24308554]],[[-0.40196791]],[[ 0.11216357]],[[ 0.20047117]],[[-0.22970533]],[[ 0.00550587]],[[ 0.09222702]],[[ 0.07523183]]
-0.0583,-0.5747,0.0383,0.0520108117094,[[ 0.23394718]],[[-0.41052479]],[[ 0.10950371]],[[ 0.19488513]],[[-0.23284339]],[[ 0.00414487]],[[ 0.09147463]],[[ 0.07447751]]
-0.0583,-0.5747,0.0383,0.0520108117094,[[ 0.22509774]],[[-0.41879371]],[[ 0.10693014]],[[ 0.18949116]],[[-0.23581079]],[[ 0.00283862]],[[ 0.09074357]],[[ 0.0737403]]
-0.0581,-0.5721,0.0472,0.0174532925199,[[ 0.21653528]],[[-0.42668869]],[[ 0.10476655]],[[ 0.18428592]],[[-0.23856681]],[[ 0.00174754]],[[ 0.08876559]],[[ 0.0723887]]
-0.0581,-0.5721,0.0472,0.0174532925199,[[ 0.20824326]],[[-0.43431726]],[[ 0.10267316]],[[ 0.17925888]],[[-0.24116736]],[[ 0.00070053]],[[ 0.08684885]],[[ 0.07107891]]
-0.0581,-0.5721,0.0472,0.0174532925199,[[ 0.20021303]],[[-0.44168808]],[[ 0.10064772]],[[ 0.17440359]],[[-0.2436186]],[[-0.00030408]],[[ 0.08499138]],[[ 0.06980945]]
