x,y,z,yaw,vzcam,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk,pitch,roll,yaw,thrust,xd,yd,zd
0.3242,0.2848,0.5853,0.126012771994,-0.00317460500074,[[ 0.32654051]],[[ 0.28466572]],[[ 0.59980494]],[[ 0.07452887]],[[ 0.05613064]],[[ 0.07507356]],[[ 0.10922232]],[[ 0.02361586]],[[-4.35828076]],[[ 2.95046924]],0,60,[[-0.35562478]],[[-0.2473748]],[[-0.19980494]]
0.3242,0.2848,0.5853,0.126012771994,-0.00317460500074,[[ 0.32644495]],[[ 0.28511067]],[[ 0.5981295]],[[ 0.07426099]],[[ 0.05609357]],[[ 0.06108346]],[[ 0.11108069]],[[ 0.02412266]],[[-4.36059642]],[[ 2.94682135]],0,60,[[-0.35603823]],[[-0.24716629]],[[-0.1981295]]
0.3242,0.2848,0.5853,0.126012771994,-0.00317460500074,[[ 0.32637348]],[[ 0.2854341]],[[ 0.59660285]],[[ 0.07400166]],[[ 0.05601791]],[[ 0.04875812]],[[ 0.11276152]],[[ 0.02457236]],[[-4.36253525]],[[ 2.94232203]],0,60,[[-0.35641855]],[[-0.24689692]],[[-0.19660285]]
0.3242,0.2848,0.5853,0.126012771994,-0.00317460500074,[[ 0.3263196]],[[ 0.28566885]],[[ 0.59521534]],[[ 0.0737488]],[[ 0.05591426]],[[ 0.03794581]],[[ 0.11428169]],[[ 0.02497043]],[[-4.36410506]],[[ 2.93733905]],0,60,[[-0.3567667]],[[-0.24659418]],[[-0.19521534]]
0.3227,0.2897,0.5511,0.126012771994,-0.670589815295,[[ 0.32586983]],[[ 0.28717408]],[[ 0.58851858]],[[ 0.07337068]],[[ 0.05621557]],[[-0.00285777]],[[ 0.11565649]],[[ 0.0253218]],[[-4.36200031]],[[ 2.95023659]],0,60,[[-0.35683232]],[[-0.24765055]],[[-0.18851858]]
0.3227,0.2897,0.5511,0.126012771994,-0.670589815295,[[ 0.32553986]],[[ 0.28827134]],[[ 0.58254369]],[[ 0.07303196]],[[ 0.05638597]],[[-0.03714596]],[[ 0.11689972]],[[ 0.02563096]],[[-4.36050211]],[[ 2.95818132]],0,60,[[-0.35694019]],[[-0.24833498]],[[-0.18254369]]
0.3227,0.2897,0.5511,0.126012771994,-0.670589815295,[[ 0.32529735]],[[ 0.28907085]],[[ 0.57723066]],[[ 0.0727222]],[[ 0.056461]],[[-0.06564048]],[[ 0.11802392]],[[ 0.02590194]],[[-4.35937037]],[[ 2.96261227]],0,60,[[-0.35707246]],[[-0.24875606]],[[-0.17723066]]
0.3227,0.2897,0.5511,0.126012771994,-0.670589815295,[[ 0.32511866]],[[ 0.28965304]],[[ 0.57252297]],[[ 0.07243378]],[[ 0.0564666]],[[-0.08900144]],[[ 0.1190404]],[[ 0.02613842]],[[-4.35843961]],[[ 2.96457064]],0,60,[[-0.35721685]],[[-0.24899227]],[[-0.17252297]]
0.3227,0.2897,0.5511,0.126012771994,-0.670589815295,[[ 0.32498657]],[[ 0.29007664]],[[ 0.5683675]],[[ 0.07216114]],[[ 0.05642169]],[[-0.10783101]],[[ 0.1199594]],[[ 0.02634371]],[[-4.35759717]],[[ 2.96480799]],0,60,[[-0.35736507]],[[-0.24910024]],[[-0.1683675]]
0.3263,0.2961,0.5144,0.0839503370209,-0.705768609471,[[ 0.32586944]],[[ 0.29212841]],[[ 0.55887797]],[[ 0.07221247]],[[ 0.05689519]],[[-0.15633259]],[[ 0.11666847]],[[ 0.02523428]],[[-4.36003469]],[[ 3.00312603]],0,[[ 62.99938293]],[[-0.35765908]],[[-0.25221001]],[[-0.15887797]]
0.3263,0.2961,0.5144,0.0839503370209,-0.705768609471,[[ 0.32651212]],[[ 0.29362454]],[[ 0.55048972]],[[ 0.07218718]],[[ 0.05719029]],[[-0.1956871]],[[ 0.11369002]],[[ 0.02422597]],[[-4.35923682]],[[ 3.03319507]],0,[[ 66.17361085]],[[-0.35771455]],[[-0.25468772]],[[-0.15048972]]
0.3263,0.2961,0.5144,0.0839503370209,-0.705768609471,[[ 0.32697949]],[[ 0.29471514]],[[ 0.54310454]],[[ 0.07210619]],[[ 0.05735536]],[[-0.22698834]],[[ 0.11099435]],[[ 0.02330915]],[[-4.35627535]],[[ 3.05698656]],0,[[ 68.73395671]],[[-0.357612]],[[-0.25668319]],[[-0.14310454]]
0.3263,0.2961,0.5144,0.0839503370209,-0.705768609471,[[ 0.32731892]],[[ 0.29550976]],[[ 0.53663062]],[[ 0.07198475]],[[ 0.05742571]],[[-0.25123001]],[[ 0.10855457]],[[ 0.02247515]],[[-4.3519082]],[[ 3.07596845]],0,[[ 70.75456968]],[[-0.3574082]],[[-0.2583081]],[[-0.13663062]]
0.3263,0.2961,0.5144,0.0839503370209,-0.705768609471,[[ 0.32756498]],[[ 0.29608837]],[[ 0.53098242]],[[ 0.071834]],[[ 0.05742709]],[[-0.26931253]],[[ 0.10634634]],[[ 0.02171608]],[[-4.34666848]],[[ 3.09123698]],0,[[ 72.30275623]],[[-0.35714301]],[[-0.25964593]],[[-0.13098242]]
0.3299,0.3034,0.4669,0.0774926187885,-0.969387264562,[[ 0.32872384]],[[ 0.29849849]],[[ 0.51852626]],[[ 0.07197415]],[[ 0.05801116]],[[-0.32560907]],[[ 0.10371488]],[[ 0.02082742]],[[-4.35453916]],[[ 3.13110038]],0,[[ 76.86632187]],[[-0.35786068]],[[-0.26286202]],[[-0.11852626]]
0.3299,0.3034,0.4669,0.0774926187885,-0.969387264562,[[ 0.32956795]],[[ 0.30025612]],[[ 0.50757763]],[[ 0.07201372]],[[ 0.05838574]],[[-0.36996653]],[[ 0.10133326]],[[ 0.02001957]],[[-4.35801807]],[[ 3.16178126]],0,[[ 80.51877555]],[[-0.35825121]],[[-0.26537679]],[[-0.10757763]]
0.3299,0.3034,0.4669,0.0774926187885,-0.969387264562,[[ 0.33018234]],[[ 0.30153755]],[[ 0.49799718]],[[ 0.07198008]],[[ 0.05860763]],[[-0.40387686]],[[ 0.09917773]],[[ 0.01928484]],[[-4.35846014]],[[ 3.18555194]],0,[[ 83.37152124]],[[-0.3584166]],[[-0.26736269]],[[-0.09799718]]
0.3299,0.3034,0.4669,0.0774926187885,-0.969387264562,[[ 0.33062907]],[[ 0.30247142]],[[ 0.48965519]],[[ 0.07189323]],[[ 0.05871824]],[[-0.42869055]],[[ 0.0972268]],[[ 0.01861628]],[[-4.3568328]],[[ 3.2040951]],0,85,[[-0.35842959]],[[-0.26894752]],[[-0.08965519]]
0.3299,0.3034,0.4669,0.0774926187885,-0.969387264562,[[ 0.33095344]],[[ 0.30315163]],[[ 0.48243118]],[[ 0.07176775]],[[ 0.05874783]],[[-0.44562673]],[[ 0.09546101]],[[ 0.01800762]],[[-4.35382471]],[[ 3.21865937]],0,85,[[-0.35834186]],[[-0.27022621]],[[-0.08243118]]
0.3299,0.3034,0.4669,0.0774926187885,-0.969387264562,[[ 0.33118851]],[[ 0.30364671]],[[ 0.47621362]],[[ 0.07161429]],[[ 0.05871844]],[[-0.45578289]],[[ 0.09386277]],[[ 0.01745315]],[[-4.34992393]],[[ 3.23017368]],0,85,[[-0.35818995]],[[-0.27126945]],[[-0.07621362]]
0.327,0.2977,0.4667,0.0940732466825,-0.0032258045661,[[ 0.33056821]],[[ 0.3024535]],[[ 0.47086764]],[[ 0.07118936]],[[ 0.05815236]],[[-0.46032755]],[[ 0.09404082]],[[ 0.01745425]],[[-4.33844083]],[[ 3.21286545]],0,85,[[-0.35750864]],[[-0.27007598]],[[-0.07086764]]
0.327,0.2977,0.4667,0.0940732466825,-0.0032258045661,[[ 0.33011384]],[[ 0.30158131]],[[ 0.46633365]],[[ 0.07081858]],[[ 0.05769019]],[[-0.45992806]],[[ 0.09420144]],[[ 0.01744991]],[[-4.32948672]],[[ 3.19966028]],0,85,[[-0.35701761]],[[-0.26919297]],[[-0.06633365]]
0.327,0.2977,0.4667,0.0940732466825,-0.0032258045661,[[ 0.32978058]],[[ 0.30094341]],[[ 0.46252408]],[[ 0.07048751]],[[ 0.05730401]],[[-0.45537437]],[[ 0.09434628]],[[ 0.01744066]],[[-4.32237166]],[[ 3.18946387]],0,85,[[-0.35666473]],[[-0.26853759]],[[-0.06252408]]
0.327,0.2977,0.4667,0.0940732466825,-0.0032258045661,[[ 0.32953572]],[[ 0.30047653]],[[ 0.45935865]],[[ 0.07018563]],[[ 0.05697346]],[[-0.4473689]],[[ 0.09447684]],[[ 0.017427]],[[-4.31659273]],[[ 3.18147645]],0,85,[[-0.35641198]],[[-0.26804932]],[[-0.05935865]]
0.327,0.2977,0.4667,0.0940732466825,-0.0032258045661,[[ 0.32935539]],[[ 0.30013446]],[[ 0.45676397]],[[ 0.06990524]],[[ 0.05668366]],[[-0.43653403]],[[ 0.09459449]],[[ 0.01740935]],[[-4.31178355]],[[ 3.17511329]],0,85,[[-0.35623167]],[[-0.26768388]],[[-0.05676397]]
0.3329,0.3083,0.4051,0.0940732466825,-1.18461434178,[[ 0.33082981]],[[ 0.30277182]],[[ 0.4448765]],[[ 0.07015165]],[[ 0.05734168]],[[-0.47990883]],[[ 0.09470045]],[[ 0.01738812]],[[-4.33236731]],[[ 3.20583536]],0,85,[[-0.35797724]],[[-0.27013226]],[[-0.0448765]]
0.3329,0.3083,0.4051,0.0940732466825,-1.18461434178,[[ 0.33190427]],[[ 0.30469533]],[[ 0.43451479]],[[ 0.07027016]],[[ 0.0577707]],[[-0.51198457]],[[ 0.09479584]],[[ 0.01736367]],[[-4.34677597]],[[ 3.22771259]],0,85,[[-0.35925471]],[[-0.27191128]],[[-0.03451479]]
0.3329,0.3083,0.4051,0.0940732466825,-1.18461434178,[[ 0.33268682]],[[ 0.30609784]],[[ 0.4255312]],[[ 0.07029553]],[[ 0.05803277]],[[-0.53426404]],[[ 0.09488166]],[[ 0.01733631]],[[-4.35667281]],[[ 3.24314503]],0,85,[[-0.36018994]],[[-0.27320251]],[[-0.0255312]]
0.3329,0.3083,0.4051,0.0940732466825,-1.18461434178,[[ 0.33325632]],[[ 0.30712009]],[[ 0.41778895]],[[ 0.07025313]],[[ 0.05817318]],[[-0.54810088]],[[ 0.09495882]],[[ 0.01730634]],[[-4.36327269]],[[ 3.25388323]],0,85,[[-0.36087488]],[[-0.27413836]],[[-0.01778895]]
0.3329,0.3083,0.4051,0.0940732466825,-1.18461434178,[[ 0.33367033]],[[ 0.30786482]],[[ 0.41116163]],[[ 0.07016148]],[[ 0.05822496]],[[-0.55471086]],[[ 0.09502815]],[[ 0.01727403]],[[-4.36746306]],[[ 3.26120396]],0,85,[[-0.3613767]],[[-0.27481542]],[[-0.01116163]]
0.3329,0.3083,0.4051,0.0940732466825,-1.18461434178,[[ 0.33397086]],[[ 0.30840699]],[[ 0.40553269]],[[ 0.07003407]],[[ 0.05821223]],[[-0.5551827]],[[ 0.0950904]],[[ 0.01723962]],[[-4.36989223]],[[ 3.26603826]],0,85,[[-0.36174446]],[[-0.27530412]],[[-0.00553269]]
0.3329,0.3083,0.4051,0.0940732466825,-1.18461434178,[[ 0.33418858]],[[ 0.30880134]],[[ 0.40079499]],[[ 0.06988078]],[[ 0.05815259]],[[-0.55048824]],[[ 0.09514624]],[[ 0.01720332]],[[-4.37103391]],[[ 3.26906499]],0,85,[[-0.36201403]],[[-0.2756558]],[[-0.00079499]]
0.3329,0.3083,0.4051,0.0940732466825,-1.18461434178,[[ 0.33434586]],[[ 0.30908781]],[[ 0.39685022]],[[ 0.06970879]],[[ 0.05805888]],[[-0.54149216]],[[ 0.09519628]],[[ 0.01716534]],[[-4.37123429]],[[ 3.27077904]],0,85,[[-0.36221162]],[[-0.2759079]],[[ 0.00314978]]
0.3329,0.3083,0.4051,0.0940732466825,-1.18461434178,[[ 0.33445903]],[[ 0.30929553]],[[ 0.39360846]],[[ 0.06952336]],[[ 0.05794047]],[[-0.52896106]],[[ 0.09524108]],[[ 0.01712584]],[[-4.37074641]],[[ 3.27154105]],0,85,[[-0.36235639]],[[-0.2760877]],[[ 0.00639154]]
0.3282,0.2957,0.3139,0.0722566310326,-1.08571593745,[[ 0.33325935]],[[ 0.30601251]],[[ 0.37648366]],[[ 0.06892165]],[[ 0.056714]],[[-0.59720624]],[[ 0.09314347]],[[ 0.01641948]],[[-4.34174437]],[[ 3.23747806]],0,85,[[-0.36027664]],[[-0.27368997]],[[ 0.02351634]]
0.3282,0.2957,0.3139,0.0722566310326,-1.08571593745,[[ 0.33238218]],[[ 0.30361514]],[[ 0.36150839]],[[ 0.06842431]],[[ 0.05577274]],[[-0.64912143]],[[ 0.09124503]],[[ 0.0157774]],[[-4.31886039]],[[ 3.21371975]],0,85,[[-0.35866444]],[[-0.27206596]],[[ 0.03849161]]
0.3282,0.2957,0.3139,0.0722566310326,-1.08571593745,[[ 0.33174041]],[[ 0.30186416]],[[ 0.34847811]],[[ 0.06800333]],[[ 0.05503977]],[[-0.68682758]],[[ 0.08952682]],[[ 0.01519346]],[[-4.30052633]],[[ 3.19734591]],0,85,[[-0.35740069]],[[-0.27099524]],[[ 0.05152189]]
0.3282,0.2957,0.3139,0.0722566310326,-1.08571593745,[[ 0.33127045]],[[ 0.30058497]],[[ 0.33720301]],[[ 0.06763826]],[[ 0.05445896]],[[-0.71223865]],[[ 0.0879717]],[[ 0.01466217]],[[-4.28559668]],[[ 3.18623535]],0,85,[[-0.3563983]],[[-0.27031775]],[[ 0.06279699]]
0.3282,0.2957,0.3139,0.0722566310326,-1.08571593745,[[ 0.33092589]],[[ 0.2996501]],[[ 0.32750734]],[[ 0.06731418]],[[ 0.05398934]],[[-0.72707695]],[[ 0.08656416]],[[ 0.0141785]],[[-4.27323212]],[[ 3.17885017]],0,85,[[-0.35559337]],[[-0.26991755]],[[ 0.07249266]]
0.3282,0.2957,0.3139,0.0722566310326,-1.08571593745,[[ 0.33067286]],[[ 0.29896656]],[[ 0.31922883]],[[ 0.06702022]],[[ 0.05360102]],[[-0.73288785]],[[ 0.08529018]],[[ 0.01373794]],[[-4.26281569]],[[ 3.1740779]],0,85,[[-0.35493887]],[[-0.26971084]],[[ 0.08077117]]
0.3267,0.2923,0.3139,0.107861347773,0.0,[[ 0.33007791]],[[ 0.29754]],[[ 0.31221803]],[[ 0.0666187]],[[ 0.05297816]],[[-0.73105373]],[[ 0.08762565]],[[ 0.01442188]],[[-4.25849709]],[[ 3.14457011]],0,85,[[-0.3548503]],[[-0.26751215]],[[ 0.08778197]]
0.3267,0.2923,0.3139,0.107861347773,0.0,[[ 0.32964216]],[[ 0.29649763]],[[ 0.30633762]],[[ 0.066269]],[[ 0.05247925]],[[-0.72280723]],[[ 0.08973845]],[[ 0.01503435]],[[-4.25592729]],[[ 3.12091878]],0,85,[[-0.35488729]],[[-0.26576269]],[[ 0.09366238]]
0.3267,0.2923,0.3139,0.107861347773,0.0,[[ 0.3293226]],[[ 0.29573565]],[[ 0.30146174]],[[ 0.06595732]],[[ 0.05207094]],[[-0.70924376]],[[ 0.09164976]],[[ 0.01558217]],[[-4.2545275]],[[ 3.10170266]],0,85,[[-0.35500664]],[[-0.26435438]],[[ 0.09853826]]
0.3267,0.2923,0.3139,0.107861347773,0.0,[[ 0.32908784]],[[ 0.29517833]],[[ 0.29747536]],[[ 0.06567356]],[[ 0.05172889]],[[-0.6913333]],[[ 0.09337873]],[[ 0.01607153]],[[-4.25388273]],[[ 3.08587102]],0,85,[[-0.35517747]],[[-0.26320718]],[[ 0.10252464]]
0.3267,0.2923,0.3139,0.107861347773,0.0,[[ 0.32891499]],[[ 0.29477038]],[[ 0.29427358]],[[ 0.06541036]],[[ 0.05143535]],[[-0.66993142]],[[ 0.09494271]],[[ 0.01650799]],[[-4.25369789]],[[ 3.0726443]],0,85,[[-0.35537794]],[[-0.26226164]],[[ 0.10572642]]
0.3216,0.2924,0.2579,0.107861347773,-1.07692706657,[[ 0.32739767]],[[ 0.2944987]],[[ 0.28285503]],[[ 0.06472151]],[[ 0.05118599]],[[-0.69714395]],[[ 0.09635738]],[[ 0.01689663]],[[-4.23557978]],[[ 3.06355996]],0,85,[[-0.35421218]],[[-0.2616342]],[[ 0.11714497]]
0.3216,0.2924,0.2579,0.107861347773,-1.07692706657,[[ 0.32628879]],[[ 0.29429923]],[[ 0.27302357]],[[ 0.06416446]],[[ 0.05096035]],[[-0.71363565]],[[ 0.09763695]],[[ 0.017242]],[[-4.22250187]],[[ 3.05553095]],0,85,[[-0.35342362]],[[-0.26109033]],[[ 0.12697643]]
0.3216,0.2924,0.2579,0.107861347773,-1.07692706657,[[ 0.325478]],[[ 0.29415248]],[[ 0.26461697]],[[ 0.06370377]],[[ 0.05075216]],[[-0.72096025]],[[ 0.09879425]],[[ 0.01754826]],[[-4.21303236]],[[ 3.04836416]],0,85,[[-0.35290423]],[[-0.26061506]],[[ 0.13538303]]
0.3216,0.2924,0.2579,0.107861347773,-1.07692706657,[[ 0.32488478]],[[ 0.2940442]],[[ 0.25748571]],[[ 0.06331358]],[[ 0.05055686]],[[-0.72050849]],[[ 0.09984093]],[[ 0.01781914]],[[-4.20613305]],[[ 3.04191225]],0,85,[[-0.35257576]],[[-0.26019693]],[[ 0.14251429]]
0.3216,0.2924,0.2579,0.107861347773,-1.07692706657,[[ 0.32445036]],[[ 0.293964]],[[ 0.25149237]],[[ 0.06297503]],[[ 0.05037109]],[[-0.71352121]],[[ 0.10078749]],[[ 0.01805802]],[[-4.20105247]],[[ 3.03606112]],0,85,[[-0.35238161]],[[-0.259827]],[[ 0.14850763]]
0.3213,0.2952,0.2396,0.0891863247769,-0.358822697396,[[ 0.32405011]],[[ 0.29466724]],[[ 0.24360061]],[[ 0.06264841]],[[ 0.05043437]],[[-0.71788372]],[[ 0.09981371]],[[ 0.01769916]],[[-4.1916253]],[[ 3.04850193]],0,85,[[-0.35180025]],[[-0.26090964]],[[ 0.15639939]]
0.3213,0.2952,0.2396,0.0891863247769,-0.358822697396,[[ 0.32375654]],[[ 0.29517933]],[[ 0.23692722]],[[ 0.06235668]],[[ 0.05043682]],[[-0.71496915]],[[ 0.09893211]],[[ 0.0173701]],[[-4.18361997]],[[ 3.05789444]],0,85,[[-0.35132854]],[[-0.26175827]],[[ 0.16307278]]
0.3213,0.2952,0.2396,0.0891863247769,-0.358822697396,[[ 0.32354085]],[[ 0.2955519]],[[ 0.23133964]],[[ 0.06209059]],[[ 0.05039503]],[[-0.70596153]],[[ 0.09813392]],[[ 0.01706802]],[[-4.17670721]],[[ 3.06499676]],0,85,[[-0.35094134]],[[-0.26243052]],[[ 0.16866036]]
0.3213,0.2952,0.2396,0.0891863247769,-0.358822697396,[[ 0.32338199]],[[ 0.29582265]],[[ 0.22671644]],[[ 0.06184338]],[[ 0.0503211]],[[-0.69191248]],[[ 0.09741121]],[[ 0.01679036]],[[-4.170641]],[[ 3.07036829]],0,85,[[-0.35061981]],[[-0.262969]],[[ 0.17328356]]
0.3213,0.2952,0.2396,0.0891863247769,-0.358822697396,[[ 0.32326461]],[[ 0.29601909]],[[ 0.22294663]],[[ 0.06161013]],[[ 0.05022385]],[[-0.67375259]],[[ 0.09675681]],[[ 0.01653481]],[[-4.16523682]],[[ 3.07442289]],0,85,[[-0.3503498]],[[-0.26340525]],[[ 0.17705337]]
0.3213,0.2952,0.2396,0.0891863247769,-0.358822697396,[[ 0.32317753]],[[ 0.29616129]],[[ 0.21992907]],[[ 0.06138723]],[[ 0.05010973]],[[-0.65230217]],[[ 0.09616422]],[[ 0.01629929]],[[-4.16035567]],[[ 3.07746779]],0,85,[[-0.35012062]],[[-0.26376273]],[[ 0.18007093]]
0.3217,0.2883,0.2329,0.0919788515801,-0.11166677316,[[ 0.32322154]],[[ 0.29438382]],[[ 0.21650626]],[[ 0.06120661]],[[ 0.04938753]],[[-0.6344254]],[[ 0.09590117]],[[ 0.01616691]],[[-4.15579267]],[[ 3.05381098]],0,85,[[-0.34992484]],[[-0.2620813]],[[ 0.18349374]]
0.3217,0.2883,0.2329,0.0919788515801,-0.11166677316,[[ 0.32325224]],[[ 0.29308542]],[[ 0.21377814]],[[ 0.06102236]],[[ 0.0488195]],[[-0.61357372]],[[ 0.09566271]],[[ 0.0160426]],[[-4.15175314]],[[ 3.03636963]],0,85,[[-0.34976887]],[[-0.26086934]],[[ 0.18622186]]
0.3217,0.2883,0.2329,0.0919788515801,-0.11166677316,[[ 0.32327324]],[[ 0.29213667]],[[ 0.21165924]],[[ 0.06083563]],[[ 0.04836413]],[[-0.59041146]],[[ 0.09544648]],[[ 0.01592558]],[[-4.14810861]],[[ 3.02344789]],0,85,[[-0.34964295]],[[-0.25999853]],[[ 0.18834076]]
0.3217,0.2883,0.2329,0.0919788515801,-0.11166677316,[[ 0.32328716]],[[ 0.29144313]],[[ 0.21007211]],[[ 0.06064726]],[[ 0.0479911]],[[-0.56551848]],[[ 0.09525039]],[[ 0.0158152]],[[-4.14476471]],[[ 3.01380975]],0,85,[[-0.34953985]],[[-0.25937536]],[[ 0.18992789]]
0.3217,0.2883,0.2329,0.0919788515801,-0.11166677316,[[ 0.32329592]],[[ 0.29093584]],[[ 0.20894672]],[[ 0.06045787]],[[ 0.0476783]],[[-0.53939831]],[[ 0.09507251]],[[ 0.01571082]],[[-4.14165188]],[[ 3.00655462]],0,85,[[-0.34945427]],[[-0.2589317]],[[ 0.19105328]]
0.3166,0.2775,0.2331,0.0886627260013,0.0040000038147,[[ 0.32191128]],[[ 0.28762175]],[[ 0.20825178]],[[ 0.05982762]],[[ 0.04647723]],[[-0.51230225]],[[ 0.09458622]],[[ 0.01551099]],[[-4.11586614]],[[ 2.96552147]],0,85,[[-0.34763686]],[[-0.25593311]],[[ 0.19174822]]
0.3166,0.2775,0.2331,0.0886627260013,0.0040000038147,[[ 0.32089934]],[[ 0.28520194]],[[ 0.20789523]],[[ 0.05931749]],[[ 0.04556336]],[[-0.48481737]],[[ 0.09414578]],[[ 0.01532603]],[[-4.09627238]],[[ 2.93557574]],0,85,[[-0.34628916]],[[-0.25377223]],[[ 0.19210477]]
0.3166,0.2775,0.2331,0.0886627260013,0.0040000038147,[[ 0.32015942]],[[ 0.28343482]],[[ 0.20782652]],[[ 0.05889519]],[[ 0.04485923]],[[-0.45725757]],[[ 0.09374682]],[[ 0.01515455]],[[-4.08121632]],[[ 2.91369371]],0,85,[[-0.3452858]],[[-0.25222027]],[[ 0.19217348]]
0.3166,0.2775,0.2331,0.0886627260013,0.0040000038147,[[ 0.31961803]],[[ 0.28214408]],[[ 0.20800051]],[[ 0.05853714]],[[ 0.04430828]],[[-0.4298875]],[[ 0.0933854]],[[ 0.01499527]],[[-4.06949053]],[[ 2.89767057]],0,85,[[-0.34453524]],[[-0.25111042]],[[ 0.19199949]]
0.3166,0.2775,0.2331,0.0886627260013,0.0040000038147,[[ 0.31922156]],[[ 0.28120103]],[[ 0.20837699]],[[ 0.05822615]],[[ 0.04386923]],[[-0.40292797]],[[ 0.09305796]],[[ 0.01484704]],[[-4.06021321]],[[ 2.88589922]],0,85,[[-0.34397061]],[[-0.25032109]],[[ 0.19162301]]
0.3166,0.2775,0.2331,0.0886627260013,0.0040000038147,[[ 0.31893086]],[[ 0.28051175]],[[ 0.20892033]],[[ 0.05794967]],[[ 0.04351199]],[[-0.37656093]],[[ 0.09276126]],[[ 0.01470883]],[[-4.05273993]],[[ 2.87720879]],0,85,[[-0.34354302]],[[-0.24976374]],[[ 0.19107967]]
0.3103,0.2734,0.2397,0.059515727493,0.119999854348,[[ 0.31700075]],[[ 0.27889053]],[[ 0.21064862]],[[ 0.0571549]],[[ 0.04286076]],[[-0.34488148]],[[ 0.08963673]],[[ 0.01369318]],[[-4.01455663]],[[ 2.86966362]],0,85,[[-0.34069347]],[[-0.249394]],[[ 0.18935138]]
0.3103,0.2734,0.2397,0.059515727493,0.119999854348,[[ 0.31559077]],[[ 0.27770631]],[[ 0.21236847]],[[ 0.05652741]],[[ 0.04235003]],[[-0.31507745]],[[ 0.08680916]],[[ 0.01277295]],[[-3.98465896]],[[ 2.86588441]],0,85,[[-0.33847959]],[[-0.24929882]],[[ 0.18763153]]
0.3103,0.2734,0.2397,0.059515727493,0.119999854348,[[ 0.31456042]],[[ 0.27684105]],[[ 0.21406544]],[[ 0.05602216]],[[ 0.04194195]],[[-0.28712391]],[[ 0.08425033]],[[ 0.01193906]],[[-3.96093947]],[[ 2.86467508]],0,85,[[-0.33674105]],[[-0.24938863]],[[ 0.18593456]]
0.3103,0.2734,0.2397,0.059515727493,0.119999854348,[[ 0.31380713]],[[ 0.27620859]],[[ 0.21572762]],[[ 0.05560627]],[[ 0.0416089]],[[-0.26098291]],[[ 0.08193468]],[[ 0.01118329]],[[-3.94185257]],[[ 2.86517364]],0,85,[[-0.33536013]],[[-0.24959904]],[[ 0.18427238]]
0.3103,0.2734,0.2397,0.059515727493,0.119999854348,[[ 0.31325607]],[[ 0.27574603]],[[ 0.21734528]],[[ 0.05525576]],[[ 0.04133072]],[[-0.23660591]],[[ 0.07983909]],[[ 0.01049823]],[[-3.92626191]],[[ 2.86676312]],0,85,[[-0.33425014]],[[-0.24988414]],[[ 0.18265472]]
0.3103,0.2734,0.2397,0.059515727493,0.119999854348,[[ 0.31285262]],[[ 0.27540749]],[[ 0.21891069]],[[ 0.0549531]],[[ 0.04109269]],[[-0.21393593]],[[ 0.07794264]],[[ 0.00987714]],[[-3.91332956]],[[ 2.86900558]],0,[[ 84.02998098]],[[-0.33334706]],[[-0.25021148]],[[ 0.18108931]]
0.3103,0.2734,0.2397,0.059515727493,0.119999854348,[[ 0.31255689]],[[ 0.27515946]],[[ 0.22041779]],[[ 0.05468553]],[[ 0.0408841]],[[-0.19290939]],[[ 0.07622639]],[[ 0.00931393]],[[-3.90243551]],[[ 2.87159354]],0,[[ 82.48276803]],[[-0.33260339]],[[-0.25055842]],[[ 0.17958221]]
0.3053,0.2723,0.2633,0.102974425868,0.327777656214,[[ 0.31097742]],[[ 0.27467777]],[[ 0.22561525]],[[ 0.05401248]],[[ 0.04060221]],[[-0.15181556]],[[ 0.07893099]],[[ 0.01012421]],[[-3.88713054]],[[ 2.85519269]],0,[[ 79.34632665]],[[-0.33166729]],[[-0.2493023]],[[ 0.17438475]]
0.3053,0.2723,0.2633,0.102974425868,0.327777656214,[[ 0.30982342]],[[ 0.27432528]],[[ 0.23033172]],[[ 0.05347627]],[[ 0.04036214]],[[-0.11586486]],[[ 0.08137791]],[[ 0.01085197]],[[-3.87677746]],[[ 2.84114051]],0,[[ 76.59395453]],[[-0.33109749]],[[-0.24823247]],[[ 0.16966828]]
0.3053,0.2723,0.2633,0.102974425868,0.327777656214,[[ 0.30897996]],[[ 0.27406709]],[[ 0.23460044]],[[ 0.05304007]],[[ 0.04015268]],[[-0.08456905]],[[ 0.08359166]],[[ 0.01150508]],[[-3.86991516]],[[ 2.82895961]],0,[[ 74.18981169]],[[-0.33078413]],[[-0.24731203]],[[ 0.16539956]]
0.3053,0.2723,0.2633,0.102974425868,0.327777656214,[[ 0.30836314]],[[ 0.27387772]],[[ 0.23845347]],[[ 0.05267701]],[[ 0.03996568]],[[-0.05747483]],[[ 0.08559441]],[[ 0.01209066]],[[-3.86548849]],[[ 2.8182913]],0,[[ 72.10056455]],[[-0.33064802]],[[-0.24651312]],[[ 0.16154653]]
0.3034,0.2628,0.2638,0.115366263557,0.0119047462265,[[ 0.30739405]],[[ 0.27115009]],[[ 0.24200111]],[[ 0.05220365]],[[ 0.03897606]],[[-0.03370395]],[[ 0.08862028]],[[ 0.01299174]],[[-3.85634072]],[[ 2.77083188]],0,[[ 70.25922068]],[[-0.33018573]],[[-0.24288033]],[[ 0.15799889]]
